,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X000338.SZ,X002236.SZ,X300003.SZ,X600031.SH,X002008.SZ,X601877.SH,X600809.SH,X300124.SZ,X600867.SH,X600271.SH,X600066.SH,X000625.SZ,X002456.SZ,X600487.SH,X000596.SZ,X002294.SZ,X000100.SZ,X600566.SH,X000981.SZ,X002241.SZ,X000661.SZ,X002508.SZ,X300142.SZ,X002180.SZ,X300136.SZ,X000157.SZ,X002007.SZ,X000050.SZ,X000869.SZ,X002038.SZ,X002179.SZ,X600522.SH,X600177.SH,X600498.SH,X600089.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0210001733227215,0.24924437118144,0.108945522410346,0,0.0206808563474244,0,0,0,0.0677516729226137,0,0,0,0,0,0,0,0,0,0.0281416243315751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0492322414208642,0,0,0,0,0.0210287421955032,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.0011447871373181,0,0,0.26942978749475,0,0,0,0,0,0.0480847164959592,0,0,0,0,0.15899739596629,0,0,0,0,0,0.0463398212750169,0,0,0,0.0715611215008356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0595350704185462,-0.0739029225473932,0,0,0,0,0,0,-0.0324601362889725,-0.0693342507530032,0,0,0,0,0,0
X002415.SZ,0.099872554619629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241823216336144,0,0,0.00467579828745124,0,0,0,0,0,0,0,0,0.122130376811687,0,0,0,0.186957760867175,0,0.236300877886444,0,0,0.0231066248839671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113649192817303,-0.016755074620296,0,0,0,0,0,0
X000858.SZ,0.291693133028019,0,0,0,0.134450708123921,0,0.0360129996535761,0,0,0.0188278603796908,0.326174577142949,0.0304190486599924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0740658867993535,-0.000569330040889094,0,0,0,0,0,0,-0.0446392801585728,0,0,0,0,0,0,-0.0014851843825941,0,0,0,0,0,0,0,0.00261550740277481,-0.0112824665053622,0,0,0,0,0,0
X000651.SZ,0,0,0,0.173857948014729,0,0,0,0,0,0.764545968005066,0,0,0,0,0,0,-0.038369670861883,0,0,0,0.0217515258768786,0,0,0,0,0,0,0,0,0,0,-0.0260259911035195,0,0,0,0,0,-0.0109806140091542,0,0,-0.00918767734327405,0.0281994274771199,0,0,0,0,0,0,0,0,0,0,0.0310108068113422,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0766955245894479,0,0,0,0,0,0.38382759012037,0,0,0,0.075918465639106,0.0576443545143664,0,-0.0738523447260848,0,0,0,0,0,0.0798722897113259,0,0.0754115161446186,0,0,0.192014423157105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0312454521400873,0.032760701007409,0,0,0,0,0,0
X002304.SZ,0,0,0.108204015959506,0,0,0,0,0,0,0.0528545493574876,0,0,0.0623557631491988,0,0,0,0,0,0.0225851467963419,0,0.200074013371576,0.0542197835355054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0066057389740697,-0.0328365865080449,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0.0768485256982703,0,0,0,0,0,0,0,0,0,0,0.104455579848896,0,0,0,0,0,0,0,0,0.111338997426134,0,0,0.0552370345741294,0,0,0,0,0,0.0895403658938005,0,0,0,-0.105564142302879,0.0785013563612075,0,0,0,0,0,0,0.00583657538086165,0,0,0,0,0,-0.00229991572364625,0.0218949342233717,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0379058096868917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0515869221304956,0,0,0,0,0,0.0750016183804713,0,0,0,0.052883954664767,0,0,0,0,0,0.0460689085261786,0,0,0,0.11421074725543,0,0,0,0,0,0,0,0,0,0.0390161721912541,-0.00569203345298034,0,0,0,0,0,0
X600690.SH,0,0,0,0.34341742080173,0,0,0.0772479588327393,0,0,0,0,0,0.0564247296637236,0,0,0,0,0,0,0,0.0501467755380626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00753980354667688,0,0,0,0,0,0
X000568.SZ,0.391191716472388,0,0,0.139405330911536,0.0494170237278879,0.160876685603286,0.0929212449024561,0,0,0,0,0,0,0.0575894407034443,0,0,0,0,0,0,0.0412421070803669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00298289487845056,0.0413642351981033,0,0,0,0,0,0,0,0,0,0,0,-0.0779660950492283,0,-2.16840434497101e-19,0,0,0,0,0,0,0
X600703.SH,0,0,0.138572140660361,0,0,0,0,0.0588362234901705,0,0,0,0,0,-0.0994848518762946,0,0,-0.159664987278613,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.482051469652178,0.179405152497405,0,0,0,0,-0.356632531432926,0,0,0,0,0,0,0,0,0,0,0,0.337363329551548,-4.33680868994202e-19,0,0,0,0.00608460258000484,0,0.00425925154369137,0.00495126131021464,0,0,0,0,0,0
X600741.SH,0,0.449239438374367,0,0.11370171701723,0.0109361129104883,0,0,0,0,0.11529299903578,0.0164488493443328,0,0,0,0,0,0.107467716361495,0,0.0662928071849416,0,0,0,0,-0.0433221358118105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185671257950434,0,0.01094181394531,-0.00245154406314077,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0.0941364426308251,0,0,0,0,0,0,0,0,0,0,0,0.0285616237190408,0,0.0185736984126919,0,0,0,0,0,0.3985416103341,0,0,0,0,0,0,0,0,0,0,0,0.0968763292232465,0,0.088984795134684,0,-0.0475799921897962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
