,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X002241.SZ,X600271.SH,X600741.SH,X600066.SH,X000568.SZ,X600118.SH,X000100.SZ,X002292.SZ,X600031.SH,X002236.SZ,X002475.SZ,X002074.SZ,X000559.SZ,X600177.SH,X002506.SZ,X600372.SH,X300003.SZ,X300124.SZ,X000157.SZ,X000338.SZ,X002456.SZ,X002085.SZ,X000050.SZ,X002180.SZ,X002007.SZ,X002249.SZ,X002426.SZ,X600867.SH,X002294.SZ,X600089.SH,X000869.SZ,X002049.SZ,X002508.SZ,X600699.SH,X002465.SZ,X002179.SZ,X600522.SH,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.314614537775879,0.066327131263959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0873738801131976,0,0,0.0799445558332952,0,0,0,0,0,0,0,0,0,0,0.014669121694892,0.0745361367075675,0.0592247836641407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0623150867197762,0.0788670547259424,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0404117667426794,0,0,0.0702560524434537,0,0,0,0.0373488176990233,0.0216793122710551,0,0,0,0,0,0,0,0,0.134318342086464,0,0,0,-0.0560617712183945,0.00388359912243163,0.00668209022155,0,0,0,0,0,0.0651098569605383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110650294395195,0,-0.0075149819898,0,0,0,-8.67361737988404e-19,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0503785678585406,0,0,0,0,0,0,0,0,0.0682436468131355,0,0.0605973066417792,0,0,0,0,0,0.0105865523034209,0,0,0.0249432612382401,0,0,0,0,0.155409081411599,0,0,0,0,0,0,0,0,0,0.0659979136389261,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.290165561889483,0,0,0,0,0,0,0,0.0234152612544925,0,0,0,0,0,0,0,0,0,0,0,0,0.0626109320319049,0,0,0,0,0,0,0,0.0317659369638571,0,0,0,0.0929100655600404,0,0,0,0,0,0,0,0,0,0,0,0,0.0146180292933413,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.721211806781853,0,0,0,0,0,0,0,0,0,0,0,0.308969283759546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0572169109497491,0,0,0,0,0,0,0,0.0252470366904006,-0.0118280421288558,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0213769399981323,0,0,0,0,0.0887579984860412,0,0,0,0,0,0,0,0.00485226790964003,0,0,0,0.0559248252625877,0,-0.104853395200143,0,0,0.0470762219507106,0,4.33680868994202e-19,-0.0126371887250387,0,0,0.0201027516126167,0,0,0,0,0,0.00611952012549327,0,0,0,0,0.110627760479154,0,0,0,0,0,0,0,-0.0344996804760561,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080758332264549,0.107408312746902,0,0,0,0,0.176328535004033,0,0,0,0,0,0,0,0.0937809108039047,0,0,0,0.0059609995772421,0,0,0,0,0,0,0,0,0,0.076968381587395,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0.12042706721693,0,0,0.0306434238735272,0,0,0,0,0,0,0,0,0,0.146154225238222,1.73472347597681e-18,-0.0617785649102913,0,0.0779085259044711,-0.0445755535366956,0,0,0,0,0,0,0.0354706255117116,0,0,0,0,0,0,0,0,0.0926598608428876,0,0.0679655870555816,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.344604374881725,0,0,0,0,0,0,0,0.00236215785522867,0,0,0,0,0,0,0,0,0,0.055234610215767,0,0.042292382782021,0,0,0,0,0,0,0,0.00698783181714989,0,0.0364832947311154,0,0,0,0,0,0,0,0,0.181228143571163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.135147586820822,0,0,0,0,0.00426831012100708,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.00962229468647265,0,0,0,0,0,0,0,0.0168747362028549,0,0.0807358067329574,0,0.0171067806154112,0,0.00153040914404073,0,0,0,0,0,0,0.0923221706253277,0,0.0136040639545766,0,0,0,0.00255106226821772,0,0,0,0,0,0,0
