,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002304.SZ,X000063.SZ,X002475.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X600183.SH,X600703.SH,X000596.SZ,X002236.SZ,X000100.SZ,X002241.SZ,X601877.SH,X300003.SZ,X002463.SZ,X002007.SZ,X000157.SZ,X002179.SZ,X300142.SZ,X600271.SH,X300124.SZ,X002008.SZ,X000625.SZ,X600867.SH,X000066.SZ,X002129.SZ,X300014.SZ,X300136.SZ,X002049.SZ,X600498.SH,X000977.SZ,X600177.SH,X002506.SZ,X002371.SZ,X600066.SH,X600487.SH,X002456.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.253076915707367,0,0,0.0926419847987358,0,0,0,0,0.04765913962921,0,0.0648380837442238,0,0,0,0,0.00965386479105024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187470727634234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.196645520672468,0,0,0,0,0,0,0.0669328559424111,0,0.00106264333442073,0,0.339339750423223,0,0,0,0,0.258095552010288,0,0,0,0,0,0,0,0,0,-0.0581458037466983,0,0,0,0,0,0,0,0,0,0,0.0503310897830023,0,0,0,0,0,0,0,0.0515394205182061,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0.0128949753680978,0,0,0,0,0,0,0,0,0.111953362236762,0,0.217768617100634,0,0,0,0.0697613571661287,0,0.0626480446934267,0,0,0,0,0,0,0,0,-0.00629063323994394,0,0,0,0,0,0,0,0,0.091798022879317,-0.0130150260016758,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513341353917698,0,-0.0265065668693492,0,0,0,0.0177492882645308,0,0
X000651.SZ,0,0,0,0,0.164993580977009,0,0,0,0,0,0,0,0,0,0,0,0.150324689201272,0,0,0,0,0,0,0,0,0.0325386784395232,-0.00711616288959526,0,0,0,0,0,0,0,0,0.0795724550437608,0.0447588509498629,0.0403231184509166,0.110912998274097,0,0,0,0,0,0,0,0,0,0,0,0,-0.00367374732658664,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.134392342905483,0,0,0.090926213139094,0,0,0,0,0,0,0,0,0.197241938409914,0,0.15674232401004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00390606610827532,0,0,0.0963845046257839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0583221845768843,0.202813761318908,0,0,-0.000777461220948547,0,0,0,0,0,0,-0.0237123391822456,0,0,0,0,0,0,0,0,0.0853532992991785,0,0,0,0,0,0,0,0.0265468223087992,0,0,0,0,0,0,0,0,-0.00508521647493897,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,-0.00306974040456442,0,-0.0147055783060087,-0.00932476407453358,0,0,0,0.154284404488539,0,0
X002304.SZ,0,0,0.0130652223906357,0,0,0,0.0878741515105893,0,0,0,-4.33680868994202e-19,0.211090930138977,0,0,0,0.0174344337626699,0,0,0,0,0.158884798647328,0,0,0.0694760908441535,0,0,0,0,0,0,0,0,0,0.128354641158187,0,0.0115337686759839,-0.0106979024290639,-0.0339446685424732,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0130908721276369,0.0173528496284742,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.262625907313457,0,0,0,0,0,0,0,0,0,0,0,0.132902973662048,0,0,0.0244381600961386,0,0,0,0.0171436180599187,0,0,0,0,0,0,0,0.0896724103880448,0,0.0935588067254644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111167800557319,0,0,0,0,0.0136026311179348,0,0
X002475.SZ,0,0.179281439035996,0,0,0.0803379588594048,0,0,0,0,0,0.0426898817077972,0,0,0,0,0,0,0,0,0,0,0.161931422317067,0,0,0,0,0,0,0,0,0,0,0,0.0732876007848492,0,0,0,0,0,0.143883718254168,0,0,0,0,0,0.00914500405259801,0,0,0,0,0,0.011218965440732,0,0,0,0,-0.0107733529351793,0,0
X000725.SZ,0,0,0,0,0,0,-0.0387848063385821,0,0.0209408652674896,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0945049588688338,0,0,0,0,0,0,0,0,0,0,0,0,-0.00606461664629509,0,0,0,0.0491788360552342,0,0,0,0,0,0.0785458815212754,0,0,0,0.385320517376783,0,0,0.022689806435357,0,0,0,-0.0211957624987374,0,0
X000568.SZ,0,0.590982462046487,0,0,0,0,0,0.159313842977452,0,0,0,0,0.0714094636537868,0,0,0,0,0.0511914818480516,0,0,0.131580567250887,0,0,-0.119417383818824,0,0,-0.0314288873833916,0,0,0,0,0,-0.0700373772202811,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134327806172297,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.136497298165779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0950470678096772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131821973114207,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0160363218192159,0,0,0.117611388125641,0.0288673680943213,0,0,0,0,0,0.0964559286830321,0,0,0,0,0,0,0,0,0,0,0.148930349100985,0,0,0,0.00982725290422254,0,0.150084405541358,0,0,0,0,0,-0.115312541707785,0,0,0,0,0,0,0,0,0,0,0.0182539506700983,0.0113461785380772,0,0,0.00356918442952015,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0.01363110112149,0,0,0,0,0,0,0.138405836414768,0,0,0.0320770430676449,0,0,0,0,0,0,0,0,0,0.238589323890877,0,0,0,0.00530042584441893,0,0,0,0,0,0.0375962085977664,0,0.113760306011245,0,0.0389882302675822,0,0.014936434012115,0,0,0,0,-0.00402708231459821,0,0,0,0,0,0,0
X600741.SH,0,0,0.0320718725214793,0,0,0.201764647506129,0,0,0,0,0,0,0,0,0,0,0,0,0.0053761624654756,0,0,0,0.22306116832286,0,0,0,0.11940022171761,0,0,0,0.0416590912146467,0,0,0,0,0,0,0,0,0,0.154373941991251,0,-0.0442818634605057,0,0,0,0,0,0,0,0,0.00374527944251992,0,0,0,0,0.0188824621110501,0,0
X600809.SH,0.0784816329812522,0.352581360031737,0,0,0,0,0,0,0,0.0241911796930448,0,0.0506150487343674,0,0,0,0,0,0,0,0.0155334389492087,0.125264117735626,0,0,0,0,0,0,0,0,0,0,0,0,0.00687245204433266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0903647578284618,0,0,0.000760121896196889,0,0,0,0,0,0,0
X000661.SZ,0,0,0.220007885384559,0,0.026033318681638,0,0,0,0,0,0,0.136922224338947,0,0,0,0,0,0,0.0216259287473932,0,0,0,0,0,0,0,0,0.221120759440787,0,0,0.103852540114158,0,0,0.0351911720015749,0,0,0,0,0.0341402736645802,0,0,0,0,0,0,0,0,0,0,0,0,0.0345390212521902,0,0,0,0,-0.095222541244897,0,0
X600183.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198913304642784,0,0,0.0323707875542453,0,0,0,0,0,0,0,0,0,0,0,0,0.0896132529908928,0,0,0,0,0,0,0,0,0.140322867208648,0,0,0,0.000803373096302598,0,0,0,0,0,0
