,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002475.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X002241.SZ,X600703.SH,X000596.SZ,X300003.SZ,X600183.SH,X002007.SZ,X002236.SZ,X601877.SH,X000066.SZ,X000157.SZ,X300142.SZ,X000100.SZ,X002179.SZ,X002008.SZ,X300124.SZ,X300136.SZ,X002463.SZ,X600271.SH,X300014.SZ,X000625.SZ,X000977.SZ,X600867.SH,X002506.SZ,X600177.SH,X002129.SZ,X002371.SZ,X002049.SZ,X600066.SH,X600498.SH,X002456.SZ,X002180.SZ,X600584.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.103620138126492,0,0,0,0,0,0.139294293179003,0,0,0,0.398894847795959,0,0,0,0,0,0,0.00506079940806607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021646935714595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0348139690155906,0,0,0,0.345820847245991,0,0,0,0,0.15540490285137,0,0,0,0,0,0,0,0.00181349413429437,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176689484302708,0,0,0,0,0.0159467008205288,0,0,0,0.0339267454958899,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0721950830418144,0,0,0,0.233455959901804,0,0,0,0.113044801072943,0,0.150552922701341,0,0,0,0.00441754205791333,0,0,0,0,0,0,0.0327390590713529,0,0,0.029160071801152,0,0,0,0,-0.0310517398128401,0,0,0,0.0639183005327882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246909766055055,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312809288357104,0,0,-0.0163253942213071,0,0,0,0.0291675987567204,0,0,0,0,0,0,0,-0.0512327240735996,0.166294214843636,-0.0404862575677337,-0.0514503143255729,0,0,0,0,0.0824714369185598,0.128801521811943,0,0.0846673937992941,0,0,0,0,0,0,0,0,-0.0313176919854964,0,0,0,0,0.00939048444359221,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.025531032059304,0,0,0.0386376696283435,0,0,0,0.0441577884711828,0,0,0,0,0,0,0,0,0.509077178886535,0.0589081537665184,0,0,0,0,0,0,0,0,-0.0257400596898301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431481681718416,0,0.0121525508702333,0,0,0,0,-0.041477670063163,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179345219995844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0065105915565507,0,0,0,0,0,0,0,0,0,0.0293878321756623,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0615142717221617,0,0.106293447109767,0,0,0,0,-0.0962082139565983,-0.0267124102608648,0.0520216772926505,0,0,0,0,0,-0.0389464786948968,0,0,0,0,-0.0374418836772531,0,0,0,0,0.0932507231301941,0,0,0,0,0.0241519696350742,0,0,0.0208067955821086,0,0,0,0.10595581216295,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0615396367437572,0,0.0993780199492847,0,0,0,0.0823657289780474,0,0,0,0,0,0,0.0362553690797105,0,0,0,0,0,0,0,0,0.184050159218175,0,0.0853974379488904,0,0,0,0,0,0,0,0,0,0,0.0679046781517566,0,0,0.182207055532651,0,0,0,0.0302539931864496,0,0,0,0,-0.0318119419569986,0,0
X002304.SZ,0.165715768981098,0,0.0284051820947096,0,0,0,0.143064566936161,0.0773878742011801,0,0,0,0.0410896598935932,0,0,0,0,0,0,0,0,0.0808193591999546,0,0.0349168100208134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113686288972716,0,0,-0.0688342226465932,0,0,0,0,0,0,0,0,0,0.0118220200997197,0,0,0,-0.0458415253510206,0,0
X000063.SZ,0,0,0,0,0,0,0,0.159308934339525,0,0,0,0,0,0,0,0,0.0866048544553514,0,0,0.177477074939802,0,0,0,0,0.0537372253855003,0,0,0,0,0,0,0,0,0,0,0.0133164570025754,0.00795923340157414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0098268833734528,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0803900915343084,0,0,0,0,0,0.0266047325358697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241200801128994,0,0.148243812741876,0,0,0,0,0.0226168472314674,0,-0.0220615545948384,0.0124785675196055,0,0,0,-0.0445009977928649,0,0
