,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X000568.SZ,X600104.SH,X002304.SZ,X600031.SH,X000725.SZ,X000661.SZ,X000063.SZ,X600809.SH,X600690.SH,X003816.SZ,X002241.SZ,X000596.SZ,X600703.SH,X000338.SZ,X002007.SZ,X300124.SZ,X300142.SZ,X002371.SZ,X300014.SZ,X000100.SZ,X600741.SH,X002049.SZ,X601877.SH,X300003.SZ,X002236.SZ,X000157.SZ,X600584.SH,X000800.SZ,X002129.SZ,X002414.SZ,X300136.SZ,X000625.SZ,X600183.SH,X002179.SZ,X000066.SZ,X000977.SZ,X002456.SZ,X600118.SH,X601799.SH,X002185.SZ,X000050.SZ,X002008.SZ,X002294.SZ,X000021.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0942395010380593,0,0.00729609202031409,0,0,0.159049436141119,0,0,0,0,0,0,0,0,0,0.02289350958198,0.0936674136294283,0,0,0,0,0,0,0,0,0,0.0147925742244182,0,0,0,0,0.0572524443173373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.167471284718597,0,0,0,0,0,0,0.326681587242679,0,0,0.0328769585826486,0.0973673269177735,0,0,0,0,0,0.0498655212596053,0,0,0,0,0,0,0,0,0,0,0,0,0.0127799385431395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00796175022428555,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0811804802569396,0,0,0,0,0.132619482611636,0,0,0,0,0.0172392312192987,0,0,0,0,0,0,0,0,0,0,0.0357019854695908,0,0,0,0,0.0136439214867565,0,0,0,0,0,0,0,0,0,0,0,0.0552314043834869,0,0,0,0.123749621035834,0,0,0,0.000945647189754469,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259525316361017,0,0,0,0.0650617737477823,0,0,0,0,0.0234779807738046,0,0,0,0,0,0,0.110711144913638,0,0.0209867862745386,0,0.0675923480777587,0,0,0,0,0,0.0299750451361256,0,0,0,0,0,0.0833205993335709,0.0612429648084124,0,0,-0.018104949199198,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271046189870992,0,0.0223432135889058,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09333527780697,0,0,0,1.73472347597681e-18,0,0.0469673201826497,0,0.0565807365226612,0,0.0442413849753643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0881836553820282,0,0,0,0,0,0,0,0.167101563744726,0,0,0,0,0,0,0,0,0,0,0.0508205927432312,0,0,0,0,0.09455761598599,0,0,0,0,0,0,0,0,0,0,0,0.0769738776051408,0,0,0,0,0,0,0,0,-0.0190769757997597,-0.00925599290795654,0,0,0,0,0,0
X000568.SZ,0,0.287836998223257,0,0,0,0,0,0,0.211442133586384,0,0,0,0,0.0546356595537018,0,0,0.0191175779914051,0.0829697319129494,0,0,0,0,0.0531893540973991,0,0,0,0,0,0,0,0,0,0.0590341438243207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0895929279593633,0,0,0,0,0,0,0,0,0,0,0.09477532428013,0,0,0.0200567311529897,0,0,0,0,0.049859189472788,0,0,0,0.147605784745944,0,-0.0867165135404974,0.0652243294785556,0.0259123742806613,0,0,0,0,-0.0378551030011618,0.00606688516428894,0,0,0,0,0,0
X002304.SZ,0,0.0432740257437493,0,0,0,0,0.415747936571719,0,0,0,0,0,0,0.165211660946795,0,0,0,0.0486689447606825,0,0,0,0,0,0.0435493706143555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131607234085225,0,0,0,0,0,0,0.0166983186155815,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.131073322496822,0,0,0,0,0,0,0,0,0,0,0.252467250782393,0,0,0,0,0,0,0,0.0678271817001129,0,0,0,0,-0.0204443109791739,0,0,0,0.118676174789137,0.0172117152103486,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0168850490382737,-0.0151578936657764,0,0,0,0,0,0
