,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X600104.SH,X300124.SZ,X000725.SZ,X000625.SZ,X003816.SZ,X000596.SZ,X002371.SZ,X600031.SH,X000063.SZ,X000338.SZ,X300014.SZ,X002179.SZ,X000100.SZ,X002129.SZ,X600703.SH,X600089.SH,X002236.SZ,X600372.SH,X002049.SZ,X000661.SZ,X002241.SZ,X000157.SZ,X600741.SH,X600584.SH,X600522.SH,X601877.SH,X000800.SZ,X000977.SZ,X600418.SH,X002007.SZ,X600183.SH,X601799.SH,X002074.SZ,X002028.SZ,X600702.SH,X002463.SZ,X300142.SZ,X002294.SZ,X002456.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0397431442798075,0.260296964100825,0,0,0.0227955603252958,0,0,0.0370290874687988,0.0619862040996889,0,0,0.0153985400667184,0,0,0,0,0,0,0.0372949173488932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027929527393914,0,0,0,0,0,0.102294581866312,0.0389571283225442,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.162791238918373,0,0,0,0,0,0,0,0,0,0,0,0,0.12003924995241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213096877704035,0,0,0,0,0,0.103907100374537,0.200435312403249,0,0,0,0,0,0,0,-0.013027019210732,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111403439956364,0,0,0,0,0,0,0.0760368824739918,0,0,0.0668034818391707,0,0.00644601549575036,0,0,0,0,0,0,0,0,0.11188270359597,0.0589496378306314,0,0,0,0,0,0,0,0,0,0,0,0,-0.00934313499881736,0,0,0,0,0,0,0
X000568.SZ,0.0833466128407217,0,0,0,0.175238375756154,0.0679419873430948,0.0406249855482738,0,0,0,0,0,0,0,0,0.306112741223283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0560580061016433,0,0,0,0,0,0.069663119898134,0.00935802162885054,0,0,-0.0525190157441411,0,0,0,0.0231755741235336,0,0,0,0,0,0
X600809.SH,0,0,0,0.581057389506001,0,0,0,0,0,0,0,0.0338458063591196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101778338247114,0,0,0,0.0627971160553671,0,0,0,-0.10637399240582,0,0,0,0,0,-0.095802875223924,0,-0.0895229950902968,0.0661950597477794,0.0968847531921831,0,0,0,0,0,0,0,-0.0205375786102255,0.0222116386236175,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0995173499053339,0,0,-0.113357028868688,0,0,0,0,0,0,0.215228942537551,0,0,0,0,-0.0230890657901565,0.205884096209293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305219104805178,0.417619353716118,0,0,0,-0.0185221420670014,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161520917274323,0,0,0,0,0.166945077528351,0,0.0697572333337302,0,0,0,0,0,0.0135626277733331,0,0,0,0.0342493180075957,0,0,-6.93889390390723e-18,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.211255804286609,0.0717466597201879,0.0630825609007139,0,0,0,-0.055118307857723,0.0600533253146059,0,0,0,0,0,0
X600690.SH,0.101991420757159,0,0,0,0,-0.01647222167857,0,0,0,0.0905024291222382,0,0.0574824755296275,0,0,0,0,0,0.193934338783702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389252495261329,0,0,0,0,0,0.0386506729020458,0,0,0.0403370481741955,0,0,-0.00183461316670695,0,0.00998203189708429,-0.0107344853139299,0.0196985150299685,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.140617166932121,0,0,0,0,0,0,0,0,0,0,0.0563691584343694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0856252317886802,0,0,0,0,0,0,0,0,0,0.0347403915547096,0,0,0,0,0,-0.00502616964653511,0,0,0,0,0,0
X002304.SZ,0,0.0132409374763657,0,0.206436092411847,0,0,0,0,0,0,0,0,0,0.255364611308768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037251698282925,0,0,0,0,0,0,0.135319535493996,0.0256984359897085,0,0,-0.120366327660745,0,-0.0694297501006253,0,-0.00964321102671532,0,0,0,0,0,0
