,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X600690.SH,X003816.SZ,X600809.SH,X000651.SZ,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X600031.SH,X000625.SZ,X000063.SZ,X002304.SZ,X300124.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X300014.SZ,X002241.SZ,X000100.SZ,X600089.SH,X002463.SZ,X600372.SH,X600703.SH,X600584.SH,X000157.SZ,X002028.SZ,X000977.SZ,X600066.SH,X600522.SH,X600741.SH,X600183.SH,X002236.SZ,X002049.SZ,X600418.SH,X601877.SH,X000921.SZ,X000661.SZ,X000800.SZ,X002223.SZ,X600177.SH,X600487.SH,X002180.SZ,X601799.SH,X600460.SH,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.357692463019162,0,0,0,0,0,0.0907992627142994,0,0,-0.00882832940967731,0,0,0,0,0,0,0,0.0221625572913562,0.136257652199522,-0.00787650500730406,0,0,0,0,-0.0274329162643503,0,0,0,0,0,0,0,0,0,0.0430321930616217,0,-0.0295524986492279,0,0,0,0,0,0,0,-0.0924210900366276,-0.0193334924154763,0,-0.00944401113591331,0,0,0,-0.0725942150417109,0,0,0,0.012522890456777,0,0
X000858.SZ,0.255989905886601,0,0.00924270988016609,0,0,0,0,0.00632007536983684,0,0.31235193166074,0,0,0,0,0,0,0,0,0,0.0810188024494512,0,0,0,0,0,0,0,0,0,0,0,0,-0.0381589009198935,0,0,0,0.0380763643904909,0,0,0,0,0.0235305609463613,0,0.00875750695239835,0,0,0.0208730426119833,0,0,0.0402190080170658,0,-0.0231013912056231,0,0,0,0,0.0219351476581524,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190057453820723,0,0,0.013362791763284,0,0,0,0.021166776377083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00872541603274076,0,0.0558169672773356,-4.33680868994202e-19,0,0,0,0,0,0,0.128578397972979,0,0,-0.0275703787387373,0,0,0,0,-0.0114427421897932,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0618755895340601,0,0,-0.0314098510815958,0,0.489947114494877,0,0,0,0,0,0.236840653154954,0,0.0484682999139234,0,0.0794907528214099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0346774039291254,0,0
X002415.SZ,0,0,0,0,0,0.00257574156168006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275771816166447,0,0,0,0,0,0,0,0,0.0163511375283202,0,0,0,0,0.0993002136617225,0.0287707576393781,0.162401278760097,0.0155987880527675,0,0,0,0,0.0162751923297436,0,0,0,0,0,0,-0.0317859290387156,0,0,0,0,0,0
X600690.SH,0,0,0.124661969977632,0,0,0,0,0,0.248258671150283,-0.0109217853919313,0,0,0.167194833679007,0.0200401049658838,0,0,0,0,0.222678599154865,0,-6.93889390390723e-18,0,0,0,0,0,-0.134363360826256,0,0,0,0,0,0,0,0,0,-0.0625410379605744,0,0,0,0.25881652673579,0,0,0,0,0,0,0,0,0,0,0,0,-0.0162777635156143,0,0,-0.00809797064198236,0,0
X003816.SZ,0,0,0,0,0,-0.0749760629439871,0,-0.109592372485925,0,0,0,0,0,0,0,0,0,-0.128718568311909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0553006266175615,0,0,-8.67361737988404e-19,-0.102071670844856,0,0,0,1.73472347597681e-18,0,0,0,0,0,-0.1400840032376,0,0,0,0,0.0376799276229056,-0.0675636690950163,0,0,0,-0.0361801342854165,0,0
X600809.SH,0,0,0,0,0,0.146022329444703,0,0,0,0,0,0,0,0,0,0,0,0,0,0.456544416407566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00348222637417979,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0835004965890389,0,0,0,0.0657862871166688,0,0,0,0,0,0,0,0,0.0528957646147904,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235022985768233,0,0,0,0,-0.00516865415744379,0,0,0.119384537892015,0,0,0,0,0,0,0,0,-0.0278857128650743,0,0,0,0,0,0,-0.00410987466607774,0,0
X000568.SZ,0.507928184070538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275535032284654,0,0,0,-0.0426759350117957,0,0,0,0,0.0458175878276298,0,0,0,0.0585871324395336,0,0,-0.031790175824179,0,0,-0.00855589844761098,0,0,0.106900388720156,0,0,0,0,0,0,-0.0699712268734497,0,0,-0.0143776423053395,-8.67361737988404e-19,0,0,0,-0.00423159049958628,0,0
