,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000858.SZ,X000651.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X002475.SZ,X600031.SH,X000568.SZ,X600703.SH,X600741.SH,X300003.SZ,X000338.SZ,X600271.SH,X601877.SH,X002008.SZ,X600487.SH,X002456.SZ,X002236.SZ,X300124.SZ,X600809.SH,X600867.SH,X000661.SZ,X000596.SZ,X000100.SZ,X000977.SZ,X300136.SZ,X600498.SH,X000625.SZ,X600566.SH,X300142.SZ,X600066.SH,X002007.SZ,X002179.SZ,X002294.SZ,X000157.SZ,X002180.SZ,X300146.SZ,X002241.SZ,X600522.SH,X002049.SZ,X000869.SZ,X600177.SH,X002371.SZ,X000050.SZ,X600089.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.324930231596039,0,0,0,0,0,0,0,0,0,0,0.0818722389537094,0.0110997983464205,0,0,0.0750848153931747,0,0,0,0,0.0280611025338852,0,0,0,0,0,0.012181042982032,0,0,0,0.114522060077173,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.000148008502744019,0.00226842177724628,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434319390629795,0,0,0,0,0,0,0,0,0,0,0.0497641852512103,0,0,0,0,0,-0.00744922219968304,0,0,-0.00144264052460919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118201619131692,0.0140782022344085,0.0266641523701184,0,0,0,0,0,0
X002415.SZ,0,0,0,0.198596918809771,0,0,0,0,0,-0.00577902391404746,0,0,0,0,0,0,0,0,0,0.128073943341976,0,0,0.346632363435131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00257783652178917,0.022112149864552,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254259490839701,0,0,0,0,0,0,0,0,0,0,0.247073663285613,0.0437868842464219,0,0,0,0,0,0,0,0,0,0,0.258411304313917,0,0,0.0804279606557215,0,0,0,0,0,0,0.00947014827727985,0,0,0.0179872043920748,0.0205193968196773,0,0,0,0,0,0
X000858.SZ,0.0319985103374082,0,0,0,0,0,0.266493550513887,0,0.0687048527675038,0,0,0,0.271942027706948,0,0,0,0,0,0,0,0,0,0.0404610015982758,0,0,0,0,0.0127797844599253,0,0,0,0,0,0,0.0554441721073289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00880143022375192,0.00433899094152275,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0880311981857219,0.0103048127235459,0.0114428868753469,0,0.144119267274367,0,0,0,0.0769883899472132,0,0,0.144838683907037,0,0,0,0,0,0,0,0,0,0,0.0514101251041104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183832198442967,0.0271905743993537,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0875936828501794,0.447866248372426,0,0,0,0,-0.0369762785041424,0,0,0.385518184665237,0,0,0,0,0,0.0402884959937799,0,0,0,0,0,0.005128861142105,0,0,0.0445502262579993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000771922963199003,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129474793197552,0,0,0,0,0,0,0,0,0,0,0,0,0.404147293586767,0.142210814297525,0,0,0,0,0,0,0.00301997409580377,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.309162301241094,0.243813530942364,0,0,0,-0.111550629241778,0.163519794453527,0,0,0,0,0,0,0,0,0,0,0.0202647252733333,0.105359967594412,0,0,0.122993906982318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105892379827291,0.0039285855206526,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034333693061613,0,0,0,0,0,0,0,0,0,0,0,0.130425352060661,0,0,0,0,0.057401865360277,0,0,0,0,0,0.00707567814873757,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0574183218317444,-0.0531899169915388,0,0,0,0,0,0
X002475.SZ,0,0.0279774327456551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422080255483687,0,0,0,0,0.187754682212594,-0.0533737353612,0,0,0.0284225856738688,0,0,0,0,0.0631853972248505,0.0981833386772656,0,0,0,0,0,0,0,0.0457317015239076,0,0,0,0,0,0,0.0185609457280582,0.0289682937637515,0,0,0,0,0,0
X600031.SH,0,0,0.122206739965657,0,0,0,-0.0619726609569366,0,0,0,0,0,0,0,0.0274471415394999,0,0,0,0,0,0.197757147067305,0.0877930836752389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105986542357962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167405778037193,0.0234827771815424,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.511642979975569,0,0.0647645434754918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206289023178293,0,0,0,0,0,0,0,0,0,0,0,0,0.00362490408887197,0,0,0,0,0,0,0,0,0,0,0.0060039659847788,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0.116132082732455,0,0,0,0,0,0,0,0,0,0.0208892168143053,0.139787452177276,0,0.0493074995580507,0,0,0,0,0,0,0,0,0.238801885363113,0,0,0.0759444523933466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0141667778064493,0,0,0,0,0,0,0
X600741.SH,0,0.266093106893372,0,0,0,0,0,0,0.117654704572558,0,0,0,0,0,0,0.0284655731659909,0,0,0,0.0594186813814165,0,0,0,0,0,0,0.0338728111492762,0.0451916903882238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0529835699360811,0.0531316600704275,0,0,0.0135272754856833,0,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0,0.263261464599227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330812323306221,0,0,0.0168147892615212,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206975915903105,0,0,-0.00905632058116647,-0.0175858220858636,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0.0186076496195156,0,0,0,0,3.46944695195361e-18,0,0.187076717888092,0,0,0,0,0,0.0204000679080991,0,0,0,0,0,0,0,0,0,0,0,0,0.0790441055271634,0,0,0,0,0.149784625130634,0,0,0.0169518767115787,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328452354706728,0,0.0906600507613171,0,0.162576652194986,0,0,0,0,0,0,0.0491136223139429,0,0.186800087254053,0,0,0,0,0,0,0,0,0,0,0.0434826532655434,0,0,0,0,0,0.00166475290138037,0.497608101897232,0,0,-0.00693477974510318,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0849733048806446,0.209459427086783,0,0,0,0,0.0264524112077143,0,0,0,0,0,0,0,0,0,0,0,0.0687950174941106,0,0,0,0,0,0,-0.0147277440505563,0,0,0.0560895888995801,0,0,0,0,0.689228528299491,0,0.0104624626957322,-0.0234915916139812,0,0,0,0,0,0
X002008.SZ,0,0,0.379969932162026,0,0,0,0,3.46944695195361e-18,0,0.104544956343085,0.0985662399204934,0,0,0,0,0.18264153447597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00806541281696894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0066392680656855,0,0,0,0,0,0
X600487.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171443348758481,0,0,0,0.187469323439853,0.171367526071382,0,0,0,0,0,0,0,0,0.204174274342559,0,0,0,0,0,0,0,0,0,0,0.0954236568699803,0.141477537077023,0,0,0,0.0380408458061876,0,0,0,0,-0.0185633106607034,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0.3999290144143,0,0,0.183595677279779,0,0,0,0,0.0551280333731749,0,0.113639749210747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219762156599952,0,0,0.00802244960754143,0,0,0,0.00698631963121088,-0.00791932489148372,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0.119048207684014,0,0,0,0,0,0,0,0,0,0.0694804861132948,0.488243842919973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00361936453298646,0.0483399538932822,0,0,0,0,0,0
X300124.SZ,0,0,0,0.0492786157234767,0,0,0.103236026550155,0,0,0.0233603495282415,0,0,0,0,0,0,0,0,0,0,0,0,-0.0616861978042067,0,0,0,0,0,0,0,0,0,0,0,0,0.0260696195907479,0,0,0,0,-0.114505099848045,-0.0435420311992036,0.285632060536794,0,0,0,0,0,0,0,0.105899444566169,0.00979213263360396,0.0241295155275115,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.346854373618768,0,0,0,0,0,0,0,0,0,0.0391841650121816,0,0,0,0,0,0,0,0,0,0,0.432429057123117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150044604303134,0,0,0,0,0,0,0,0,0,0
