,X600104.SH,X600519.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X600276.SH,X600690.SH,X000063.SZ,X600031.SH,X000338.SZ,X600372.SH,X000157.SZ,X002241.SZ,X600741.SH,X600089.SH,X600703.SH,X000100.SZ,X601877.SH,X002236.SZ,X000623.SZ,X000581.SZ,X600271.SH,X000568.SZ,X000550.SZ,X000559.SZ,X600118.SH,X002475.SZ,X000050.SZ,X600066.SH,X002456.SZ,X300124.SZ,X002294.SZ,X600839.SH,X600177.SH,X002129.SZ,X002007.SZ,X600867.SH,X000869.SZ,X000400.SZ,X000800.SZ,X300003.SZ,X002292.SZ,X000977.SZ,X002038.SZ,X000970.SZ,X600435.SH,X002465.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424240194972814,0,0,-0.000460108985798836,0,0,0,0,0,0,0.13232255714121,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164281506682531,0,0,0,0,0,0,0,0,0.0587426528286279,0,0.00173240425384438,0.00679836297246493,0,0,0,0,0,0
X600519.SH,0,0,0,0,0,0,0.132406813065018,0.194338789333158,0,0.0927634514221375,0,0,0,0,0,0,0.107313662446439,0,0,0,0,0,0,0,0,0,0.16359782555017,0,0,0,0,0,0,0,0,-0.0541767165280044,0,0,-0.015789973004808,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0229235064766921,0,0,0,-0.0600773140438209,0,0
X000651.SZ,0,0.051116848427391,0,0,0,0,0,0,0,0.0645976279499636,0,0,0,0,0,0,0,0,0,0.0136269148682882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00429644959410735,0,0,0.00321199402476806,0,0,0,0,0.0396412810841428,0,0,0,0,0,0,0.000494984149479009,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340828850761423,0,0.112738611016561,0,0,0,0,0,0,0,0,-0.05475340663732,0,0,0,0,0,0,0,0.0772307313454527,0.000763660456708691,0,0,0,-0.113908443973177,0,0,0,0,0,0,0,0.0176884191277114,-0.0105455511345392,0,0,0,0,0,0
X002415.SZ,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0.237158209596769,0,0,0,0.0153474875001962,0,0,0,0.289871958340151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430210558105579,0,0,0,0,0,0,0,-0.080187406437853,0,0,-0.0171702833118429,0.018504554959533,0,0,0,0,0,0
X000625.SZ,0.141793192795005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373362124934527,0.0797394603706395,0,0,0,0.0686959687180608,0,0,0,0,0.0352559254876798,0,0.103076371264531,0,0,0,0,0,0,0,0,0.00474809099586439,0.0604945916270577,0,0,0,0,0,0.0991221922252573,0,0,0.0548778696991819,-0.0580016730742262,0,0,-0.00429572065030419,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0826251135883858,0,0,0,0.0604314584758198,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287693677569768,0.017340886564355,0,0,-0.0455627422849059,0.0430879360286773,0,0,0,0,0,0,0,0,0,0.0725367278876734,0,0,0,0,0,0,0.0459212360209196,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.134626776845007,0,0.166567363296244,0,0,0,0,0,0,0.0812272926064679,0,0,0,0,-0.112359183054967,0,0,0,0,0,0,0,0,0,0,0,-0.137496633119992,0,0,0,0,0,0,0,0,0,0.227966728986708,0,0,0,0,0,0,0.040478796717923,0,0,0,0.00190106441724973,0.0245878654310183,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.100218109306153,0,0,0,0,0,0.0259673175863265,0,0,-0.140012843896708,0,0,0,0,0.0203833084894291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204665115924489,0.0558902351370002,0,0,0,0,0,0,0,0,0.0246673643458687,0,0,0.00525747341505217,0.0128183377306045,0,0,0,-0.062525523365427,0,0
X600690.SH,0,0.339371309686659,0.45100702120405,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021665664832162,0.104784837403808,0,0.191172159588893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039931087449176,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0550592122817611,0,-0.0207217413395315,0.0602514380571705,0,0,0,0,0,0
X000063.SZ,0.165166308877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066555918112521,0,0,0.0407745592839869,0,0,0.0109603284280891,0,0,0,0,0,0,0,0.000914849232236897,0.0495234575352586,0,0,0,0.0260374790086976,0.0899619556048335,0,0,0,0,0,0,0,0,0,0,0,0,0.00272123856619815,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.110533568122792,0,0,0,0,0.42846697803667,0,0.0345612383561492,0,0,0,0,0.0254427721820647,0.0907189860325249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061570034397288,0,0,0,0.0121235998907295,-0.0252629607716036,0,0,0,0,0,0
X000338.SZ,0,0,0.257801209065636,0,0,0,0,0,0,0.0935152204985352,0,0,0,0,0,0,0,0,0,0.0249909491765183,0,0,0,0,0,0,0,0,0.0617157591625418,0,0,0,0,-0.0888158003710286,0,0,0,0,0,0.0216057725650265,0,0.0481753378004499,0,-0.100125872316825,0,0.134835741312802,0,0.00152817716836417,0,0,0,-0.00264958419081731,0.00556414738277201,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211250756022169,0,0,0,0,0,0,0,0.0132734940493003,0,0,0,0.119207399696349,0,0,0,0,0.11404698972116,0.0317056482550435,0,0,0.156648074119801,0,0,0,0,0,0,0,0.0900584766060412,0,0,0.0460739063433558,0.169769476339626,0,3.46944695195361e-18,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0,0.290701126477944,0,0.00325019223498836,0,0,0.0528518881875803,0,0,0,0,0,0,0,0.0911159238699569,0,0,0,0,0,0,0,0,0.0453494846749184,0,0,0,0,0,0,0,0,0,0,0,0.0170234519897449,0,0,0,0,0,0.0125888965026451,-0.0254036837902712,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0707925551182523,0,0,0,-0.0680351767405178,0,0,0,0.0626003247055671,0,0,0,0,-2.16840434497101e-19,0,0,0,0,-0.0115018248017783,0,0,0,0.0804045969595136,0.252723871017871,0,0,0,0,0,-0.00146783735437063,-0.000320054266764539,0,0,0,0,0,0
X600741.SH,0.111971039806372,0,0,0,0,0,0,0,0,0,0,0.0943459698199531,0,0,0,0,0,0.0803619534556569,0,0,0,0,0.118261826188239,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0946782885155174,0,0,0,0,0,0,0.0224771138734405,0,0.0567439726561854,0,0.0889404798236728,0,0,0,-0.00849866507855403,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0.0865737107232602,0.127445511956676,0,0,0,0,0,0,0,0,0,0,0.0933758654311987,0,0,-0.0277591455967951,0,0.0874633528515754,0,0,0,0,0,0,0,0,0,0,0.0129818378943416,0,0,0,0,0.0551397945608048,0,0,0,0,0,0.0201423826702837,0,0.0160762296268623,0,0,0,0,0,0,-0.00100906068377458,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433719858307598,0,0,0,0,0,0,0,0,0,0,0.0447523286817251,0,0.0196488974174309,0.0214518038780837,0,0,0,0,0.0316116447143846,0,0,0,0,0.0448253021002002,0.0891973050598871,0,0,0,0,0,0.0949440414929597,0.108320660623572,0,0,0,0.102882124409539,0,0.00203313505744591,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0.321932743646477,0,0,0,0,0,0.0187246693468078,0,0,0,0.0740775420287956,0,0,0,0,0,0,0,0,0,0,0,0,0.0800537033758927,0.0892396238467768,0,0,0,0.111877253951575,0,0.0777720916517275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00897431608882372,0,0,0,0,0,0,0
