,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600276.SH,X600690.SH,X002475.SZ,X002304.SZ,X300124.SZ,X000651.SZ,X600104.SH,X300014.SZ,X003816.SZ,X000725.SZ,X002129.SZ,X600031.SH,X000596.SZ,X002371.SZ,X000625.SZ,X002049.SZ,X000063.SZ,X002179.SZ,X000338.SZ,X600089.SH,X600703.SH,X002180.SZ,X300142.SZ,X000661.SZ,X000733.SZ,X002241.SZ,X601877.SH,X000100.SZ,X600741.SH,X002074.SZ,X600522.SH,X600460.SH,X000157.SZ,X600702.SH,X600584.SH,X300003.SZ,X600884.SH,X600487.SH,X002294.SZ,X000066.SZ,X002414.SZ,X000799.SZ,X002007.SZ,X600563.SH,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0610943614691115,0.137492993051586,0,0.239590726537897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113105405823245,0,0,-0.12026642756566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0806426468951467,0,0,0,0,-0.00107384100557738,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.408464305104867,0,0,0,0.19211144791837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204887682655661,0,0.00986637030141688,0,0,0,0,0,0,0,0,0,0.102687092775175,0,0,0,0,0,0,-0.0297249340522596,0,0,0,0,0,-0.0199834788699582,0,0,0,0,0,0,0
X600809.SH,0.389356273143726,0,0,0,0.455898703498534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0393003284224487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0290602596449692,0,0.00759324946578416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455857497619312,0,0.160512144872064,0,0.00675369828325168,0,0.0665086532546953,0,0,0,0,0,0,0,0,0.0547163574670803,0,0,0,0,0,0,0,0,0,0,0.14035890465128,0,0.175574991049352,0.0592906154510024,0.102838262929555,0,0,0,0.0557406440209877,0,-0.00116215244462794,-0.0224147113631778,0,0,0,0,0,0
X000568.SZ,0.302705108852502,0.220564712563789,0.63217197779299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00841947598276635,0,0,0.0469225986608451,0,0,0,0.0356704943098842,0,0,0,0,0,0,0,0,-0.0195592410212514,0,0,0,0,0,0,0
X600276.SH,0,0.0567255158544157,0,0,0,0,0,0,0,0,0,0,-0.0350653018094139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288561883211884,0,0,0,0,0,0,-0.0385093762741007,0,0,0,0,0.12040954256804,0,-0.165632782363031,0.121606615445519,0,0,0,0.062935753962438,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0.0803567570363665,0,0,0,0.19802926293897,0,0,0,0,0,0.143772766546172,0,0,0,0,0.134278126297512,0,0,0,0,0,0,0,0,0,0,-0.044268014667329,0,0,0,0,0,0,0,0,0.0116852993261274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0286231235475623,-0.00358122357035947,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0.146898618641079,0.0965434484384633,0,0,0.142400627022439,0,0,0,0,0,0.00981917312690657,0,0,0,0,0.0580799237887255,0,0,0,0,0,0,0.298874467881013,0,0,0,0,0,0,0,0.0402346910171083,0,0.0725085272207694,0,-0.0970079616384913,0,0,0,0,0,0,0,0,-0.0107901534020344,0,0,0,0,0,0,0
X002304.SZ,0.0579223327711612,0.205909403010907,0.10933914177142,0,0,0,0,0.124522253376811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402247384386157,0,0,0,0,0,0,0,0,0,0.0967469095975515,0,0,0,0,0,0,-0.216201793432651,0,0,0,0.0486473724207859,0,-0.0138291744402803,-0.0456233117794554,0,0,0,0,0,0
X300124.SZ,0,0,-0.0775030594356625,0,0,0,0,0.223602081632224,0,0,0,0,0.0408363135527513,0,0,0,0,0,-0.117777464352756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251279285510341,0,0,0,0,0,0,0,0,0,0,0.0627349121679725,0,0,0,0,0,0.0125434776557503,0,0,0,0,0,0,0
