,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002475.SZ,X002415.SZ,X600690.SH,X002304.SZ,X600276.SH,X000651.SZ,X300014.SZ,X600104.SH,X002129.SZ,X300124.SZ,X002371.SZ,X003816.SZ,X000625.SZ,X000725.SZ,X002049.SZ,X600031.SH,X000596.SZ,X000063.SZ,X002241.SZ,X600703.SH,X000338.SZ,X002179.SZ,X600089.SH,X600522.SH,X000661.SZ,X300142.SZ,X002180.SZ,X601877.SH,X002074.SZ,X000733.SZ,X600741.SH,X000100.SZ,X600460.SH,X600884.SH,X600702.SH,X000157.SZ,X002414.SZ,X000799.SZ,X600487.SH,X002236.SZ,X600584.SH,X600563.SH,X601799.SH,X000800.SZ,X002176.SZ,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.269503334861404,0,0,0,0,0,0,0,0,0,0,0,0,-0.0174432294690668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532738527739005,-1.0842021724855e-19,0,0,0,0,0,0,-0.0165942656394248,0,0.0353607666655634,0.0327705418304768,0,0,0,-0.0168837596713044,0,0
X000858.SZ,0,0,0.0556406853942195,0,0,0,0,0.196290124502667,0,0,0,0,0,0,0.085743217691718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139183065594356,0,0,0,0,0,0,0,0.273913345377614,0,0,0,0,0,0,0,0,0,0,0,0,0.00846637297008352,0,0,0,0,0,0,0
X600809.SH,0,0,0,0.353194409679974,0,0,0,0,0,0,0,0,0,-0.0453197724430919,0.0426031485430631,0,-0.0716671642729957,0,0,0,0.0054855123541224,0,0,0,0,0.0679229687298476,-0.0284644008000528,-0.0434553973275012,0,0,-0.0376303033477132,0,0.0841089687635269,0,0,0,0.0738344410784568,0,0.127222271181829,0,0,0,0,0,0,0,0,0,0,0,0.0627349963317647,0,-0.0140319517307638,0,0,0,0,0,0
X000568.SZ,0,0,0.198522077228098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255814714495219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363390799150672,0,0,0,0,0,0,0,0,0,0,0,0,-0.00339540381704002,0,0,0,0,-0.0192573090122117,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163429447202738,0,0,0,0,0,0.309828609078379,0,0,0,-0.0712183942767111,0,0,0,0,0,0,0,0.0721117334135609,0,0.190854792189099,0,0,0,0.0531799891256263,0,-0.000230812031445847,0,0,0,0,0,0,0,0,-0.11917536715315,0,0,0,0,-0.0328361677362388,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,-0.0449742573430287,0,0,0,0,0,0,0,0,0.0137465619501687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0774756220234119,-0.0134736740668533,0.552806627300385,0,0,-0.0368961580092609,0,0,0.0551599059359499,0,0,0.057870436420099,0,0,0,0,0,0
X600690.SH,0,0,0,0.0883531688848657,0,0,0,0,0,0.198038149477373,0,0,0,0,0,0,0,0,-0.0489801493871803,0,0,0,0,0,0,0,0,0,0,0,0,-0.111168971832009,0,0,0,0,0,0,0.0854094201156374,0,0,0,0,0,0,0,0,0,0,0.39521767213822,0,-0.0275935247352267,-0.00972377359685304,0,0,0,0,0,0
X002304.SZ,0,0.252956893971947,0,0.152372354631754,0.0794427529586847,0,0,0,0,0,0,0,0,0.0470738806740987,0,0,0.0323834848681992,0,0,0,0,0,0,0,0,0,-0.0372650209052392,0,0,0,0.131686923091937,0,-3.46944695195361e-18,0,0,0,0,0,0.118004144680741,0,-0.110882266500847,0,0,0,0,0,0,0,0,0,0,0,0.0484538524954509,0,0,0,-0.0390096949874964,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0636801122929941,0,0,0,0,0,0,0,0,0,0.162684382027546,0.205383696231433,0,0,0,0,0,0.0869791115541521,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183540147813983,0,0,0.00407248853902924,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368187782443078,0,0,0.10569121720356,0,0.152858606016533,0,0,0,0.0149301519916401,0.123959414345119,0,0,0,0,0,0,0,-0.14631609846077,0.100547316132395,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0317345988936873,0,0,0,0.0391938514187564,0,0
