,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600271.SH,X600066.SH,X000100.SZ,X002241.SZ,X002292.SZ,X600031.SH,X002236.SZ,X600177.SH,X600118.SH,X002475.SZ,X002506.SZ,X000559.SZ,X000568.SZ,X600372.SH,X000157.SZ,X300003.SZ,X000338.SZ,X002007.SZ,X300124.SZ,X002456.SZ,X000050.SZ,X002085.SZ,X002180.SZ,X002074.SZ,X600867.SH,X002294.SZ,X002426.SZ,X600089.SH,X000981.SZ,X000869.SZ,X600699.SH,X002465.SZ,X002508.SZ,X600498.SH,X002249.SZ,X601877.SH,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0418145073968926,0,0,0,0,0,0,0,0,-0.0388231010860946,0,0,0,0.258640671085159,0,0,0,-1.73472347597681e-18,0.0442720545930017,0.0231594229783392,0,0,0,0,0,0,0,-0.0290203808368613,0.0571321047033019,0,0,0,0,0,-0.0665219323024291,0.0468996866526317,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.132833687535635,0,0.1395027917834,0,0.194309503391452,0,0,0,0,0,0,0,0.0120366506469685,0,0,-0.033064194101418,0,0,0,0,0,0,0,0,0,0,0,0.0184717545358957,0,0,0,0,0,0,0,0.0110926384778033,0,-0.0779444154416118,0,0,0,0,0,-0.020743621142862,-0.0256953243463705,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.102679581228663,0,0,0,0,0,0.0768012741160308,0.0844219916399128,0,0,0,0,0,0,0,0,0,0,0.0476067751846809,0,0,0,0.0587906365459924,0.0172064905329944,0,0,0.0704287814007303,0,0,0,0,0,0,0,0,0.0214781882832394,0,0.0601670094716682,0,0,0,-0.00509814726824226,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0476388285056246,0,0,0,0,0,0,0,0.00711399441666873,0,0,0.079447041790253,0.0176902460229627,0,0,0,0,0,0,0,0,0,0,0,0,0.182028831951107,0,0,0.10366834672194,0,0,0,0,0,0.0404787902496991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0.0313640939388256,0,0,0.684731383920231,0,0,0,0,0,0,0.175161340075179,0,0,0,0,0,0,0,0,0,0,0,-0.0513520231385305,0,0,0.0278105305654909,0,0,0,0,0,0,0,-0.0961011599261103,-0.0800912083411597,0,0,0,0,0,0,0,0,0,-0.1272695884003,0,0,0,0.0465602224657521,0,0,-0.0296146697543106,0,0,0,0,0,0
X600276.SH,0,0.124054590456055,0,0,0,0,0,0,0,0.042798384051231,0,0,0,0.11342922999705,0,0,0,0,0,0,0,0,-0.0269948585903393,0,0,0,0,0,0,0,0,0,-0.00250814020597642,0,-0.0277292934765435,0.0142849221790582,0,0,0,0,-0.0105165149523727,0,0,0,0,0.249291904355541,0,0,0,0,-0.0492933525007043,3.46944695195361e-18,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00990084175624272,0.11183309686099,0.022772274556074,0,0,0,0,0.0472199438149862,0.106463771457677,0,0,0,0.0726393498559958,0,0,0,0,0.00512534120927518,0,0,0,0,0,0,0,0.0240069541998019,0,-1.73472347597681e-18,0,0,0,0.0137353535601954,0,0,0,-0.0137896240208736,0,0,0,0,0,0,0
X000625.SZ,0.102715682859228,0,0,0,0,0,0,0,0.231351757109687,0,0,0,-0.00396497620995728,0,0,0,0,0,0,0,0,0.0291762839975307,0.139956154954175,0,0,-0.0324667969994628,0,0.0679872117247971,0,0,0,0,0.110629086189043,0,0,0,0,0,0,0,0,0,-0.0541857277418456,0,0,0,0,0.00753792426710985,0,0,0.0356783642240522,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0967387727774135,0,0,0,0.136220041944762,0,0.067108613084574,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.144832065323175,0,0,0,0.140663047036837,0,0,0,0.0095808819265053,0,0,0,0,0.0237020890993314,0,0,0.0155203925853711,0,0,0,0,0.0154563122294711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.00735490170589506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0373356785468883,0,0,0,0,0.198339561828764,0,0,0.0410968573203044,0,0,0,0,0,0,0.377428413033666,0,0.0913928669334587,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0.0548742242845363,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136171540885764,0,0.0472387618695127,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00121421933447492,0,-0.0282050818507544,0,0,0,0.102446399275478,0,0.0973411812530871,0,-0.034145961551396,0,0,0,0,1.0842021724855e-19,0,0,-0.0208966629432086,0,0,0,0,0,0,0
