,X600104.SH,X600519.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X000063.SZ,X600276.SH,X600031.SH,X600690.SH,X000338.SZ,X600372.SH,X000157.SZ,X002241.SZ,X600741.SH,X600703.SH,X600066.SH,X600089.SH,X000100.SZ,X600271.SH,X601877.SH,X600118.SH,X000550.SZ,X002236.SZ,X000581.SZ,X600582.SH,X002475.SZ,X000800.SZ,X000623.SZ,X600177.SH,X000568.SZ,X300124.SZ,X000977.SZ,X000559.SZ,X002294.SZ,X000050.SZ,X002129.SZ,X000400.SZ,X600839.SH,X002292.SZ,X000869.SZ,X002465.SZ,X002456.SZ,X300003.SZ,X002007.SZ,X600312.SH,X600060.SH,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.111638630244497,0,0,0,-0.0236124800277181,0.153455081351146,8.67361737988404e-19,0,0,0,0,0.542393345760078,0,0,0,0,0,0,0,0.0259756758772694,0,0,0,0,0.0701449405427629,0,0,0,0,0,0,0,0,-0.189572675099408,0,0.0806628068236566,0,0,0,0,0,0,0.0987823478859863,0,0,0,0,-0.00280398848582352,0,0,0,0,0,0
X600519.SH,0,0,0.00801445694763137,0,0,0,0.10952537882123,0.113582468254259,0,0,0,0.208002055877849,0,0,0,0,0,0,0,0,0,0,0.0464339492244762,0,0,0,0,0,-0.0410010288871293,0,0,0,0.0883243539490379,0,0,0,0,0,0,0,0,0,0.00363401928701497,0,0,0,0,0,0,0,0,0,-0.000747400815346409,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.238907076512034,0.252574407552629,0,0,0,0,0,0.00707686632622074,0.125952340487289,0,0,0,0,0,0,0,0,0.0152567103747094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637718243589524,0,0,0,0,0,0,0,0.190629429654394,0,0,0.05800901726682,0,-0.0106591963181521,-0.0144634946185895,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.185560117498854,0.0994517619225117,0,0,0,0,0,0,0,0,0,0,0,0.00425387420695682,0,0,0,0,0,0.0781438099860817,0.245703701372658,0,0,0.136859327374179,0,0,0,0,0,0,0,0,0,0,0.000332851884944066,0,0,0,0,0,0,0,0,0,0,0,-0.00336120829308157,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0473938112949903,0,0,0,0,0.296151730494429,0,0,0,0,0,0,0.147992446316508,0,0,0,0,0,0,0.0584725751065825,0,0.0937006039542912,0,0,0,0,0,0.0100336323092235,0.0460390064189453,0.168272467742423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00085021249013158,0,0,0,0,0,0
X000625.SZ,0.451363844126706,0,0,0.0515708771578508,0,0,0.0201263031008188,0,0,0,0,0,0,0,0,0,0.168719046968187,0,0,0,0,0,0,0,0.0112061309323573,0,0,0,0,0,0.0916282632884183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00683276598961659,0.00507812391588029,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.322419931762242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0858768740456687,0,0,0,0,0,0,0,0,0,0,0.00225185771509308,0,0,0,0,0.0503148351971113,0,0,0,0,0,0,0,0,0,-0.00266855576865397,0,0,0,0,0,0
X000858.SZ,0,0,0.00344890709363043,0,0.0428047634420427,0,0.0307363571341754,0,0.0541149829813297,0,0.0401787661920037,0.0698334331057481,0.282312739935574,0,0.0353080618113546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218452327231455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0196649527163402,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.0527767330816344,0,0.130696821186822,0,0,0,0,0.0270360774298412,0,0,0,0,0,0,0,0,0.165250701315648,0,0,0,0,0.207060924301044,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0.00597426586880124,0,0,0,0,0,0,0,0,-0.00829954426455709,0,0,0,0,0,0
X600276.SH,0,0,0,0.0990222363971883,0,0,0.0309898324359107,0,-0.0183108295807104,0,0,0,0,0,0,0,0,0.227066579880809,0.149731581450303,0,0,0,0,0,0.0697596466860184,0,0,0.0109579596893488,0,0,-0.0122868088951458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0157982043154909,0.00793349680609269,0,0,0,0,0,0
X600031.SH,0.112053014194629,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916375652194022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338955071510636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0291034018728012,-0.0136670440424857,0,0,0,0,0,0
X600690.SH,0.0449598742224658,0,0.0815811788299757,0,0,0,0,0.278606720161218,0,0,0,0,0.145305354591483,0,0,0,0.0376561516736389,0,0,0,0,0,0.0235656143260513,0,0.105585900786361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.11094266928986,0,0,0.125031740669837,0,-0.0431579557517867,0.591907313373402,0,0,0.0836544665447597,0,0,0,0.0419353886816232,0,0,0,0,0,0,0,0,0.0717921007760771,0,0,0,0,0.0194819912846345,0,0,0,0,0,0,0,0,0.0285535356978532,0,0,0,0,0,0,0,0.00407628051666298,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0.0161211042421505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04043295464661,0,0.125871515629203,0,0,0,0,0.17025476192024,0.0885334369595411,0.094459010489588,0,0,0,0,0,0,0,0,0,0.0190902833862727,0,0,0,0,0,0,0,0,0,0,-0.01937607043233,0.0169472147321834,0,0,0,0,0,0
