,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000725.SZ,X002304.SZ,X000858.SZ,X600276.SH,X000063.SZ,X000625.SZ,X600690.SH,X600118.SH,X600031.SH,X600703.SH,X000100.SZ,X600271.SH,X600372.SH,X000157.SZ,X002292.SZ,X002236.SZ,X600066.SH,X000338.SZ,X002241.SZ,X002475.SZ,X600741.SH,X600089.SH,X000559.SZ,X601877.SH,X002129.SZ,X600177.SH,X000547.SZ,X000016.SZ,X600839.SH,X600435.SH,X000568.SZ,X002465.SZ,X300124.SZ,X300003.SZ,X600582.SH,X002294.SZ,X600252.SH,X002456.SZ,X002276.SZ,X000066.SZ,X002179.SZ,X000550.SZ,X002007.SZ,X000581.SZ,X000800.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0896950619333455,0,0,0,0.0521211636558397,0,0.00231836860756927,0.0394956931713507,0.00053905979680354,0,0,0,0,0,0,0,0,0,0,0,0,0.0623138030932327,0,0,0,0,0,0,0,0,0,0,0,0,0.104928491031179,0,0,0,0,0,0,0,0,0,0,0,0,0.0227253956251343,0,0,-4.98995550767543e-06,0.0138988183780675,0,0,0,0,0,0
X600104.SH,0.286092639012197,0,0,0,0,0.272672784085802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161167241481107,0,0.0504750162123624,0,0.0379377145894378,0,0,0,0,0,-0.00843066578498549,0,0,0,0,0,0.0812269986860397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00773107263491955,-8.67361737988404e-19,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0152323616257799,0,0,0,0.0839963148122997,0,0,0.0355956186034412,0,0,0.122791697978941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430910444732051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0163707927241189,0,0,0,0,0,0,0
X002415.SZ,0.0300135566077967,0,0,0,0,0,0,0,0,0,0,0.241514623895524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17118186178476,0,0,0,0,0,0.144161145086873,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03731278251932,0,-0.0192755537648979,0.00431701472794928,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0674648259084305,0.163378202705282,0.152611624141726,0,0,0,0,0,0,0,0,0,0,0,0,0.0699162679420942,0,0,0,0,0,0,0,0.00202219192193744,0.00679115448586711,0,0,0,0,0.106002019262477,0,0,0,-1.73472347597681e-18,0,0,0.181541106107173,0.0122348928492003,0,0,0,-0.000422474291837349,0,0,0,0,0,0
X002304.SZ,0,0.0495853124713924,0,0,0,0,0.387594020778221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0.0328939866123267,0,0,0.040573128617486,0,0,0,0,0,0,0,0.124063268475239,0,0,0,0,0.0354034846444608,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.226482345904875,0,0,0,0,0,0,0,0,0,0,0,0.00932996220244316,0,0,0,0,0,0,0,0,0,0,0,0.235160765568394,0,0,0,0,0.587570891581442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107714592554855,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0506772157040701,0,0.0360231934949721,0.0748543290586766,0,0.138125689626466,0,0,0,0.00284129891459178,0,0,0,0,0,0,0,0,0.182037670667154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148578039536635,0,0,0,0.0521410293123697,0,0,0.00676567888616389,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.091216824246392,0,0,0,0,0.0759713858646494,0,0,0,0,0,0,0,0.0780136289955433,0.399456264179367,0.0496598116435585,0,0,0,0,0,0,0,0,0.0453519712417919,0.00884276504917806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0191997104384723,0,0,0,0,0,0
X000625.SZ,0,0,0.110269492734064,0,0,0,0.0239215617066042,0.0701221677075735,0,0,0,0,0,0,0.0494325491245226,0,0.00697991733681846,0,0,0,0.0211103191068499,0.0549286768603717,0,0,0.167332884300063,0.0544051065260392,0,0,0,0,0,0,0,0.0181633962392158,0.0661774227867519,0,0,0,0,0,0,0,0,0,0,0.0554551939157388,0,0,0.0561333843860111,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.132660018922825,0,0,0,0,0,0,0,0,0.0620012706320995,0,0,0.074362232740589,0,0,0,0.0741080934643493,0,0,0,0,0.0176887641960297,0,0,0,0,0,0,0,0,0,0.178440074806782,0,0,0,0,0,0,0,0,0,0,0,0.127009941695282,0,0,0.00498460023268456,0.0347782905627408,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428779842543809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110059723164528,0.326509200605482,0,0.00599655827095395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100181350439696,0.00339705049537461,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0.244483948289199,0,0,0.0203984886855753,0,0,0.0617769635703203,0,0,0,0,0,0,0.0711262133994899,0,0.199522299588862,0,0,0,0,0,0,0,0,0,0,0.0201283089090993,0,0,0,0,0,0,0,0,0,0,0.0238310994835,0.0271972449712074,0,-0.0187770896094962,0.00791103477553674,0,0,0,0,0,0
