,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002236.SZ,X600741.SH,X002475.SZ,X000625.SZ,X002241.SZ,X600031.SH,X000338.SZ,X002456.SZ,X600066.SH,X000100.SZ,X300124.SZ,X601877.SH,X300003.SZ,X300136.SZ,X600487.SH,X002085.SZ,X002508.SZ,X600809.SH,X002008.SZ,X600089.SH,X000157.SZ,X600177.SH,X600271.SH,X600522.SH,X002294.SZ,X600118.SH,X600867.SH,X000050.SZ,X300115.SZ,X000559.SZ,X600699.SH,X000981.SZ,X600372.SH,X002074.SZ,X600566.SH,X600498.SH,X002465.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.051981894079008,0,0.211102498189106,0,0,0,0,0,0,0.131626130899936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272785313477665,0.116952119049778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0854478350911666,0,0,0,0,0,0,-0.000757962150940464,0,0,0,0,0,0
X600104.SH,0,0,0,0.0522269421081723,0,0,0,0,0,0.0551429866410015,0,0,0.0932871735066224,0.376928368685876,0,0,-0.0699646689097723,0,0,0,0.112466884584478,0,0,0,0.2716935537466,0,0,0,0,0,0,-0.0438586079692612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.307033622552329,0,0,0,0.00324014678242498,-0.0218984740602829,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.200574681649302,0,0,0.193470861767422,0.191790927730889,0,0,0,0,0,0.035729951641382,0,0,0,0,0,0,0,0.0772317967102013,0.0882046090609667,0,0,0,0,0,0,0,0,0,0,0,0.093234497211073,0,0,0,0,0,0,0,0,0,0,0.00937753608120881,0.00538370936722372,0,0,0,0,0,0
X000651.SZ,0,0.0904767788608534,0,0,0.0712443864728015,0,0,0,0,0.0667649106824175,0,0,0.0352085255326202,0.0611134605563104,0,0,0,0.0447824182731745,0,0,0,0,0,0,0,0,0,0,0.114471385292035,0,0,0,0,0,0,0,0,0,0,-0.0395292395373738,0.0241739022309142,0,0,0,0,0,0,0,0,0,0,-0.0026046968181023,0,0,0,0,0,0,0
X000858.SZ,0,0,0.0223203758971338,0.0945095300795176,0,0,0,0,0,0,0,0.424757572039644,0.174850471286796,0,0,0,0,0,0,0,0,0,0,0,0.0492583424254514,0,0,0,0,0.0680327338304294,-0.00425538524777339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00804810606738809,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.32772334001678,0,0,0,-0.0172404721651621,0,0,0,0,0.0229580858608902,0,0,-0.0932121972288076,0,0,0,0,0,0,-0.160973779914927,0.0265890307932369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021214783260124,0,0,0,0,0.138553606599438,0,0,0,0,-0.114495416067078,0.0214212980789274,-0.0157586963599163,0,0,0,0,0,0
X000725.SZ,0,0,0.146487123454353,0,0,0,0,0,0.0086046792933076,0,0,0,0,0.037071331332144,0,0,0,0,0.284947290601532,0,0,0,0,0,0,0,0.177067414622165,0.106031924121142,0,0,0,0,0,0,0,0,0,0,0,0.0629797803018143,0,0.0404001799474999,0,0,0,0,0,0.141026809510239,0,0.055648511443922,0,-0.0074630356434922,0.00997112208510173,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.187879057321257,0,0,0,0,0,0,0.36257050468164,0,0.115716748790383,0,0,0,0.0533373859002724,0,-0.123297212702869,0.0050190972768196,0,0,0,0,0,0,0,0,0.0227250744251185,-0.0127821065156212,0,0,0,0,0,0,0,-0.0746344029065628,0.0325776384275593,0,0,0,0,0,0,0,0,0,0,0,-0.00654520066753029,0,0,0,0,0,0,0
X000063.SZ,0,0,0.0892347231773059,0,0,0,0,0,0,0,0.0323687594869463,0,0.13776067830673,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203132312061411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0391320434103978,0.0770201262788608,0,0,0,0,0,0
X600690.SH,0,0,0.0259165284659191,0.358231546519995,0,0,0,0,0.0282131781595176,0,0,0,0.0673946209418864,0.204260643818256,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441543502934864,0,0,0.0147605405479212,0,0,0,0,0,0,0,0,0.0601870867129927,0,0,0,0,0,0,0.0585850000949619,0,0,0,0,0.0179719120959891,-0.0120935867592815,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0.298335468195778,0.365583690851201,0.150236585682288,0,0,0.00215910267975025,0.0912980107061783,0,0,0.174664647129368,0,0,0,0,0,0.0882792003995885,0,-0.0165141223939387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00846446209253356,0.00145308796510074,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.442440177418006,0,0,0,0.0278461377958961,0.0200122545757797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435748165713016,0.0106454127519864,0,0,0,0,0,0,0,0,0,0,0,0,0.0619470499355978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002236.SZ,0,0,0.308221172353091,0,0,0,0,0,0.0955586057447295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138696643944359,0,0.169475127901262,0,0,0,0,0,0,0,0,0.0405341988502824,0.127034902493154,0,0,0,0,0,0,0,0,0,0,-0.00580414851047377,0.00293676022284886,0,0,0,0,0,0
X600741.SH,0,0.528741266407978,0.00233975440494616,0,0,0,0,0,0,0,0.0823443367301765,0,0,0,0,0,0,-0.0602534486532669,0,0,0,0,0,0,0,0.0901297006231836,0,-0.0294612061332632,0,0,0.065490591625679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261381859388755,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.100980271678555,0,0,0,0,0,0,0,0,0,0.0435984544729946,0,0,0.14917282734257,0,0,0,0,0.249713904632647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00474762216939591,-0.0266653937233843,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.0367774025876497,0,0,0.0284310467665385,0,0,0,0,0.102877872348071,0,0,0,0,0.0976666441208266,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161818005481156,0,0,0,0,0,0,0,0,0,0,0,-0.000268260381859811,0,0,0,0,0,0,0
X002241.SZ,0,0.133411103061739,0,0,0,0,0,0,0,0,0.368636942357454,0,0,0,0,0,0,0,0,0.305875931374246,0,0,0.124697701666328,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112957816921211,0,0,0,0,-0.0643947183890366,0,0,0,0,0,0,0,0,0,0.00559214629659656,-0.0449014336040945,0,0,0,0,0,0
X600031.SH,0,0,-0.0740978183044207,0,0.0433297244911431,0,0,0,0.0790481353164957,0,0,0,0,0,0,0.13369447626586,0,0,0,0.0927222606330445,0,0,0,0.0544026335275829,0,0,0,0,0,0,0,0,0.207482789241234,0,0,0,0.0507362717895873,0,0,0.273337725822449,0,0,0,0,0,0,0.0555853437144891,0.125159437760348,0,0,0,-0.0318796106786755,0.0239727681328256,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,-0.0664346331403084,0,0,0.0328818397890119,0,0,0,0,0,0,0,0,0.381895085461989,0,0,0,0,0,0,0,0,0,0,0,0,0.19450038240726,0,0,0.0426235047308209,0,0,0,-0.0858460610176035,0,0,0,0,0.132350391830616,0,0,0.0228085932931628,0,0,0,0,0,-0.0087034937395721,0.0195971277895141,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0.0509869045621308,0,0,0,0.118094510981988,0,0,0,0.296737520251056,0,0,0,0,0,0,0,0,0.0200492127815457,0.163670553563046,0,0,0,0,0,0,0,0,0,0,0,0,0.0240329216001504,0,0,0,0,-0.00670590772073287,0.0343708192592677,0,0,0,0,0,-0.00789961377812519,0.0356597907471824,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,-0.191858689901494,0.0719153880117942,0,0,0,0,0.00848679204469518,0,0,0,0,0,0,0,0.0573976309519397,0,0,0,0,0,0,0.0625654229787098,0,0,0,0,0,0,0,0,-0.123174147799713,0,-4.33680868994202e-19,-0.0155170653756741,0,0.128268061141437,0,0,0.107086785741006,0,0,0,0,-0.00104357786091959,0.00310021722320442,0,0,0,0,0,0
X000100.SZ,0,-0.0101103210620124,0,0,0,0,0,0,0,0,-0.0105714027077816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0424368192636129,0,0,0,0,0,0.0615593243984476,0,0.0525815914355121,0,0,0,0,0,0.0688039050604378,0,0,0,0,-0.0419363229336504,0,0,0,0,0,0,-0.0151896519748663,-0.00106637313776977,0,0,0,0,0,0
X300124.SZ,0,0.018816119628635,0,0,0,0,0,0,0.112924117506819,0,0,0,0,0,0.147564568076364,0,0.0901507254589677,0,0,0.166513241361353,0,0,0,0,0,0,0,0,0,0.124977029832141,0,0,0,0,0,0,0,0,0,0,-0.0475395784357837,0,0,0,0,-0.0141638050884884,0.156562588723044,0,0,0,0,-0.0160449391052366,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0.20002597045511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138611007425369,0,0,0,0,0,0,0,0,0.0291998226344658,0,0.0317099340235702,0,0,0,0,0,0,0,0.11260295435508,0,0,0,0,0,0,0.0174658698963938,0,0,0,0,0,0
X300003.SZ,0,0.0633870226869286,0,0,0.273853899361619,0,0,0,0,0,0,0,0.0326964209050801,0.037944303882458,0,0,0,0,0,0.147646944249382,0,0,0,0,0,0,0,0,0.214131445797415,0,0,0.149945562299376,0,0,0,0,0,0.00487715895444088,0.159872028778457,0,0,0,0,0,0.0175188976479008,0,0,0,0,0,-0.0714678261829063,-0.00922728555910196,0.0276206359799828,0,0,0,0,0,0
X300136.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180427102625382,0.379460073517223,0,0,0,0,0,0,0,0,0,-0.0166542544780201,0,0,-0.0547445425966871,0,0,0,0,0,0,0,0,0,0,0,0,0.112586178609293,0,0,0,-0.0577984664152731,0.0574803475755092,0.087009965324595,0,0,0,0,0.00108119395407932,0.0532843287344163,0,0,0,0,0,0
X600487.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0258097121269262,0,0,0,0.0213828927725328,0,0,0.288741470457409,0,0,0,0,0,0,0,0,0,0.0926298505814281,0,0,0,0,0,0.263315778258114,0,0,0,0,0,0,0.0476609063100641,0,0,0,0,0.0415742519166799,0,0,0,-0.0118732179635162,0.0194636956861633,0,0,0,0,0,0
X002085.SZ,0,0,0,0,0,0,0.192401746445985,0,0,0,0,0.314362092371086,0,0,0,0,0.123893427843101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386075027190511,0,0,0,0,0,-0.105206103242892,0,0,0,-0.352579329936271,0,-0.00818281187427898,0.0183954227904767,0,0,0,0,0,0
X002508.SZ,0,0,0.26346158416457,0.322594100649812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00482795082261003,0,-0.0694843755894862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129771324271544,-0.0196830109737323,0,0,0,0,0,0
X600809.SH,0,0,0.114251816095354,0,0.265463423233871,0,0.0627241246808191,0,0,0,0,0.412470602988649,3.46944695195361e-18,0.209593859274166,0,0,0,0,0,0.0693222711714132,0,0,0,0,0,0,0,0.00338052421847168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0367961934091355,0,0.131180500141246,0,0,0,0,0.0148403573904626,-0.0626184210307385,0,0,0,0.0888910691320672,0,0
X002008.SZ,0,0,0,0,0,0,0,0,0.0514720172487086,0,0,0,0,0.000118041403318184,0.177410781611209,0,0.115445704720657,0,0,0.105245147155022,0,0,0,0,0,0,0,-0.0377346849608249,0,0,0,0,0,0,0,0,0,0,0,0.0567411960408073,0.116906166649952,0,0,0,0,0.00894866674182957,0,0,0,0,0,-0.00541383399287858,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0.0457519982929304,0,0,0,0,0,0,0,-0.00337369696604502,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157395716647438,0,0,0.0870911630394252,0,0,0,0.0977476979420045,0,0,0,0,0.102420037207243,0,0,0,0,0,0,-0.0209783328537962,0.0441880715412475,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0348216838343805,-0.0173413318294678,0,0,0,0.263064836709598,0,0,0,0,0,0,0,0,0.118665210086312,0,0,0,0.0355428187056744,0.0682784280680927,0,0,0,0,0,0,0,0.0623708323061703,0,0,0,0,0.0254925430168527,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600177.SH,0,0,0,0.0514454648850137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016175386591749,0.0528619400899422,0,0,0,0,0,0,0.147188199569659,0,0,0,0,0,0,0,0,0,0,0,0,0.179202581389446,0,0,0,0,0,0,0,0,0,0,0,0.00526768178318022,-0.021867503911368,0,0,0,0,0,0
X600271.SH,0,-0.0174525907636275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301230361966495,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0220846621818424,-0.0402330404414607,0,0.0292779441658947,0,0,0,0,0,0,0,0,0.152420219041087,0,-0.0279133069064164,0,0,-0.0793296667922775,0.230558340516458,0,0,0.224507893191441,0,0,0,-0.00644649046888656,0.0265613478324455,0,0,0,0,0,0
X600522.SH,0,0,0.0207792729857967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221268111652794,0,0,0.154861218802398,0,0,0,0,0,0,0,0.13540873744313,0,0.0711905137488325,0,0.036215820048101,0,0,-8.67361737988404e-19,0.0215705167569406,0,0,0,0,0,-0.0107522344287911,0.0390879104696721,0,0,0,0,0,0
X002294.SZ,0,0,-0.0506747684324345,0.230498163186211,0,0,0,0,0.15932157987581,0,0,0,0.0825500078213296,0,0,0,0,0,-0.126045510772042,0.0282838200170956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378411386477449,0,0,0,0,0,0,0.00811411278544817,0,0,0,-0.0168582589573796,0.0399454856452928,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109765391766199,0,0.0091994141795023,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431090853944335,0,0,0,0.086810379279246,0.236795618177415,0,0,0,0.0590285122301626,0,0,0,0,0.218036135679487,0,0,0,0,0,0,0,0.0334371978592329,0,0,0,0,0,0
X600867.SH,0,0,0,0,0,0,0,0,0,0,-0.0893155171436086,0.0898794649886271,0,0,0,0,0,0,0,0,0,0,0.0112708006622765,0,0,0,0,0,0,0.0913760735046525,0,0,0,0,0.172471163730551,0,0,0,0,0,0,0.0181205277610513,0,0,0.0266953543583577,0,0,0,0,0,0,-0.0112560821022274,0.0316101097948685,0,0,0,0,0,0
X000050.SZ,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558567453806909,0,0,0.0907876181894922,0,0,0,0.18839212013821,0,-0.0163291514791773,0.0225746132248365,0,0,0,0,0,0
X300115.SZ,0,0,0,0,0.0691772236649914,0,-0.174546988611764,0,0,0,0,0,0.0754431047022987,0,0,0,0,0,0,0.126185251772922,0,0,0,0,0,0.028476099468348,0,0,0,0,0,0,0,-0.153136216032391,0,0,0,0.0973516514942166,0,0,0,0,0,0,0,0.280070683681787,0,0,0,0,0,-0.0119137050441516,0.0406911338785341,0.066143228560196,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0.0582671141528565,0,0,0,-0.115543822886203,0.11614463026086,0,0.0198467008973366,0,0,0,0,0,0,0,0,0,0,0,0,0.112646943815263,0.0721602982185763,0,0.0930818830982053,0,0,0,0,-0.0440560499979643,0,0,0,0,0,0,0,0,0,0,0.139771601678975,-0.0754715691440282,0,0,0.122026294465868,0,-0.00920273440444261,0.0110884949773127,0,0,0,0,0,0
X600699.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432627469945083,0,0,0,0,-0.0717695164259014,0,0,0,0,0.157996256732561,0,0.143884165307142,0,0,0,0,0,0,0,0,0,-0.159952453130538,0.224959948565533,0.142914819374174,0,0,0,0,0,0,0.129001625450905,0,0,0,-0.012282006080496,0.0335935473426156,0,0,0,0,0,0
X000981.SZ,0,0,0,0,0.090617264122094,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290675146445743,0,0,0,0,0,0,0.0141846791752362,0,0,0,0.00773419401107924,0,0,0,0.214348531097469,0,0,0,-0.0531391073471512,0,0,0,0,0,0,0,0.0836454670564841,0,-0.0881080692157902,0,0,0,0.0106266622006554,0,0,0,0,0,0,0
X600372.SH,0,0,-0.0112077642549125,0,0,0,0,0,0,0,-0.223464477621718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050319716487538,0,0,0,0,0,0,0,0,0,0,0.806470410286425,0.0646294818677097,0,0,0.0903282690501375,0,0,0,0,0,0,0,0,0,0,-0.00106694407044505,0.00616635403372051,0,0,0,0,0
X002074.SZ,0,0,0,0,0,0,0,0,0,0,0.0136651639503781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159397921020709,0,0,0,0,0.146110182909194,0,0,0,0,0,0,0,0,0.17977867496471,0.103922974814958,0,0,0,0,0,0,0.0564435949289485,0,0,0,-0.0209310751239782,-1.0842021724855e-19,0,0,0,0,0,0
X600566.SH,0,0,0,0,0,0,0,0,0,0.289323572350207,0,0,0.013285633873857,0,0,0,0.0689800431098205,0,-0.024264337382304,0.0727243231811738,0,0,0,0,0,0.0433604382070722,0,0,0.0830622260445178,0,0,0,0,0,0,0,-0.0860813423970357,0,0,0,0,-0.192250850972631,0,0,0,0,0,0,0,0,0,0,0.00884553849650784,0,0,0,0,0,0
X600498.SH,0,0,0,0,0,0,0,0,0.213618294255237,0,0,0,0,-0.0645923967245583,0,0,-0.0414186830072672,0.14037960306083,0,0,0,0,0,0,0,0,0.259210923877402,0,-0.0179345533426603,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0512555536069643,0,0,0,0,0,0,0,0,0,0.00668415993959462,-0.00661079403442743,0,0,0,0,0,0
X002465.SZ,0,0,-0.0179620671751394,-0.0875797019227385,0,0,0,0,0.0510073174405947,0,0.00603467343229592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406464109406884,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.113176833245855,0,0,0,0,0.097272465993239,0.0149567535568241,0,0.0611480634066304,0,0,0,-0.00197864962160784,0,0,0,0,0,0,0
X002179.SZ,0,0,0,0,-0.0349618270325261,-0.032937359132404,0,0,0.111263968464269,0,-0.0145950117973009,0,0,0,0,0,0,-0.0367383742604869,0,0,0,0,0,0,0,0,0,-0.104110351755279,0,0,0,0,0,0,0,0,0,0,0,0.111181942192,0,0,0.0779611011457173,0,0,0,0,0,0,0,0,-0.00664015341562296,0.00835521036352274,0,0,0,0,0,0
