,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X600031.SH,X002304.SZ,X003816.SZ,X000725.SZ,X000661.SZ,X000568.SZ,X000338.SZ,X600690.SH,X600703.SH,X600809.SH,X002371.SZ,X000596.SZ,X600741.SH,X600183.SH,X300003.SZ,X002241.SZ,X002007.SZ,X300142.SZ,X000100.SZ,X300014.SZ,X000977.SZ,X300124.SZ,X601877.SH,X000157.SZ,X002236.SZ,X000625.SZ,X002129.SZ,X000800.SZ,X002463.SZ,X002456.SZ,X600498.SH,X600584.SH,X002414.SZ,X300136.SZ,X600118.SH,X002179.SZ,X000066.SZ,X600522.SH,X002049.SZ,X002185.SZ,X002008.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.274787383493776,0,0,0,0,0,0,0,0.0262778946445876,0,0,0,0,0,0,0,0,0,0.12760323423141,0,0,0,0,0,0,0,0,0,0,0.0232181338891546,0,0,0.011214971369125,0,0,0,0,0,0,0,0,0.074056281674699,0,0,0,0,0,0,0,0.059756153551012,0,0.00736146045010447,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0579578587117094,0.138079552115978,0,0,0,0,0,0,0.340147820216395,0,0,0,0.127536696059021,0,0.0826438017531307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00704078047355318,0.0218012007413321,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0446901355850271,0,0,0,0,0.157823627539825,0,0,0,0,0.0575396414419343,0,0,0.00267634672097994,0,0,0.0616214997217925,0,0,0.0468199314687294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00201784339040491,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.113432444421208,0,0,0,0,0,0,0,0,0,0.310774048021527,0,0.0847030793611514,0,0,0.0223977707133793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00562016875965471,0.0047370412681382,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0559626996055792,0.0314624036490939,0,0,0,0,0,0.153540281309903,0,0,0,0,0,0.0658368819463712,0,0,0,0,0,0,0,0.000103744660519736,0,0,0,0.0239947743063085,0.0321045674783625,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104462733924176,0,0,0,0.252977992675234,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207768893941763,0,0,0,0,0,0,0,0,0,0.0241819683841057,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24605611675022,0,0.0939820471245466,0,0,0,0,0,0.0926067495866706,0,0,0,0,0.220279146324128,0.0168118797704939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139237256616447,0.0143503296329974,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143957581735856,0,0.113382042477741,0,0,0,0.110306701029061,0,0,0,0,0,0.139823868682633,0,0,0,0,0.257008862210026,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0267070494255119,0.0241447001850427,0,0,0,0,0,0
X600031.SH,0,0.0950325556510824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0679717613733637,0,0,0,0,0,0,0,0,0,0,0.443753567144639,0,0.0413266485226181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.00776146946675833,0.0127325993417972,0,0,0,0,0,0
X002304.SZ,0,0.187384956270419,0,0,0,0,0,0,0,0,0,0,0,0.013177569607068,0.0535989173085318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350824746306985,0,0,0,0,0,0,0,0.0420429219301852,0,0,0,0,0,0,0,0,0.0117401193170652,0,0,0,0,0,0,0
X003816.SZ,0,0,0.0447144199078193,0,0,0,0,0,0,0,0,0.138288639925595,0,0,0,0,0,0,-0.0386963042010938,0,0,0,0,0,0,0,0.0515416500394761,0,0,0,0,0,0.0250107653731023,0,0,0.0104797650928603,0,0,0,0,-0.0111487736673762,0,0,0,0.134091598924693,0,0,0,0,0,0,0.00680386393576052,-0.00533302093084255,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115920918485945,0,0,0,0,0.0229639293661444,0.501764139008358,0,0,0,0,0,0.00489892545966439,0,0,0,0,0.115392605518027,0,0,0,0,0.0585516156000526,0,0,0,0,0,0,0,0,0,-0.00369070461916941,0,0,0,0,0,0
X000661.SZ,0,0.024843506323181,0.297149778059469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0743343810674729,0,0,0.179594609252912,0,0,0,0,0,0,0,0,0.112501466579292,0,0,0,0,-0.0191908395212799,0,0,0,0.016724120083432,0,0,0,0,0,0,0
X000568.SZ,0,0.584726866836606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24000805178783,0,0,0,0,0,0,-0.00968505660018608,0,0,0,0,0,0,0,0,0.0029655733465743,0,0,0.0421480796279843,0,0,0.0331498593888139,0,0,0,0,0,0,0,0,0,0,0,-0.00399861514796684,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183177859905237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496853125459531,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.112964767027966,0,0.0502576597279981,0.0803518230358045,0,-8.67361737988404e-19,0,0,0,0.0213119046420043,0,0,0,0,0,0,0
X600690.SH,0,0.0364946897281072,0,0.192346303341985,0,0,0,-1.73472347597681e-18,0,0.0496721821789014,0,0,0,0.155044591847273,0,0,0,0,0,0,0,0,0,0,0,0.0144517788299893,0,0.0284752579199999,0,0,0,0,0,0,0,0.0270222400321241,0,0,0,0,0,0,0,0,0,0,0.0390880017064737,0,0,0,0,0.0068172429128609,0.0151172394876271,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,-0.0121705632988497,0,0,0,0,0,0.142471316552034,0,0,0,0,0.04422212596208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0891792124961005,0,0,0.102435582241189,0.10662666944196,0.584839151304542,0.0252439423346329,0,0,0,0,0,0,0,0,0,0,0,0.016595176435494,0,0,0,0,0,0
X600809.SH,0,0.0901229879332244,0,0,0,0,0,0,0,0,0,0,0.0185494576505573,0.390982671540919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420122104959132,0,0,0,-0.0777011042336668,0,0,0,0,0,0,0,0.0272897072003336,0.0105248687115145,0,0,0,0.00464947396997919,0.018220121909695,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0.0370396573268502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305426290979627,0,0,0,0,0.0818932868197698,0,0.16465118420554,-0.049344404188988,0,0,0,0,0.212523747591164,0,0,-0.0576323579748059,0.0420147002711034,0,0,0,0,0,0,0
X000596.SZ,0,0.226915151867574,0,0,0,0.146946325638705,0,0,0,0,0,0,0,0.240607358693369,0,0,0,0,0,0,0.0147075577491793,0,0,0,0,0,0,0.0629111448304513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00408819398011046,0,0,0,0.0162739410718481,0.00620042981404795,0,0,0,0,0,0
