,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X003816.SZ,X002475.SZ,X300124.SZ,X600104.SH,X002371.SZ,X000725.SZ,X002304.SZ,X000625.SZ,X000338.SZ,X000063.SZ,X000596.SZ,X600031.SH,X000100.SZ,X600089.SH,X300014.SZ,X002179.SZ,X000157.SZ,X002236.SZ,X600703.SH,X002049.SZ,X000977.SZ,X002241.SZ,X600372.SH,X600584.SH,X600741.SH,X002463.SZ,X000661.SZ,X002129.SZ,X002028.SZ,X600522.SH,X601877.SH,X000800.SZ,X000921.SZ,X600066.SH,X601799.SH,X600183.SH,X002156.SZ,X002223.SZ,X002007.SZ,X600418.SH,X600566.SH,X600460.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.170062397627125,0,0.208661684270671,0,0.129040038975747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0376575788395203,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115949491712034,0,0,0,0,0,0,0,-0.0244572086655451,-0.010543099579279,0.0133472596796534,0,0,0,0,0,0
X000858.SZ,0.0744404410392989,0,0,0.0502685095462956,0,0.427185437215399,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.00585427399838454,0,0,0,0,0.097586724019693,0,0,0.0242469808750076,0,0,0,0,0,0,0,0,0,0.0419479612542519,0,0,0,0,0,-0.0625890117848347,0,-0.0122828590305458,0.0510074227079976,0,0,0,0,0,0,-0.00143458466955667,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0712983688187202,0,0.0824492365149645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098402438731356,0,0,0,0.135323572981104,0,0.115739150534442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00275334282041485,0,0,0,0,0,0,0
X600809.SH,0.125937473051751,0,0,0,0,0.380477625707191,0,0,0,0,0,0,0,0,0,0,0,0,0.354183248775952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0979695322049955,0,0,0,-0.0122292465631885,-4.33680868994202e-19,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149141587584686,0.0284370119450839,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482778107459343,0.224528667098119,0,0,0.13701013642875,0.0105512092845169,0,0,0,0,0,0,0.00812707706390487,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.00239490747213069,0,0,0,0,0,0
X000568.SZ,0,0.69849452678809,0,0.221960111970439,0,0,0,0,-0.0284132112983661,0,0,0,0,0,0.0270357636039468,0,0,0,0,0,0.0957972803287549,0,0,-0.0585831937726511,0,0,0,0,0,0,0,0,0,0,0,0.0651555572206143,0,0,0,0,-0.0171473939270179,0,0,0,-0.0397166966820462,0,0,0,0,0,0,0,0.0133862122573441,0,0,0,0,0,0
X600690.SH,0,0,0,0.11766920039705,0,0,0,0.0572790608948878,0,0.0933011922610942,0,0,0,0,0,0,0.0709243140932933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0985554894394078,0,0,0,0,0.055956620652016,0,0.013736348411879,-0.143274058557759,0,0,0,0,0,0,0,0.0111531099141973,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0320830900342265,0,0,0,0,0.0583947997515685,0,0,0,0,0,0,0,0.0385362106947614,0,0.139510840108441,-0.104983175491621,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0399026798332843,0,0,0,0,0,0,0.157291056280989,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-0.00672507763866911,0.0931372440881889,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0561336830542637,0,0,0,0,0.280930374875732,0,0,0,0,-0.0753581744993893,0,0,0,0,0.015918822525886,0,-0.0671788057633483,0,0,0,0,-0.0958524263937415,0.313698255022183,0,0.0248701195592502,-0.0320085572867449,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.246621477110673,0.0719694328894118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337605396507166,0,0,0,0,-0.0722867738035242,0.463733443574831,0,0,0,-0.0244194548281057,0,0,0,0,0,0,0,0,0,0,0.113280938079888,0,0,0,0,0,0,-0.0220163561558517,0,0,0,0,0,0,0
