,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X000568.SZ,X000625.SZ,X002236.SZ,X600031.SH,X002475.SZ,X002241.SZ,X000338.SZ,X600066.SH,X002456.SZ,X601877.SH,X000100.SZ,X300124.SZ,X002085.SZ,X002508.SZ,X300136.SZ,X600089.SH,X300003.SZ,X600271.SH,X002294.SZ,X600522.SH,X600177.SH,X002008.SZ,X000157.SZ,X600487.SH,X002007.SZ,X600118.SH,X600867.SH,X600372.SH,X000981.SZ,X600809.SH,X600699.SH,X600566.SH,X000559.SZ,X002074.SZ,X000050.SZ,X600498.SH,X000581.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.00972236120055243,0,0,0,0.0585270418758466,0,0,0,0,0.177502418656404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453125018478239,0,0,0,0,0,0,0,0.0634343672267628,0,0,0,-0.000574697754560368,0,0.314193481885511,0,0,0,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.210642833013324,0,0,0,0.0171621551790335,0,0.125700666240949,0,0.170793025448155,0,0.100933999594796,0.0157294252365288,0,0,0,0,0,0,0,0,0,0,0,-0.336721684768331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00941282510879323,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.248616941301442,0.132765016715939,0.0850903191844326,0,0,0,0,0,0,0,0.373491624001873,0,0,0,0,0,0,0,0,0,0,0.156584389744374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000207239022435277,0,-0.0833643973251426,0,0,0,0,0,0,0.021440642068046,0,0,0,0,0,0
X000651.SZ,0,0.0623128943201296,0,0,0.163936387409779,0,0,0,0,0.0824289906298059,0,0,0,0,0.136005094086303,0,0,0,0,0.0592510095848449,0,0,0,0.0343329631184594,0,0.0906609668672291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00840130197827461,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.706686179043068,0,0.0555276875153976,0,0,0,0,0,0,0.0376818092251006,0,0,0,0,0.00653835852148358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500553408923573,0,0,0,0,0.0582455731391987,0,0,0,0.00510749308941821,0.0123848386797975,0,0,0,0,0,0
X000725.SZ,0,0,0.130457251449796,0,0,0,0,0,0.050677876293369,0,0,0,0,0,0,0,0,0,0.00303234906051571,0,0,0,0,0,0.0801573164555859,0,0,0.199685554081386,0,0.623164786591129,0,0,0,0,0,0.0127970493878417,0,0,0,0,0,0,0,0,0,0,0.0538229201185898,0,0,0,0,0.0628800631806141,0,0,0,0,0,0
X600276.SH,0,0.0323064784646452,0.158570330018368,0,0.0585395651948813,0,0,0,0,0,0,0.389921627794395,0,0,0,-0.19248842331027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0223426254949111,0,-0.17505606827329,0,0.0196720594593697,0.00909047758196905,0,0,0,0,0,0
X002304.SZ,0.100463978866385,0,0,0,0.574395614955262,0,0,0,-0.143808555216597,0.0903965279295803,0,0.0171714084365663,0,0,0,0.0439640416747501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.129880012215453,0,0,0,0,0,0,0,0,0,0,0.129128494887868,0,-0.0144972807405353,0,0,0,0,0,0,-0.00692490331380382,-0.0249221542390563,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,-0.0830331208339165,0,0,0.145884553269986,0,0,0,0.050109476247021,0,0,0,0,0,0.0989935771894938,0,0,0.217483326627585,0,0,0,0,0.016967806980524,0,-0.00369200182771887,0,0,0,0,0.123867623223889,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.133576877392157,0,0,0,-0.0118599828013173,-0.0179422923715726,0,0,0,0,0,0
X600690.SH,0,0.312026950810348,0,0.109719385590966,0,0.0250908609745755,0,0.0630376209624946,0,0,0,0.24439836206154,0,0,0.170451998771611,0,0,0,0,0,0,0,0,-0.075730163006788,0,0,-0.0142383174954898,0,-0.152075379076168,0,0.0614037358242561,0.0182119703915129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206766777425879,0,0,0,0,0,0,0
