,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X600690.SH,X002415.SZ,X000651.SZ,X600809.SH,X003816.SZ,X000568.SZ,X002371.SZ,X300124.SZ,X000725.SZ,X600104.SH,X600031.SH,X000063.SZ,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X300014.SZ,X002179.SZ,X000100.SZ,X002463.SZ,X002241.SZ,X600089.SH,X600584.SH,X600703.SH,X600372.SH,X600418.SH,X000157.SZ,X000977.SZ,X600066.SH,X002028.SZ,X002049.SZ,X002236.SZ,X600741.SH,X600522.SH,X600183.SH,X601877.SH,X000661.SZ,X000921.SZ,X601799.SH,X600460.SH,X002180.SZ,X600487.SH,X000800.SZ,X002074.SZ,X002294.SZ,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.414166660304727,0,0,0,0,0,0.012749798126962,0,0,0,-0.00863277905610938,0,0,0,0,0,0.200954243421555,0,0,0,0,0,0,0.00277139372253035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291381024924258,-0.12869813185847,-0.0338468243879984,0,0,0,0,0
X000858.SZ,0.413546074076475,0,0.0557210000801278,0,0,0,0,0.329442231466666,0,0,0,0,0,0,0,0,0,0,0,0.00940804820749349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0419983592684265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0.0238938221780871,0,0,0,0,0,0,0,0,0,0.0742127980694767,0,0,0,0,0.071143577856591,0,0,0,0.0446673795762346,0,0,0,0,0,0,0,0,-0.0616956475853173,0,0,0,0,0,0,0.174728747421914,0,0,0,0.100820949987844,0,0,0,0,0,0,0,0.219029898271446,0.179990155185928,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0241808832748783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120253605996528,0.655026821520504,0,0.0978918638385776,0,0,0.0380294041523724,0,0,0,0,0,0,0,0.0623988661517982,0,0,0,0,0,-0.094578230463837,0,0.162237689231664,0,0,0,0,0,0,-0.021539815615565,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.297730066060027,0,0,0,0,0,0.0831241941798966,0,0,0,0,0,0.0232848263786203,0.0586393154486232,0.0199373411306824,0,0,0,0,0,0,0,0,0.0486921944547729,0,0,0,0,0,0,0,0,0,0,0,0.183370198963322,0,-0.00118142960238985,0,0,0,0,0,0,0,-0.0240503690524636,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.013268240459269,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0.040475293438669,0.135443411850384,0,0,0,0.143105558272462,0,0,0,0,0,0,0,0,0,0.0562383946850291,0.129242026788062,0,0,0,0,0,0.0521297266793014,0.0358527954097545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.161941864902614,0,0,0,0,0,0,0,0,0.0612657236221766,0.0369852304383249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099111047600796,0,0,0,0,0,0,0,0,0.285590282480009,0,-0.127966186384034,0,0,0,0,0,0,0,0,-0.0380741207481694,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0.0605995093185985,0.62944454847683,0,0,0,0,0,0,0,0,0,0.197296964220456,0.0172761569327722,0,0,0,0,0,0,0,0,0.0441361940126387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335624217732247,0,0,0,0,0,0,0,0,0,0,-0.237846485539455,0,0,0,-0.571411630004586,0,0,0,0,3.46944695195361e-18,0,0,-0.0559175248182765,0,0,0,-0.0155867690497263,0,0,0,0,0,0,-0.0147851792337243,0,0,0,0,0,0
X000568.SZ,0.344733958903292,0.306100509818355,0,0,0,0,0,0.291384284547717,0,0,0,0,0,0,0,0,0,0,0,0.12419340436575,0,0,0,0,0,0,0.0684178365934561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0488225511588443,0,-0.0486399326928739,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0.038522613079876,0,0,0,0.37667682100524,0,0,-0.165451512696695,0,-0.0423037927039164,0,0,0,0,0,0,0.0409977794114607,0,0,0.115017050323535,0,0,0.0295011640907601,0,0.193391234454623,0.0613039370005584,0.0889247951672239,0,0,0,0.0612219307740535,0,0,0,0,0,0.0602003326616166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212540919785148,0.544309055716953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500593444534218,0,0.0816479559171646,0.291715018290127,0,0,0,0,0,0,0.0780466435885377,0,0,0,-0.147116027031444,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0483835623997485,0,0,0,0,0,0,0,0.0405587459772986,0.00236851522282312,0,0.55394240181239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0488220557329927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0857233295209669,0.228707297596417,0,0.107094360416642,0,0,0,0,0,0.0408669303913626,0,0,0,0,0,-0.0658895085063454,0,0.0363967503507999,0,0,0,0,0,0,0.0336738106322483,0,0,0,0,0.0148577035669926,0,0,0,0.0717976194055928,0.0235713991129593,0,0,0.0258668828987374,0,0,0,0,0,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0.10887755609546,0,0,0,0,0,0,0,0,0.130820301244546,0,0,0,0,0,0,0,0,-0.0237531007918513,0.0155278912941184,0,0,0,0,0,0,0,0.136268252205737,0,0,0.0822552574556552,0,-0.0948067894260579,0,-0.0359345949372234,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0404105507939128,0,0,0,0,0.0221500322491701,0,0,0.0613661679046979,0.0120616766992178,0,0,0,0.0577682197745777,0,0.0369099756873981,0,0,0,0.0790736937012671,0.132783985893323,0,0,0.0186739510854263,0.212144079024434,0,0,0.031166276564563,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292847099071324,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341976806211016,0,0,0,1.38777878078145e-17,0,0,0.167643962123683,0,0,0,5.42101086242752e-20,0,0,0,0,0.044896673194838,0,0,0,0,0,0,0,0,0,0,0,0.125542060923138,0,-0.0180250195408872,0,0,0.153990236937464,0,0,0,0,-0.0320787189345314,0,0,0,0,0,0,0
X002304.SZ,0,0.569786040965137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141344640032835,0,0,0,0,0,0,0,0,0,0,0,0,-0.0332902512170843,0.118203990266357,0,0,0,0,0,0,0,0,0,0,0.0133961444375348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0.0892604542063851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173519738665816,0,0,0,0,0,0,0,0,0,0,0.243769233059161,0,0,0,0,0,0,0,0,0,0,0.220103470749528,0,0,0,0,0,0,0,0,0,-0.0304064313390377,0,0.0970286073212022,0,0,0.0461114214939738,0,0
X000596.SZ,0,0,0,0,0,0,0,0.44352660499438,0,0.285491412074164,0,0,0,0,0,0.190291729066254,0,0,0.109354605993799,0,0,0,0,-0.114177282385571,0,0,0,0,0,0.0128971509420297,0,0,0,0,0.0987869687178249,0,0,0,0.0258597786265501,0,0.101735443900921,0,0,0,0,-0.0305027298701942,0,0,0,0,0,0,0,0.0566835065934349,0,0,-0.0392483258483524,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0.167102988675292,0,0,0,0,6.93889390390723e-18,0,0,0.314791610563235,0,0.293254744426407,0,0,0,0,-0.0278312617643601,0,0,0.0281525982794972,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.091577905718782,0,0,0,0.621729630824725,0,0,0,0,0.0806648161151118,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0.0541849238916441,0,0,0.275068789775232,0,0,0,0,0.137016920278107,0,0.016286109596156,0,0.0531280306534894,0,0,0,0,0,0,0,0,0,0.0401892589592225,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.114761338480352,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.687100012857567,0,0,0,0,0,0,0,0.103987506472379,0,0,0,0.0175683127810151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137790819617266,0,0,0,0,0,0,0,0,0,-0.043770486595673,0,0,0,0,0.0863606337366646,0,0
X002463.SZ,0,0,0,0.121595635099882,0,0,0,0,0.125714710365324,0,0,0,0,-0.22046531283356,0,0,0,0,0,-0.176086029650157,0,0,0,0,0,0,0.136434904040888,0,0,-0.126560641209798,0,0,0,0,0.216065676552872,0,0,0,0.791980428037365,0,0,0,-0.0282729729289432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0.297081559114211,0,0,0,0,0,0.0458994579445058,0,0,0,0.000593991079839378,0,0,0.0963432284646979,0.0115373284706583,0,0.0855559426841016,0.0329540652037701,0,0,0,0,0,0.176806213284617,0,0.206475410395105,0,0,0,0,0,0,0.131997674034761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547652218196778,0,0,0,0,0,0,0
X600089.SH,0,0.134590373342316,0,0,0,0,0,0,0.0405028310769489,2.16840434497101e-19,0,0,0,0,0,0,0,0.0339922356606,0,0,0.140406969341333,0,0,0,0,0,0,0,0,0,0.134979136730513,0,0,0,0,0,0,0.149944388766172,0,0,0,0.0961521202976489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600584.SH,0,0,0,0.449387425993295,0,0,0,0,0,-2.16840434497101e-19,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.13186674971476,0.168189672350348,0,0,0,0,0.064890476178228,0,0,0,0,0.356011110325419,0,0,0,0,-0.0152255260153734,0,0,0,0.0741517934472496,0,0,0,0,0,0,0,0,-0.00762692255030459,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169747639144741,0,0,0,0.14402192604842,0,0,0.0540791277710088,0,0.015592093166309,0,0,0.339739572417039,0,0,0,0,0,0.00472479013153148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
