,X600519.SH,X000858.SZ,X002415.SZ,X600104.SH,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X600690.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600741.SH,X600703.SH,X601877.SH,X000100.SZ,X600271.SH,X002236.SZ,X000661.SZ,X000596.SZ,X600809.SH,X300003.SZ,X002008.SZ,X300124.SZ,X000625.SZ,X600487.SH,X002007.SZ,X002456.SZ,X600867.SH,X600498.SH,X600776.SH,X000157.SZ,X002180.SZ,X300142.SZ,X000050.SZ,X300146.SZ,X002179.SZ,X002241.SZ,X600177.SH,X002371.SZ,X000977.SZ,X600089.SH,X600066.SH,X600522.SH,X600118.SH,X000066.SZ,X002294.SZ,X300136.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.229471418106331,0,0,0,0.0175714691021787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244859923315655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0924305160824873,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0140166784315349,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.141073210098155,0,0,0,0,0,0,0.305316957853661,0,0,0,0,0,0.0995539363964698,0,0,0.132885037818568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01698289188524,0.00415936004111652,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0160392091793223,0,0,0,0.0416825306758721,0.0173843262367795,0,0,0,0,0.453589113595901,0,0,0.0440180885305197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106645668525891,0,0,0,0,0,0,0,0,0,0,0,0,-0.0236347978121801,0.0145440305598825,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0515984562319739,0,0,0,0,0,0.00284862298360778,0.104220308256963,0.0518103073724524,0,0.131605017681088,0,0,0,0.125697448467203,0,0,0,0,0,-0.034092970899544,0,0,0,0,0,0,0,0,0,0.0799543822210333,0,0,0,0,0.0244820429321257,0,0,0,0,-0.0648621262328452,0,0,0,0,0,0
X000651.SZ,0,0.281965749484511,0,0,0,0,0,0,0,0,0,0,0,0,0.0900874544513926,0,0,0,0,0.0953133008332778,0,0,0.000588684504609186,0,0,0,0.00140655235813876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012149313527194,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033818650821599,0,0,0,0,0,0,0.0360927861937873,0.0489638379099079,0.149893151795283,0.053127923918547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345508867499194,0.0547532404762702,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.0895993443501172,0.0548205770049084,0,0,0.404983590151764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0728402376966727,0,0,0,0.0266149450584493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00572074844398584,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302313110314952,0.0177555026345858,0,0,0,0,0,0,0,0.130849116928473,0,0,0.119250633647254,0,0,0,0,0,0,0.0907141643222985,0,0,0,0,0,0,0,0,0,0,0,0.130597926895949,0,0,-0.0261020527014041,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0664875292135249,0,0,0,0.0425929157629031,0,0,0,0,0,0,0,0.0721644631932188,0,0.0908295396807185,0,0.459207559501462,0.0278356906613589,0,0,0,0,0.00354976334324745,0,0,0,0,0.146089359531876,0,0,0,0,0,0,0.0472259110946589,0,-0.0165260323528796,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.0755649883693248,0,0,0,0,0.339903892200689,0,0.0796642395011529,0,0,0,0,0,0,0,0,0.0101557534455003,0.126044081747354,0,0,0,0.103085252790218,0,0,0,-0.00205390686924103,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0890590742875793,0,0,0,0,-0.00637399937256546,0,0,0,0,0,0,0
