,X600104.SH,X600519.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000625.SZ,X002304.SZ,X000063.SZ,X000858.SZ,X600276.SH,X600690.SH,X600031.SH,X000100.SZ,X600372.SH,X600118.SH,X000338.SZ,X600703.SH,X600271.SH,X000157.SZ,X002129.SZ,X600089.SH,X600741.SH,X002241.SZ,X600177.SH,X600582.SH,X600066.SH,X000800.SZ,X002236.SZ,X300124.SZ,X601877.SH,X002292.SZ,X000581.SZ,X000623.SZ,X002475.SZ,X600839.SH,X000568.SZ,X000977.SZ,X000559.SZ,X002007.SZ,X000550.SZ,X000869.SZ,X600060.SH,X002294.SZ,X002456.SZ,X002465.SZ,X000050.SZ,X300146.SZ,X600435.SH,X300003.SZ,X600867.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0.0876572572195154,0.0807714068366065,-8.67361737988404e-19,0,0,0.154905124436827,0,0,0,0,0,0,0,0,0,0,0,0,0.115665797699475,0,0,0,0,0,0,0.0779505298255122,0,0,0,0,0.00650286532890237,0,0,0.0553176805159442,0,0,0,0,0,0,0.031788884322599,0,0,0,0,0,0,0,0,0,-0.00872831559702792,0,0,0,0,0,0
X600519.SH,0.112795543179957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051620356520682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466621448512618,0,0,0.0498392486108021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0578702495970278,0,0,0,0,0,0
X000651.SZ,0.149684180771319,0,0,0,0,0.0100502127534755,0,0.117532124342971,0,0,0.0178656831931637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0515421669308921,0,0,0.0397082639782227,0,0,0,0.225575209764637,0,0,0,0,0,0,0,0,0,0,0,0.00398274716957081,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161909462025558,0,0,0.0453118183025503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0472992215615624,0,0.14276159549466,0.00818783855220797,0,0,0,0,0,0,0,0,0,0.0700566163515602,0,0,0.150436864851168,0,0,-0.00812703497279735,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00517588420269255,0,0,0.129122218339732,0,0,0,-1.73472347597681e-18,0,0,0.075941255569834,0,0,0,0,0.130413992485897,0,0,0,0,0,0,0.105795765449798,0,0,0,0.0823802827569857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0.198632084135509,0,0.232068721266185,0,0,0,0,0,0,0,0,0.00092840114630079,0,0.125850371456102,0,0,0,0,0,0.0520704017390873,0,0,-0.076412219268558,0,0,0,0,0,0,-0.040222168253052,0,0,0,0.0358574629427676,0,0,-0.122588306878089,0,0,-0.0242544694567014,0,0,0,0,0,0,0,0,0,0,0.045921976957445,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.0900333654795816,0.177898531063738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0492904241920341,0,0.0332264336638195,0,0,0.0117485113769149,0,0,0.20955044673796,0,0,0,0,0.115046296003038,0,0,0,0,0.0640632394756413,0,0,0,0,0,0,-0.000208895092122968,0,0,0,0,0,0
X000063.SZ,0.0097085084789007,0,0.0271245267509917,0,0,0,0,0,0,0,0,0,0.131977465090295,0,0,0,0,0,0,0,0.143721333290103,0,0,0,0,0,0,0.0685557064449809,0,0,0,0,0.0652400044264179,0,0,0,0,0,0,0,0,0.031599440818963,0,0,0,0,0,0,0,0,0,-0.000611932254348249,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0599060850460279,0,0,0.0156259714235074,0.0391430896421543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0696839342291304,0,0.138011089188716,0.173867047631625,0,0.0187459416727904,0,0,0,0,0,0,0,0.0394618029826111,0,0,0,0,0,0,0.0190152799405914,0,0,0,0,0,0
X600276.SH,0,0.00615040857599092,-0.0595521913572386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00324169068276593,0,0.0297181839176483,0.0359737872460205,0.0336000105700868,0.0733284584657166,-0.0280746997039062,-0.0700235712145616,0,0,0,0,0.0385835710823657,0,0.0640959883219376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230277855681289,0.0285503641026334,0,0,0,0,0,0
X600690.SH,0,0,0,0.0165786028514807,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102885709889606,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132260337706577,0.0555203262740864,0.154196662846518,0.11008732158832,0,0.0300709134708607,0,0,0,0,0.0953703265631679,0,0,0,0,0,0.118989545738346,0,0,0,-0.0239885009155706,0.00317275610698224,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.0173175704495645,0,0,0,0,0,0.146619509932261,0,0,0,0,0.129007363680647,0.0356185250109015,0.139615894285787,0,0,0,0,0,0,0,0.00125644241545769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0361839940328763,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0.110734805211945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318497905208935,0,0,0,0,0,0,0,0,0,0,0.0283028458095601,0,0,0,0,0,0
X600372.SH,0,0,0,0.140152094570964,0,0,0,0,0,0,0,0.258410945761074,0,0,0,0,0,0,0,0,0.0415491747453508,0,0,0.0449062307741734,0,0,0,0,0,0.0372825721678479,0,0,0,0.0220416064635395,0,0,0,0,0,0,0,0,0.032628702213255,0,0,0,0.104415099320734,0.0123792190079949,0,0,0,-0.00929468929646326,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.440188185540433,0,0,0,0,0.0610426989464646,0,0,0,0,0,0,0,0,0,0.108723978172743,0,0,0,0.00911547743524817,0,0,0,0,0,0,0,0,0,0,0,0,0.014561861773565,0,0.130661965394959,0,0,0,-0.0166346604011774,0.0134571589932668,0,0.0257142841125214,0,0,0,0
X000338.SZ,0,0,0.0114505935706093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206014300153231,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0978883535864061,0,0,0,0,0,0,0,0,0.0280849058770915,0,0.0488079616333509,0,0,0,0,0,0,0,-0.00279482534287061,0.0281231075819242,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0.0170657341844801,0,0,0,0,0,0,0,0,0.0858251578028703,0,0,0,0,0,0.0310506113008067,0,0,0,0.0323938630385045,0,0,0.0584116314952295,0.0699561217037403,0,0,0,0.0485007028610303,0,0,0.0604182392545364,0,0,0,0,0.209747492502737,0,0,0.0299060826484328,0,0,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0.243910307789819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190389511115482,0.0620099736903677,0.0874893047305567,0,0,0,0,0.0140272285454557,0,0,0,0,0,0,0,0,0,0.0673844785482385,0,0,0,0,0.109792720089786,0,0,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0.0517675140183538,0,0,0,0,0,0,0,0.34510184346496,0,0,0,0.163326248577278,0,0,0,0,0.0634865490229497,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150011894998061,0.079371016487067,0,0,0,0,0,0.104289036043509,0,0.010639232858557,0,0,0,0,0,0,0,0,0.024599284322777,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0.109905383494518,0,0,0,0,0,0,0,0,0,0,0,0,-0.0227907818834898,0,0,0,0.0378070291423547,0,0,0,0,0.0182843169760008,0,0.023338961827646,0,0,0,0,0,0,0,0,0.151550854461236,0,0,0,0.0959956242727104,0,0.106774506349008,0,0,0,0,0,0,0,-0.0326547259154737,0,0,0,0,0,0,0
X600089.SH,0,0,0,0.0412903870441068,0,0,0,0,0,0,0,0.395895987942607,0,0.215351934411926,0,0,0,0.0788390072375817,0,0,0,0,0,0,0.00306285124831744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0293754348101829,0,0.0280355030168929,0,0,0,0,0,0.0268923316901948,0,-0.0185699973819908,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0.151064096539264,0,0,0,0,0,0,0,0,0,-0.137161258655588,0,0,0,0,0.183784706858353,0,0,0,0,0,0,0.0775348947432296,0.0598868460399408,0.120758834471583,0,0,0,0,0,0,0.0880714723681283,0,0,0,0,0,-0.0199345101202618,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0291736226820991,0,0,0,0,0,0
X002241.SZ,0,0,-0.00831105799005769,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0742069679451528,0,0,0.141508679480891,0,0.0284289276841247,0,0,0,0,0.06167535439213,0.265102297451208,0,0,0.0225974538026805,0,0,0,0,0,0,0.0403916212666607,0,0,0,0.0151870905310905,0,0,0,0,0,0,0,0,0,-0.0242695434991784,-0.014590906385498,0,-0.0728190548050701,0,0,0,0
X600177.SH,0,0.0966540515951149,0,0,0,0,0,0.203349162745502,0,0,0,0,0,0,0,0,0,-0.00887400430036773,0,0.0243157608688585,0,0,0,0,0,0,0,0,0,0,0,0.143362979996859,0,0,-0.152984780733686,-3.46944695195361e-18,0,0,0.0963683597350297,0,0,0,0,0.112399694656944,0,0,0,0,0,0,0,0,0.0194858577285537,0,0,0,0,0,0
X600582.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0475712806147316,0.0135516045775271,0.133650620928719,0,0,0.294184060762204,0,0,0,0,0,0,0,0.130247941702475,0.0045162141321895,0,0.240546733551487,0,0,0,0,0.0690895458798063,0,0,-0.0154051916039481,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0.0612391350643755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0530213283924746,0.0442779942041029,0,0,0,0,0,0,0,0,0,0,0,0.171255437468214,0,0,0,0,0,0,0.0283536184264431,0.0908249171356528,0.0250592920623732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000800.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0464952181847284,0,0,0,0,0,0,0,0.00976144644604099,0.216314964211438,0.0499203494160723,0,0,0,0,0,0,0,0,0,0,0,0,0.0697627830121551,0,0,0,0,0,0,0,0,0,0,0.027959870955407,0,0,0,0,0,-0.0103853563931078,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0.215365308802254,0,0,0,0,0,0,0,0,0,0,0,0,0.275855387429893,0,0,0,0,0.022764619380634,0.0730238384867469,0,0,-0.0485767284266063,0,0,0,0.0857769595891733,0,0,0.227909054019652,0,0,0,0.123757305901055,0.0233222143463392,0,0,0,0,0,0,0,0,0,0,0,0,-0.0214624947853127,0.01129917337139,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0.0439851821084941,0,0,0,0,0,0,0,0,0,0.109036082561953,0,0,0,0,0.0965652863449524,0,0.0798593235822209,0,0,0,0,0,0.106287629726142,0,0,0.057003593076725,0,0,0,0,0,-0.0229892205248993,0,0,0,0,0.0465898273842576,0,0.0676689677800837,0,0,0,0.0879054068608858,-3.46944695195361e-18,0,0,0,-0.0171662711530324,0,0,0,0,0,0
X601877.SH,0,0,0,0.0124207990538889,4.33680868994202e-19,0,0.0326335776541301,0,0,0,0,0.163898429678901,0,0,0,0,0,0,0,0,0,0,0,0,0.103529091117755,0,0,0,0.0533559088205665,0,0.0584577616253442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872140135533016,0,0,0,0,0,-0.0360993422948154,-0.0194754567716228,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0.173084152894026,0,-0.0869621939009079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0729106200790168,0,0.0573881569773097,0,0,0,0,0,0,0.00274773132662487,0,0.0178878833500654,0,0.0680381077152551,0,0,0.166654070871045,0,0,0,0,0.0877144794341251,-0.105107941420874,0.24238359105768,0.154158218239047,0,-0.0209170918455133,4.33680868994202e-19,0,0,0,0,0,0
X000581.SZ,0,0,0,0.0608216153898758,0,0,0,0,0,0,0.00433737350626139,0,0.141562635127842,0,0,0,0,0.0181133066858043,0,0,0,-0.0255211931073538,0,0.0623837001124324,0,0,0,0,0,0,0,0,0,0,-0.156290337378289,0,0,0,0.178557314204096,0,0,0,0,0.163501511549334,0,0,0,0,0.0806563432934857,0,0,0,0.0233819089500197,0,0,0,0,0,0
X000623.SZ,0,0,0.0447291177891935,0.03747201791019,0.132710251016785,0,0,0,0,0,0,0,0,0,0,0.275429664383646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268597389616929,0,0,0,0,0,0.101107511540915,0,0,0,0,0,0,0,0,0,-0.00669227733936036,-0.0382375540100503,0,0,0,0,0,0
X002475.SZ,0,0,0,0.0582011842592756,0.170328107814623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109318869525744,0,0,0.00349515934934915,0,0,0,0,0.0643618400886179,0,0,0,0,0,0,0,0,0,0,0.0165941847991901,0,0,0,0,0,0.128038890346176,0,0,-0.00478093364427426,0,0,0,0,0,0
