,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000063.SZ,X000625.SZ,X600118.SH,X600690.SH,X600703.SH,X000100.SZ,X600031.SH,X600271.SH,X600372.SH,X002292.SZ,X002236.SZ,X000157.SZ,X002241.SZ,X000338.SZ,X600741.SH,X600089.SH,X600066.SH,X002475.SZ,X000559.SZ,X600177.SH,X601877.SH,X002129.SZ,X000547.SZ,X000016.SZ,X002465.SZ,X600435.SH,X300124.SZ,X000568.SZ,X600839.SH,X300003.SZ,X600582.SH,X002294.SZ,X600252.SH,X002498.SZ,X002276.SZ,X002179.SZ,X000066.SZ,X002456.SZ,X000977.SZ,X002008.SZ,X000550.SZ,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.118186113351341,0,0,0,0.0392584502783881,0.107664443075165,0,0.158577698319945,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0419828353825117,0,0,0,0,0,0,0,0,0,0,0,0.0408272018648096,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0403468863502131,0,0,0.0138892574623766,0.0139625647416593,0,0,0,0,0,0
X600104.SH,0.280777169743703,0,0,0,0,0,0.3451241027161,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.00636258106314419,0,0.0489778494192593,0,0.0331020525981878,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0592738105137046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00964528319587353,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0295650258769162,0,0,0,0,0,0.122050486600683,0.0364686851599965,0,0,0,0,0.0709550958821735,0,0,0,0,0,0,0.0453822023080061,0,0,0,0,0,0,0,0,0.413824277986392,0,0,0,0,0,0,0,0.024532374942115,0,0,0,0,0,0,0,-0.0226175583963746,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160358274031631,0,0,0,0,0,0,0,0,0,0,0.160036947978334,0,0,0,0,0.197225394897286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122696908323629,-0.0460925435148254,0,0,0,-0.00893512272375034,0.0249705782553368,0,0,0,0,0,0
X000725.SZ,0,0,0.0529974621492707,0,0,0,0,0,0,0,0.148189255672969,0,0.175641488868018,0,0.0826783750423156,0,0,0,0,0,0,0.0239776713831817,0,0,0,0,0.0702389316228333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0848646488865111,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.238779322276431,0,0,0,0.0575409925929545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0151955372764119,0.118579187350471,0,0,0,0,0,0,0,0.557251949846826,0.0546978589360185,0,0,0,0,0.0113252776981149,0,0,0,0,0,0,0,0,0,-0.00997134162707582,0.0111524197026362,0,0,0,0,0,0
X002304.SZ,0,0.0199153431611389,0,0,0,0.346735935375251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0774068807867081,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207478556351482,0,0,0,0,0.0212478501456993,0,0,0,0,0,0,0,0,0,0,0,0,0.0214829600270066,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.118409289094613,0.141826101137903,0,0,0,0,0,0,0,0,0,0,0,0.184258511661856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059735926062383,0.119483764756593,0,0,0,0.000654954633206763,0,0,0,0,0,0
X000063.SZ,0,0,0,0.019941590675779,0,0,0,0,0,0.0177544958460355,0,0,0,0,0,0.10496109464998,0.0784734776530163,0,0,0,0,0,0.090029390612754,0.398464746160677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0694222220736068,0,0,0,0,0,-0.0267041084820819,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0.0495294097075009,0,0.0234112592103595,0,0,0,0,0,0.129025632646463,0,0.0192484387267058,0.0856569060502477,0,0,0.0174268071503959,0,0,0.255702063349405,0,0,0,0,0,0,0,0,0,0,0,0,0.094398125343493,0,0,0,0,0,0,0,0,0,0,0,0,0.00882086477862621,0,0,0,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0.0469664972039753,0,0,0,0,0,0,0,0,0,0,0,0.258635268223375,0,0,0,0,0,0.0593947630141369,0,0,0,0,0,0,0,0,0,0.0567749978918669,0.471191672995156,0.0157683271841804,0,0.0880694676249681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126379709646867,2.71050543121376e-20,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.12962561338857,0,0,0.0753566896321145,0,0,0,0.0292297767861412,0,0,0,0,0,0,0,0.164471255549293,0,0,0,0,0.0281399604678931,0,0,0,0,0,0,0,0.152229354515315,0,0,0,0,0,0,0,0,0.00184742547532855,0,0,0,0,0.0256832519990526,0.138228243788386,0,0.0152247876109988,0.0311824523883936,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0.178289851861974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0948668032838429,0,0,0,0,0,0,0,0,0.0544109146555564,0,0.0498152854616107,0,0,0,0.186713296591721,0,0,0,0,0.176661769978921,0.0572381632468286,0,0,0,0,-0.0100024443825643,-0.0198664223315073,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217522932172831,0,0,0,0,0.108312959456084,0,0,0.114500025733597,0,0,0,0,0.121619978184962,0,0.0367219823011245,0,0,0,0,0,0,0.0690876681080804,0,0,0,0,0,0,0,0,0,0,0.0592683738980643,0.12454121585592,0.0109355826239847,0,0.00119188661624745,-0.000888990908965055,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.0999328309178855,0,0,0,0,0,0.163333575631269,0,-3.46944695195361e-18,0.0294865106052108,0,0,0.150741654849594,0,0,0,0.180759256560564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0410988484846435,0,0,0,0,0,0,0,0,0,0,-0.0102389842648321,-8.67361737988404e-19,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0.185761164378011,0,0.120333662473978,0,0,0,0,0,0.0672079730821469,0,0,0,0,0,0,0.0109316034711577,0,0,0.14473779977255,0,0,0,0,0,0,0,0,0,0.0518244239736215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0153529966348098,-0.0275245758281731,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0.156866036552989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254454730378598,0,0,0,0,0,0,0.123712082968725,0,0,0,0,0,0,0,0,0,0.0295650109449344,0,0,0,0,0,0.031739845428567,0,0,-0.00322158351232529,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0.00883518026733723,0,0,0,0,0.143816513881134,0.0322321988262414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231340026428183,0,0,0.244400709734305,0,0,0,0,0,0,0.000654350471582609,0,0.0410597555234652,0,-0.00584607238994849,0,0,0,0,0,0,0
X000157.SZ,0,0,0.218455277146173,0,0,0.191287250423027,0,0,0,0,0,0,0,0.0912266235773457,0.425025063599367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00224314256039585,0.0162366811162228,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0.277577282289156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240663328064583,0,0.089030797572882,0.120301625089322,0.0584161441066504,0,0,0.0141440233556645,0,0,0,0,0,0,0,0,0,0,0.0989013015858347,0.0286416578107202,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0.190021976549159,0,0,0,0,0.051690452426238,0,0,0,0.0763646455633078,0,0.00432384079855028,0,0,0.217577101572607,0,0,0,0,0,0,0.0171501279146548,0,0,0,0,0,0,0,0,0,0.0792712585031848,0,0,0,0,0,0,0,0,0,0,0,0,0.12183145685587,0,0,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0.179651566506119,0,0.0418113156453326,0,0,0,0.0645601885460544,0,0,0,0,0,0.237340204626294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09199862558115,0.210339744286965,0,0,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0.360341851372789,0,0,0,0,0,0,0.00112797118142324,0.14638904643694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0707210656968353,0,0.00903823213486736,0,0,0,0,0,0,0,0,0,0,0,0.112709602361976,0,0,0,0,0,0,0,0,0,0,0
X600066.SH,0,0.327746678483893,0,0,0,0.0144121917084068,0,0.292110361923344,0,0,0.048463521507606,0,0,0.157119821627439,0,0,0,0,0,0,0,0,0,0.120147570509992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0701888737806498,0,0,0,0,-0.00456462910225713,0.00459316328045959,0,0,0,0,0,0
X002475.SZ,0,0,0.178542084676763,0,0,0,0,0,-0.0691065139599253,0,0,0,0,0,0,0,0,0,0,0.0953240650293202,0,0,0,0,0.169522491756784,0,0.0693692111511757,0,0,0,0,0,0,0,0.0891383541679066,0,0.0930065029753272,0,0,0.16066390224307,0,0,0,0,0,0,0,0,0,0,0,-0.0157067386699223,0.00432876636341242,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323616679312585,0,0.284362180678882,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0691228460230033,0,0,0,0,0,0.142347633531397,0,0,0,0,0,0,0,0,0,0,0,0,0.0745291780970375,0,-0.0179703634697611,0,0,0,0,0,0,0
X600177.SH,0,0,0,0.150147475810463,0,0,0,0.211472412923517,0,0,0,0,0,0.0853790549226964,0,0.0250497252416865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0786203245497213,0,0,0,0,0,0,0,0,0,0,0,0,0.172244488916889,0,-0.00573559223268948,-0.0182070099654644,0,0,0,0,0,0
