,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600690.SH,X600276.SH,X002475.SZ,X600104.SH,X002129.SZ,X000651.SZ,X300014.SZ,X000625.SZ,X300124.SZ,X600031.SH,X002371.SZ,X000725.SZ,X003816.SZ,X002049.SZ,X000596.SZ,X000063.SZ,X002241.SZ,X600089.SH,X000338.SZ,X600703.SH,X002179.SZ,X000661.SZ,X601877.SH,X600522.SH,X300142.SZ,X002074.SZ,X002180.SZ,X600460.SH,X000733.SZ,X600741.SH,X600884.SH,X000100.SZ,X600702.SH,X000799.SZ,X000157.SZ,X002176.SZ,X600584.SH,X600563.SH,X002236.SZ,X601799.SH,X002007.SZ,X600779.SH,X000800.SZ,X002414.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0552427340625868,0.0401993401239332,0.11058241173136,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0.0359889043859226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035026236163254,0,0.0658409498971065,0,0,0,0,0.0663940193397468,0,0.043105076059628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.376016109372806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045906733428716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208535290510888,0.0357923214076139,0,0.0531016170497796,0,0,0,0,0,0.0670887061867083,0,0,0,0.00123786995250778,0.048319668334408,0,0,0,0,0,0
X600809.SH,0.46815210377547,0.0321261461547797,0,0.0210937254936108,0.0989801700644986,0.0157271590033888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0521473474911991,0.138400138035481,0,4.33680868994202e-19,0,0,0,0,0.290334665097188,0,0,0,0,0.0361445180779954,0,0,0,0,-0.00422859645002344,0,0.203279374398559,-0.0156714913995147,0,0,0,0,0,0,0
X000568.SZ,0,0,0.199500615958348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39719985753624,0.0109278925885266,0,0,0,0,0,0,0,0,0,0,0,-0.00425020933860246,0,0,0,0,0,0,0
X002415.SZ,0,0,0.106662832576155,0,0,0,0,0,0,0,0.0861971358213987,0,0,-0.142496417161443,0,0,0,0,0,0,0,0,0.0319269472418508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.850689398726779,0,0,0,0,0,0,0.0331317085959878,0.0658617710756353,0,0,0,0,0,0
X002304.SZ,0,0.0689000113099969,0.0208921903057494,0.101170298381703,0,0,0,0,0,0,0,0,0,0,0,0,0.0942838220766114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25569661111586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0171252283316642,0,0
X600690.SH,0,0,0.0757071545006195,0,0,0,0,0,0,0,0,0.232372198754234,0,0,0,0,0,0,0,0,0,0,0,-0.0743409429784018,0,0,0,0,0,0,0,0,-0.0449927580617651,0,0,0,0,0,0.210376319515464,0,0,0,0,0,0,0,0,-0.035562655734723,0,0.18867286768879,0,-0.00558577399918565,0,0,0,0,-0.0698151284816872,0,0
X600276.SH,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0854192359915307,0,0,0,0,0,0,0,0,0,0,0,0.238664674637611,0,0,0,0,0,0,0,0,0,0,0,0,0.103384837397757,0,0,0,0.0535179558005682,0,0,0,0,0.239727725005021,0,0,0,0.0584009825912661,0.0159017821722086,0,0,0,-0.000366940577149328,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0.125185996153291,0,0,0,0,0,0.245843345372025,0,0,0.11669775796861,0,0,0,0,0,0,0,0,0,0,0,0,0.0357157783257439,0,0,0,0,0,0,0,0,0,0,0,0,-0.0212423720265232,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114683171123288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031272990451003,0,0,0,0.192997612321947,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.05228730548137,0,0,0.0326629284109384,0,0,-0.00135608859558148,0,0,0,0,0.0142540392840983,0,0
