,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X000625.SZ,X002304.SZ,X600276.SH,X600690.SH,X000063.SZ,X600031.SH,X600372.SH,X000338.SZ,X002241.SZ,X000157.SZ,X600741.SH,X600703.SH,X600089.SH,X000100.SZ,X000581.SZ,X002236.SZ,X601877.SH,X000559.SZ,X000550.SZ,X600118.SH,X002475.SZ,X000050.SZ,X000568.SZ,X600066.SH,X002294.SZ,X600839.SH,X002456.SZ,X600271.SH,X002129.SZ,X000623.SZ,X000400.SZ,X300003.SZ,X000869.SZ,X300124.SZ,X002007.SZ,X600177.SH,X000800.SZ,X600867.SH,X002038.SZ,X000977.SZ,X002292.SZ,X600435.SH,X000970.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0,0.134130490858907,0,0,0,0,0,0,0,0,0,0.073934698829251,0.0163853082463527,0,0,0,0,0.0951583368520657,0.0391919966563664,0,0,0,0,0,0,0,0.00492613006011865,0.092125576435397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0690930613046245,0,0,0.0268062933961868,0,0,0,0,0,0
X600519.SH,0,0,0.0321085017676395,0,0.0355752830303226,0.204660530903799,0,0.108384308088157,0,0,0,0,0,0,0,0,0.195383832730966,0,0,0,0,0,0,-0.032795041063809,0,0,0,0,0,0,0,-0.134643350706447,0,0,0,0,0,0,0,0,-0.0765741422197208,0,0,0,0,0,0,-0.0795065858334734,-0.0447791833240595,0,0,0.0126199463789802,-0.0329631760874867,0,0,0,-0.0310327815758109,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258845407983129,0,0,0,0.124442469240799,0,0,0,-0.020126019679118,0,0,0,0,0,0,0,0,0,-0.097833897041004,0,0,0,0,0,0.0218163976725818,0,0,0,0,0,0,0,0.0145131274545302,-0.0148868021606179,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.015748893909495,0,0.255132262222538,0,0,0,0,0,0,0,0,0,0.0098206664578657,0,0,0.153683375188299,0,0.0634538591372741,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00258531789888974,0,0,0,0,0,0.0230717473895346,0,0.0621052646681045,0,0,-0.00529442415940517,0,-0.00431091507827521,0.00393743796460584,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.137665579347119,0.0398542511015143,0,0,0,0,0,0,0,0.24010362633712,0,0,0,0,0,0.0265420858165375,0,0,0,0,0,0,0.186398078140156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00174703699313309,0.1082480313837,0,-0.0068225387954631,0.0293596964641656,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.00447697412466666,0,0,0,0,0,0,0,0,0,0,0.0713641251499307,0.054128383078657,0,0,0,0.023042581289313,0,0,0,0.00478419559151613,0,0,0,0,0,0.149110938185633,0,0,0,0,0,0,0,0,0,0.0439332462977988,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0.144462280167408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0791006087848983,0.145437549492265,0,0,0,0.0417915902021973,0,0.0253788587420099,0,0.111959017300629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0951290816084901,0,-0.00823112813474343,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.401109812228669,0.0271896930947877,0,0,0,0,0.00917797980892838,0,0,0,0,0,-0.074573035080554,0,-0.0394537064385779,0,0,0,0,0,0,0,-0.163847220153085,0.232158609504679,0,0,0,0,0,0.105413194036729,0,0,0,0,0,0,0,0,0,0.132928220907535,0,0,0,0.0308198915459823,0,0,0.00794336095727594,0.0259988167434377,0,0.0143317474521061,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.147658747282882,0,0,0,0,0,0,0,0.157460526828295,0,0,0,0,0,0,0.0211333142475169,-0.00381780405165524,0,0,0.00832964900585564,0,0,0,0,-0.0654038313773214,0,0
X600690.SH,0.00359147489833504,0.158861152154284,0,0.246240075362038,0,0,0,0,0,0,0,0.104201484355415,0,0,0,0,0.0451219914159733,0,1.0842021724855e-19,0.162034542449879,0,0.0112953068152751,0,0,0,0,0,-0.0244090493663521,0,0,0,0,0,0,0.0966572450519064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0889233806387497,0,-0.0277265095267797,0.095202927786966,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0772411268993578,0,0,0,0,0.0716526708680852,0,0,0,0,0,0,0,0,0,0,0.129146372291413,0,0,0,0,0.0731530670026908,0,0.012773834853336,0.107681308868724,0,0,0,0,0,0,0,0.0204242667738377,0,0,0.00603323791625782,3.3881317890172e-21,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.0617628450723199,0,0,0.0491705693753872,0,0,0.164911372040762,0,0,0,0,0,0.0157846850667804,0,0,0,0,0,0,0,0,0,0,0,0.128165683697478,0,0,0,0,0,0.0850348269559444,0,0,0,0,0,0,0.0139781225691688,0,0,0,0,0.0183181342889299,-0.0103149062842765,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0.111908713360347,0,0,0,0,0,0,0,0,0.0475500331378591,0,0,0,0,0,0,0,0,0.167778439754665,0,0,0,0,0,0,0,0.148354798924444,0.150993540508086,0,0,0,0,0.149902705442679,0,0,0,0,0,0.125282737606437,-3.46944695195361e-18,0,0,0,0,0.00123284574730895,0.0730049262230818,0,0,0,0,0,0
X000338.SZ,0,0,0,0.143803949678992,0.0154786443384848,0,0,0,0,0.0604095220233754,0,0,0,0,0,0,0.0599625621286986,0,0,0,-0.0459774740029797,0.04428657098683,0.121635422352349,0,0,0,0,0.000288052758692332,0,0,0,0,0,0,0,0,0,0,0.156665904573633,-0.0756090063367574,0,0,0,0,0,0,0,0,0,0.123007589254751,0,-0.00109213169669782,0,0,0,0,0,0,0
