,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X002304.SZ,X600690.SH,X000651.SZ,X600104.SH,X000725.SZ,X300014.SZ,X300124.SZ,X600031.SH,X002371.SZ,X002129.SZ,X002241.SZ,X003816.SZ,X000063.SZ,X002049.SZ,X000338.SZ,X600703.SH,X000596.SZ,X601877.SH,X002179.SZ,X000625.SZ,X600460.SH,X600741.SH,X000100.SZ,X600089.SH,X300142.SZ,X000661.SZ,X002074.SZ,X002180.SZ,X600702.SH,X600884.SH,X600522.SH,X000157.SZ,X000733.SZ,X002236.SZ,X000799.SZ,X002414.SZ,X002008.SZ,X600584.SH,X600779.SH,X600563.SH,X000977.SZ,X002007.SZ,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.602776643016368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566458152514736,0,0,0,0,0,0,0,0,0,0,0,0.0777508488285688,0,0,0,0,0,0,0,0,0,0.0131951986602605,0,0,0,0,0,-0.0140508166317038,0,0,0,0,0,0,0
X000858.SZ,0.0948081660583688,0,0,0,0.233019293254332,0.0400052231183137,0,0.0458002530170304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0585246542724331,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.105522997777351,0,0,0,0,0,0.0601273868028415,0,0,0,0,0,0,0,0,0,0.00753601418802307,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0217644667282177,0,0.071532654180537,0,0,0,0,0,0,0,0.0382765579009217,0,0.0331699011972496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226060690057302,0,0,0,0,0,0,0,0.199750170395291,0,0,0,0.00536981097088608,-0.00373613150352185,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.117624044675888,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.100036626956142,-0.175356785953898,0,0,0,-0.0823646292368867,0,0,0,0,0,-0.104459698166354,0,0,0,0,0,-0.0489245857479559,0,0,0,0.122920449917693,0,0,0,0.15395469676981,-0.000294106348921252,0,0,0,0.0484364016547883,0,-0.00323523207835818,0,0,0,0,0,0
X000568.SZ,0.267083525124354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149146476900522,0,0,0,0,0,0,0,0,0.00746728772472759,0,0,0,0,0,0,0,0,0.198195056504743,0,0,0,0.139762907050874,0,0.0724745578896135,0,0,0,0.0134622973127202,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349440413616983,0,0.284488055951007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0386117225076309,0,0,0,0,-0.000654381384458058,0,0,0,0,0,0,0,0,0,0,0,0,-0.0418195151295738,0,0,0,0,0,0,0
X600276.SH,0.108983819263326,0,0.0642281520735841,0,0,0,0,0,0.249920592948179,0,0,0,-0.105936076440609,0,0,0,0,0,0,0.312701872170675,0,0,0,0,0,0,0,0,-0.0589151871690378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0167236718339067,0,0,0,-0.020901903497999,0,0
X002304.SZ,0,0.0620626607262582,0,0,0,0,0,0,0,0,0,0,0.0856856109362107,0.0175144137442993,0,0.038723008555432,0,0,0,0,0,0,0,0.183037901146996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137862189232906,0,0.0837522454214974,0,0,0,0,0.0349348064374948,0,0,0,0.0489200581424144,0,0
X600690.SH,0,0.140544120174317,0,0,0,0,0.207161685514138,0,0,0,0,0,0,0,0.0481113028168201,0,0,0,0,0,0,0.127362933394026,0,0,0,0,0,0.0410872299354886,0,0,0,0,0,0.218953530875134,-0.0373461753579348,0,0,0.0453944857699406,0,0,0,0.0478444900563128,0,0,0,0.046467582222982,0,0,0,0,0,0,-0.00236256298419297,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0369262555289983,0,0,0,0.00627846001786164,0,0,0,0,0.132230928181855,0.115721525943973,0,0,0,0,0.0776034466665565,0,0,0,0.0218423256153015,0,0,0,0,0,0.0767089808546485,0,0,0,0,0,0,0,-0.0152098433446222,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0145520184195881,0,0,0,0,0.00920509393338738,0,0
X600104.SH,0,0,0,0,0,0.0297573400403649,0.0212935973765746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0954316906252764,0,0.0304419992974291,0.142234985822769,0,0,0,0,0,0,0,0,0.0908482959521369,0.00135395739057643,0,0,0,0,0,0,0,0,0,0,0,0,0.0101051507412814,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0.0102894630535897,0,0.0391500268327404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114334350531535,0,0,0.25487284804495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440043336302366,0,0,0,-0.0201766491104877,0.0321347781100533,0,0,0,0.0257247613334757,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0929945218117742,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.211757403001875,0.348868996104186,-0.0390875710394718,0,0.102988036032069,0.110535160230302,0,0,0,0.30843107655468,0,0,0,0.200388808201595,0.0622117891257055,-0.25565186357217,0,0,0.0371722081910562,0,-0.0329198085957824,0,0,0,-0.046655409738003,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128475192716687,0,0,0,0,0.0447035164439373,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.0202429394248245,0,0,0,0,0.17429912982129,0,-0.0446087008513226,0,0,0,0,0.127990574854469,0,0,0,0,0,0,0,0,0.0162928825798019,-0.00578975836527898,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.0682874480885168,0.107079902442844,0,0,0,0.035174725934691,0,0,0,0,0,0,0,0.272848760522923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000663804603663035,0,0,0,0,0.188559590801208,0,0,0,0,0,0,0,0,0,-0.00538820244249099,0,0,0,0.0424192683920038,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283806219399674,0,0,0,0.453443510774112,0,0,0,0,0,0,0,0,0,0,0,0.235309756137437,0,0,0,0.149963712257438,0,0,0.0230684291895484,0,0,0,0.17834049235353,0,-0.0686382377715985,0,0,0,-0.140431017863607,0,0
X002129.SZ,0.103505700017727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606480146810971,0,0,0,0,0,0,0.194399212834687,0,0,0,0,0,0,0,0,0,0,0.0910246360800954,0,0,0,0,-0.102881531354893,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0551877053055687,0,0,0,-0.162053686182702,0,0
X002241.SZ,0,0,0,-0.0803202167144836,0,0.530052949030235,0,0,0,0,0,0,0,0.0287605391544165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0729743108706359,0.0487069404056603,0,0,0,0.00146691620988402,0,0.242985421412523,0,0,0,0,0,0,0,0,0.0359274284538517,0.160633113802634,0,0,0,0,0.0161627499696216,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140781497842643,0,0,0,0,0.0577798772208265,0,0,0,0,0.0433489317252883,0.160976818768218,0,0,0,-0.049851465307338,0,0,0,-0.104797673129041,0,0,0,0,0.134186243756045,0,0,0,0,0,0,0,0,0,0,-0.0368536835130708,0,0,0,-0.074800784315815,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233992287728565,0.118651539783715,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0374713138819015,0.187344048251112,0.0931140494158942,0,0.0842024198543813,0,0,0,0,0.052163658957284,0,0,0,0,0,0,0,0,0,0.183264708967807,0,0,0,-0.000547563523311572,-0.00484365133055631,0,0,0,0,0,0
X002049.SZ,0,0,0,0.0539206268269864,0,0,0,0,0,0,0,0,0,0,0,0.135196293557129,0,0,0,0,0,-0.00167922430025074,0,0,0,0,0,0.273913869987206,0,0,0,-0.135361991231646,0,0,0,0.138956251581969,0,0,0,0.0374538801270864,0,0,0,0,0,0,0.0341799833347463,0,0,0,0,0,-0.0678853925909473,0,0,0,-0.0887544610096541,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205777148794745,0,-0.0354690507149248,0.153924414413908,0,0,0,0,0.145558313165648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0546387909276917,0,0,0.0374484553044555,0,0,0,0,0,0.0566386515195213,0,0,0.0860348442982631,0,0,0,0,0,-0.0332075154260944,0,0
