,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600690.SH,X600276.SH,X000568.SZ,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X002371.SZ,X300124.SZ,X000725.SZ,X002304.SZ,X000338.SZ,X600031.SH,X000625.SZ,X000596.SZ,X000063.SZ,X000100.SZ,X300014.SZ,X600089.SH,X002179.SZ,X000157.SZ,X600703.SH,X002463.SZ,X000921.SZ,X600372.SH,X002028.SZ,X002241.SZ,X600066.SH,X002236.SZ,X000977.SZ,X600522.SH,X600741.SH,X600183.SH,X601877.SH,X002129.SZ,X002049.SZ,X600584.SH,X000661.SZ,X000800.SZ,X002223.SZ,X002180.SZ,X600487.SH,X002074.SZ,X600177.SH,X002156.SZ,X600060.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.189977511861654,0,0,0,0,0,0,0,0.0151521806214009,0,0,0,0.0866834793714259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00213548066406978,0,0,0,0.0445333453935625,0,0,0,-0.0139699276066247,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.268944160426425,0,0.0108594301516718,0,0,0,0,0,0.150060003291054,0,0,0,0.109606692440053,0,0,0.0314017494633661,0,0,0,0,0,0,0,-0.0086585740141194,0,0,0,0,0,0,0,0,0,0,0.0474780834488654,0,0,0,0,0,0.0110191329773675,0,0.00424142772561763,0,0,-0.00671845150429661,-0.0150602925057629,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.00999736838287526,0,0.0646985856163577,0,0,0,0,0,0.226840360466691,0,0,-0.00347494574100656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154097295766925,0.0136589019406355,-0.0614394749062289,0,0.0317009150027524,0,0,0.0959830827024632,0.012295793208791,0,0.105939010952111,0,0,0,0,0,-0.018088468511768,0,0,0.019309346409152,-0.0315106603021177,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.230857825516035,0,0,0,0,0.0458999546579506,0.183693827670907,0,0,0,0,0,0.109196279931361,0,0,4.33680868994202e-19,0,0,-0.0601048443716558,0,0,0,0,0,0,0,0,0,0,0,-0.034751139203503,0,0,0,0,0,0,0,0.0352359946080196,0,0,0,0,0,0,-0.0648520133676429,-0.0151961723053107,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.0178394478713842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279477200965341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0898204085298887,0,0,0,-0.000562591579735145,0,0,-0.0168532321994898,0.000756225266794013,0,0,0,0.106031150712981,0,0
X600276.SH,0,0,0,0,0,0,0,0,-0.0175159456795406,0,0,0,0,0,0,0,0,0,0,0,0.107821813596655,0.113964845904415,0,0,0,0,0,0,0,0,0,0.0777508389230256,0,0,0,0,0,0,0,-8.67361737988404e-19,0.177656240161521,0,0,0,0,0,0,0,0,-0.049332312519493,0,0.0511539680452611,0,-0.0751448748981124,0,0,0,0,0
X000568.SZ,0,1.0234627217243,0,0.107447351830285,0.0712846714006736,0,0,0,-0.0454894707155025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0972563672002711,0,0,0,0,0,0,0,0,0,0,0,-0.00886900286382893,0,0,0,0,0,0,0,0.0989213754531784,0,-0.00657888252031006,0,0,0,0.0150039381831097,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.137061371272168,0,0.0786120117505002,0,0,0,0,0,0.0709929393514927,0,0,0,0,-0.193053413635738,0.0395565386868733,0,0.0466766390831272,0,0.0703359575323557,0,0.0699502416348532,0,0,0.194669545736797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0048797213695548,0.116697150602531,0,-0.00448082664627312,-0.0146791625163775,0.00761053728975559,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00948812034564214,0,0,0,0,0,0,0,0,0.161447084238036,-0.0544252571840945,0,0,0.290007598382699,0,0.0910771130109117,0,0,0,0.0498744865551044,0,0,0.103751408712237,0,0,0,0,0,0,0,0,0.0154342025466731,0,0,0.086634665377639,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,-0.0440888054214114,-0.295177814235498,0,-0.0192934186733358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0821223601772588,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0895576626950557,0,0,-0.00953790237707166,-0.0692718902216655,0,0,0,0,0,0
