,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X600104.SH,X300124.SZ,X003816.SZ,X000725.SZ,X000625.SZ,X000596.SZ,X002371.SZ,X600031.SH,X000063.SZ,X000338.SZ,X300014.SZ,X002179.SZ,X002129.SZ,X600703.SH,X000100.SZ,X600089.SH,X002236.SZ,X600372.SH,X002049.SZ,X002241.SZ,X600741.SH,X000661.SZ,X000157.SZ,X600584.SH,X600522.SH,X601877.SH,X000800.SZ,X000977.SZ,X601799.SH,X002007.SZ,X002074.SZ,X600183.SH,X300142.SZ,X002028.SZ,X600702.SH,X002463.SZ,X600418.SH,X000066.SZ,X002180.SZ,X000733.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.315950563697885,0,0,0,0,0,6.93889390390723e-18,0.192720211496903,0,0,0,0.00363978360820552,0,0,0,0,0,0.0431207298920789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01641861749443,0,0,0,0,0,0.0537193112017326,0.0253393094528748,0,0,0,0,0,0,0.00571420581088602,0,0,0,0,0,0,0
X000858.SZ,0.0885200381592845,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137137718408798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00297612735385856,0,0,0,0,0,0.144729273850227,0.204806033018245,0,0,0,0,0,0,0,-0.00361918729345318,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165882964605727,0,0,0,0,0,0.0957849275463419,0.00399984562503319,0,0,0.189296603867367,0,0,0,0,0,0,0,0,0,0,0.0161668361234904,0,0,0,0,0,0,0.0275702045988366,0,0.113438372815143,0.0893265434888218,0,0,0,-0.0103683234216015,0,0,0,0,0,0,0
X000568.SZ,0.143919309447383,0,0,0,0.136636212963617,0.0199929518560889,0,0,0,0,0,0,0,0,0,0.297971676020569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127240982914743,0.0144655504525095,0,0,0,0,0,0.0184112761964045,0,0,0,0,0,0,0
X600809.SH,0.0761938798120756,0,0,0.499607458486714,0,0,0.0514144008345824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0928670753032626,0,0,0.0120157714277497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131019382590118,-0.00130368849970155,0.0343091004455822,0,-0.172799967649596,0,0,-2.16840434497101e-19,-0.0152715501575872,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.121428958281769,0,0,0,0,0,0,0,0,0,-0.298432909878377,0,0.0640331711498713,0,0,0,0.0725399398558872,0,0,0,-0.139476052460973,0,0,0,0,0.409810925752554,0,0,0,0,0,-0.0419572753811291,0,0,0,0,0.0876733453897433,0,0,-0.0609246544003961,0,0,0,0,0,-0.0141910016128623,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.0127928054525116,0,0,0,0,0,0,0,0,0.0882250490013277,0,0,0,0.10979857123061,0,0,0,0,0,0,0,0,0,0,0.243935357179916,0,0,0,0,0,0,0,0,0,0,0,0,0.0850766244381052,0,0,0.187978993129872,0,0,0.0316467469674326,0,0,-0.0688106302514406,0.0956611812040283,0,0,0,0,0,0
X600690.SH,0.0865378036299378,0,0.00200767258126567,0.0127974755543523,0.0603139157855645,0,0,0,0,0,0,0,0,0,0.0231622864144264,0,0,0.10580559523016,0,0.0849769982498393,0,0,0,0,0,0,0.0170714026761104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109606796164982,0.0409257668268402,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,-0.045486138256806,0,0,0,0.156170077096424,0,0,0,0,0.0275400541751555,0,0,0,0,0,0.160494614532477,0,0,0,0,0.00209917060025704,0,0,0,0,0,-0.0272175418409801,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124319521384101,0.0402287841689591,0,0,0,0,0,0,0,0,-0.0114368730054867,0,0,0,0,0,0
X002304.SZ,0,0.34222268719044,0,0.147936802214003,0,0,0,0,0,0,0,0,0,0,0.0725909207716646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253994846304822,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0705829769708033,0.00314594001800522,0,-0.0106736100147236,0,0,-0.0374395885634759,0.0213843892571544,-0.047375216605437,-0.0267447908482448,0,0,0,0,0
