,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X600741.SH,X000568.SZ,X600066.SH,X002475.SZ,X002241.SZ,X000100.SZ,X000338.SZ,X600118.SH,X600271.SH,X002236.SZ,X601877.SH,X002085.SZ,X000157.SZ,X600177.SH,X600372.SH,X002456.SZ,X002007.SZ,X300124.SZ,X600699.SH,X300003.SZ,X002294.SZ,X000559.SZ,X600089.SH,X002292.SZ,X600867.SH,X600522.SH,X002180.SZ,X002074.SZ,X002426.SZ,X002508.SZ,X002506.SZ,X000536.SZ,X002465.SZ,X600498.SH,X000623.SZ,X000547.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.00860672535442979,0,0.230046143204555,0.0501364490245345,0,0,0,0.0398872230909967,0,0,0,0,0.0779240317097096,0,0.0718472527913577,0,0,0.000549091357975936,0,0,0,0,0.052887974895764,0,0,0,0,0,0,0,0.0031348661938632,0,0,0,0.0280606312891398,0,0,0,0,0,0,0,0,0,0,0.0479951004839951,0,0,0.000928644077031335,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0167984253350435,0.938301985937968,0,0,0,0,0,0,0,0,0,0,-0.0577181940113151,0,0,0,-6.93889390390723e-18,0,-0.146327775340131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0367099881525792,0,0,-0.00554642729143731,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.341433796837328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110884967711554,0,0,0,0,0,0,0.169120316086947,0.35903325155528,0,-0.0549994072772978,0,0.0404737539857256,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.124708639977818,0,0,0,0,0.0657398579979761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0712452168014,0,0,0,0.210691508825919,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0202302119305329,0.0123203593633963,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.209516862726495,0,0,0,0.0172606721040191,0,0.319998973642715,0,-0.0325336002883915,0,0,0,0,0,0,0.103364097153922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00138845061399677,0.0101521867978804,0,0,0,0,0,0
X000725.SZ,0,0,0.0504832960602743,0,0,0,0,0,0,0.0826630716832255,0,0,0.0371435122197974,0,0,0,0,0.0927043199781929,0,0.093394987695898,0,0,0,0,0.0630360137493502,0,0,0,-0.0738629544132285,0,0,-0.0333790520956985,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143694885386339,0,0.0356226874590962,0,0,0,-0.00518693948841104,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0410050485660895,0,0,0,0,-0.0776113464455988,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0283729574726942,0,0.0409885980937526,0,0,0,0.107246291371526,0,0,0,0,0,0,0,-0.00850932457437341,5.42101086242752e-20,0,0,0,0,0.0128585959120403,0,0,0,0,0,0
X002304.SZ,0,0.141328188053535,0,0,0.080086468293829,0,0,0,0,0.0300718994203422,0,0,8.75982277263269e-06,0.187032457018055,0.093660686007425,0,0,0.044117916015448,0,0,0,0,0,0,0,0,0,0,0,0,0.0449889706481958,0,0,0,0,0,0,0.0792512175446629,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,-0.00255867652680485,0,0.00524488902437079,0,0,0,0,0,0
X000625.SZ,0,0.119482714638708,0.152720564304903,0,0.046936006653824,0,0,0,0,0,0,0,0.0811835744895157,0.0943715260930675,0,0,0,0,0,0,0,0,0,0.0265423495084529,0.0143481517148998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0105890192672244,0,0,0,0,0,0,0
X000063.SZ,0.0132321337509284,0.00718091658541662,0.187187253371202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289240492824523,-0.0660509264990745,0,0,0.036436078250187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12227068539412,0,0,0.0969370430533734,0,0,0.0929399992009995,-0.0868731793721451,0,0,0,0,0,0
X600690.SH,0,0,0.185871682309689,0,0,0,0,0,0,0,0,0,0.00742710831276356,0,0,0.0277668482535408,0,0,0,0,0,0,0,0,0,0,0,0,-0.0564083160076439,0,-0.0506328226248087,0,0,0,0,0,0,0,0.0669990896176193,0,0,0,0,0.0283266082310328,0.0276692852371535,0,0,0,0,0,0.0167646193398915,-0.0205113046347741,0,0,0,0,0,0
X600703.SH,0,0,0,0.207103178132718,0,0,0,0,0.092017578169841,0,0,0,0.0211674837085204,0,0,0,0,0,0,0,0,0,0,0,0,0.21934868036002,0,0,0,0,0,-0.051169593644754,0,0,0,0.134493581327938,0,0.115531713439509,0,0,0,0.149009749034897,0,0,0.0736811319359332,0,0,0,0,0.226586310177651,0.0241778182944524,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0156484363981869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064279979316061,0.519259892252736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0859020327027976,0,0,0,0,0,-0.0157789485174834,0.0236477888395357,0,0,0,0,0,0
X600741.SH,0,0.401051218894576,0,0,0,0,0,0.126356245865358,0.104658349480803,0,0,0,0,0,0,0.0664980848512137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0681728677523429,0,0,-0.00731369154033854,-0.0089687071861511,0.00426008950162091,0,0,0,0,0,0
X000568.SZ,0,0,-0.0443872884102424,0,0.578333989146307,0.0316695881188144,0,0.155447926124602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046680988015133,0,0,0,0.087840779762013,0,0,0,0,0.118813961631463,0,0,-0.02602040614605,0,0,0,0.0346066210786005,0,0,0,0,0,0,0.0266199112888282,0,0,0,-0.0071780716554296,0,0,0,0,0,0
X600066.SH,0,0.0819766474446765,0,0,0,0,0,0,0,0,0,0,-0.0996834441466102,0.0624235731200385,0,0,4.33680868994202e-19,0.0206707723040222,0,0.122607075943866,0,0,0,0,0.0448274161071184,0,0,0,0.0107148736913228,0,0,0.123425218634331,0,0,0,0,0,0,0.0726405058360585,0,0,0.180434564346416,0,0,0,0,0,0.0991674058345973,-0.00601505956011838,0.118341804808095,-0.0189360257575307,0,0,0,0,0,0,0
X002475.SZ,0.00353316960436532,0,-0.163412082290633,0,0,0,0,0,0,-0.0317572347211176,0,0,0,0,0,0,0,0,-0.40989636684839,-0.0224318316004992,0,0,0,0,0.137937900458934,0,0,-0.226752734820727,0.211227732375879,0,0.330948800450974,0,0,0,0,0,0,0,0,0.114089126498866,0,0,0,0,0,0,0,0.0801472554835122,-0.024945499558723,0,0.0119815621404224,-0.0134290941723937,0,0,0,0,0,0
X002241.SZ,0,-0.00460363771687208,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.111877066904412,0,0,0,0.0738364056201864,0,0,0,0,0,0,0,0,0.100883845811748,0.260817427578303,0.053495316246466,0,0,0,0,0,0,0,0,0.187909528774365,0,0,0,0,0.0832372521940209,0,0,-0.144040378794074,0,0,0.0209891471220318,-0.0212860418016742,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443590889023611,0,0,0.014385278753999,0,0,0,0,0,0,0,0,0,0.0080119809782035,0.033717245018133,0,0,0,0,0,0
X000338.SZ,0,0,0.0415957823794862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.523227774668345,0,0,0,0,0,0,0.257754935816102,0,0.0123469276285054,0,0.068873778461181,0,0,0,0,0,0,0.0566677422084578,0,0,0,0,0,0,-0.0227822799530718,0.0166754684269626,0,0,0,0,0,0
X600118.SH,0,0,0,0.0691483550515728,0,0,0,0,0,0,0,0,0.169344000142352,0,0,0,0,0,0,0.13570061825222,0,0,0,0,0.129461566573389,0,0,0,0,0,0.12401815206326,0,0.0223761304464156,0,0.0244987041324804,0.0390849516744088,0.0316834627746202,0,0,0,0.03887063973518,0,0,0,0,0.0550913689471764,0,0,0,0,0.00556353357438253,-0.00737268789189793,0,0,0,0,0,0
X600271.SH,0,0,0,0.0680904301919115,0,0,0,-0.11292300927458,0,0,0,0,0,0,-0.062492821390275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00251014251999746,-0.0642378843182614,0,0,0,0,0,0,0,0,0,0,0.17169011312104,0,0,0,0,0,-0.0366120884019558,-0.0367615237504989,0.0475293179268753,0,0,0,0,0,0
X002236.SZ,4.33680868994202e-19,0,0,0.0202247698563946,0,0,0,0,0,0,0,0,0,0,0,0,0.0744261450458977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250850897910276,0,0,0,-0.120204944907132,0,0,0.228133143820822,0,0,0,0,0,0.0450741087323846,0,0,0,0,0,0.010854826967712,0,0
X601877.SH,0,0,0,0,0,0,0,0,0.0599237077400212,0.267790477387347,0,0,0.0161746831379971,0,0,0,-0.0255419548069599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119636287765196,-0.0337127453869971,0.17408667352984,0,0,0.0424030801142612,0,0,0,0.00813301369355415,0,0,0.0235626001473154,0,0,0,0,0,0,0
X002085.SZ,0,0,-0.0164054961430886,0,0,0,0,0,0,0,0,0,0.142590910358952,0,0,0,0,0,0,0,0,0,0,0.0614505449166382,0,0,0,0,0.104518807759945,0,0,0,0,0,0,0,0.031734507960759,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0334588326030136,0.00450569975881033,0,0,0,0,0,0
X000157.SZ,0,0,0.118513459649602,0,0,0,0,0,0,0,0,0,0.465664244346061,0,0,0,0.00209252075237608,-0.00741390799922048,0,0.0597944457232447,0,0,0,0,0.0447175791701509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143014959853778,-0.014094022185562,0,0,0,0,0,0
X600177.SH,0,0.0701967501020878,0.0389561761196608,0,0,0,0,0,0,0.0904195700374386,0.0567141012509385,0,0.0137419963293852,0,0,0,0,0,0,0,0,0,0,0.0397920848615955,-0.00172236429220892,0,0,0,0,0,0,0,0,0,0,0.0922801780379714,0,0,0,0,0,0,0,0,0.0597177452679978,0,0,0,0,-0.00700095334458025,-0.0234916799475869,0.0228870121700356,0,0,0,0,0,0
X600372.SH,0,0.022209639761916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02598334613222,0.260923676875033,0,0,0,0,0,0,0,0.030785086151901,0,0,0,0,0,0,0,0,0,0.151808432731034,0,0,0,0,0,0,0,0.0306728619461764,0,0,0,0.00406042291546919,0.0172842741775749,0,0,0,0,0,0
X002456.SZ,0,0,0.00353186768015711,0,0,0,0,0,0,0,0,0,0,0.177486275968365,0.147976243524417,0,0.367799963428933,0,0,0.0366209601228722,0,0,0,0,0,0,0,0,0,0,0.0491982365737825,0,0,0,0,0,0,0,0.21997588624174,0,0.0868992203808188,0,0,0,0,0,0,0,-0.0131255723636808,0.16606569011751,0.0756646546377154,-0.0335872687655287,0,0,0,0,0,0
X002007.SZ,0,0,0.116034825923564,0,0,0,0,0,0,0,0,0.0854740423342304,0,0,0.125885540303277,0,0,0.0337018058289381,0,0,0,0,0,0,0.0762345506504949,0,0,0,0,0,0,0,0.0245827590569658,0.148394529841409,0.0325552806910052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0578951867061668,0,-0.00509589537071822,0,0,0,0.0487574468060998,0,0
