,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X600276.SH,X000651.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X002236.SZ,X300003.SZ,X000338.SZ,X600031.SH,X002008.SZ,X601877.SH,X600867.SH,X300124.SZ,X002456.SZ,X600809.SH,X000625.SZ,X600271.SH,X600066.SH,X600487.SH,X002294.SZ,X600566.SH,X000100.SZ,X000981.SZ,X300142.SZ,X000596.SZ,X002241.SZ,X000661.SZ,X002180.SZ,X300136.SZ,X002007.SZ,X000050.SZ,X000157.SZ,X600522.SH,X002038.SZ,X002508.SZ,X002179.SZ,X600498.SH,X000977.SZ,X600089.SH,X600177.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.00715340809876598,0.285847560136506,0,0,0.0332777261510038,0,0,0,0.0380863970381706,0,0,0,0,0,0,0,0,0,0,0,0,0.0553906233302832,0,0,0,0.0903397665016993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00370351173398347,0.0181420961154551,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0425815527296097,0,0,0,0,0,0.130741871838,0,0,0,0,0.155215817098754,0.0071981441414821,0,0,0,0,0,0,0.0825196072206572,0,0.101285099218936,0,0,0,0,0,0,0,0,-0.0920375308417807,0,0,0,0,0,-0.0540829389845623,0,0,-0.00844823512322026,0,0,0,0,0,-0.0393873271728604,-0.0624794569263712,0,0,0,0,0,0
X002415.SZ,0.0931980647641477,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16021650080494,0,0,0,0.0440859099859308,0,0,0,0,0,0,0,0,0.188145873516094,0,0.13831801144891,0,0,0.0584016176574192,0,0.206641025074698,0,0,0,0,0,0,8.67361737988404e-19,0,0.011935390959463,0,0,0,0,0,0,0,0,-0.006801760576384,0,0,0,0,0,0
X000858.SZ,0.209045539011157,0,0,0,0,0.102838559541988,-1.73472347597681e-18,0,0,0.00732302873335293,0.504011612599081,0.017031437747118,0,0,0,0,0,0.0251704737749423,0,0,0,0,0,0,0,0,0,0,-0.0428513391476287,0,0,0,0,0.00233141883754213,0,0,0,0,0,0,0,0,-0.0135976126998808,0,0,0,0,0,0,0,0,0.0117316121534128,-0.00308905842523547,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0893086130889505,0,0,0,0.0418015571417564,0,0,0,8.67361737988404e-19,0.187372177186514,0,0,0,0,0,0,0,1.73472347597681e-18,0,-0.0727928214765898,0,0,0,0,0,0,0,0,0,0.0914851104869208,0,0,0,0,0,0.183864409187462,0,0,0,0,0,0,0,0.0312491205581783,0,-0.0113248949415242,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.189052123545127,0,0,0,0,0,0.577077435989034,0,0.0945089052517453,0,0,0.0861364449136142,0,0,0,0,0,0.00811629001888119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0128708792373676,0,0,0.0777811341689294,0,0,0,0,0,0,-0.128874644568013,0,0,0,0,0.0401387070740601,0.0769138187570539,0,0,0,0,0,0
X002304.SZ,0,0,0.160434531917971,0,0,0,0,0,0,0,0,0,0,0,0.00446198208840215,0,0,0,0,0,0,0.0283809285460184,0,0.147271650321397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031275480307295,0,0,0,0,0,0,0,0.0211026232746865,-0.0258685151563085,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.0843687410008311,0,0,0,0,0,0,0,0,0.0860839291034646,0,0,0,0,0,0,0,0,0,0,0,0.0262641860357292,0.077888910658613,0,0,0,0,0,0,0.0937830435886439,0,-0.063392193944394,0.0943111792491411,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0131315842920704,0.0301154321711947,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0456639323768819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296992666693847,0,0,0,0,0,0.0782849820193968,0,0.050475913717183,0,0,0,0,0,0,0.020729127943994,0,0,0.148850593169649,0,0,0,0,0,0.0120067486274986,0,0,0,0.0337448547686012,0,0.0370099093570309,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.476035848487803,0,0.0382710594855942,0.124715238239865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0762875971586551,0,0,0,0,0,0,0,0.00168375504719345,-0.00966526700994915,0,0,0,0,0,0
