,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X002292.SZ,X600703.SH,X600690.SH,X600741.SH,X000100.SZ,X600066.SH,X002236.SZ,X600031.SH,X600118.SH,X002506.SZ,X002241.SZ,X000559.SZ,X002475.SZ,X000157.SZ,X600372.SH,X000568.SZ,X600177.SH,X000338.SZ,X002074.SZ,X300124.SZ,X300003.SZ,X002085.SZ,X600089.SH,X002294.SZ,X002456.SZ,X002465.SZ,X600867.SH,X600498.SH,X002426.SZ,X000050.SZ,X601877.SH,X002049.SZ,X002007.SZ,X000869.SZ,X300001.SZ,X600699.SH,X002180.SZ,X000977.SZ,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0390055261710462,0,0,0.415330884186742,0,0,0,0,-0.0358739287802899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0127792693948982,0,0.0302109891110521,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0806280670848054,0,0,0,0,0,0
X600104.SH,0,0,0.0727059188296987,0,0,0,0,0,0,0,0,0,0,0.106146611126977,0,0,0,0,0,0,0,0,0,0,0,0,0.179993697348441,0,0,0,0,0.0212316617912036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106653203486266,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318150098923687,0,0,0,0,0,0,0,0,0.144175806788383,0,0,0.0212720386287475,0,0,0.152409867451113,0,0,0,0,0.0366909344146823,0,0,0,0,-3.46944695195361e-18,0,0,0,0.19016746885162,0,0.0301991120476688,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.0853132766161439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00883477150685459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0800593296326334,0,0.0764875534046732,0,0.0612647106741533,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.0919477584673757,0,0,0,0,0,0,0,0,0.0822908388319929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325789774650692,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213353016694039,0,0.00411707895398282,0,0,0,0,0,0,0
X002304.SZ,0,0,0.0472075943381078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0703551542129734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208958419828749,0,0.270518122539024,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.0503948197800788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525213838394825,0,0,0,0,0,0.0520087313051588,0,0,0.126142181548598,0.0471194678786151,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144874845440245,0,0,0,0,0.0135542267700764,0,0,0,0,0,0,0,0.0366448740336096,0,0,0.19535313732244,0,0.0415871011725135,0,0,0,0,0,0,0,0,0.218644211954926,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0.0433070553240268,0,0.0594148966109762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225733591939875,0,0,0,0,0.00718957128395827,0,0,5.42101086242752e-20,0,0,0,0,0.0950514793537961,0,0,0.14440005362183,0,0.0811823385315528,0,0,0,0,0,5.12524039165511e-05,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.126572182333493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432138135902369,0,0,0,0,0.059632990013467,0,0,0.0740728351830587,0,0,0,0,0,0,0,0,0,0.0261427068253732,0,0,0,0.0791422592309207,0,0,0,0,0,0,0,0,0
