,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X002304.SZ,X600690.SH,X002475.SZ,X600104.SH,X000651.SZ,X600276.SH,X300124.SZ,X000725.SZ,X300014.SZ,X003816.SZ,X002129.SZ,X002371.SZ,X600031.SH,X002241.SZ,X002049.SZ,X000625.SZ,X000596.SZ,X000063.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X300142.SZ,X601877.SH,X600741.SH,X600460.SH,X000661.SZ,X000100.SZ,X002180.SZ,X000733.SZ,X600522.SH,X002074.SZ,X000157.SZ,X600702.SH,X600884.SH,X002236.SZ,X000799.SZ,X600584.SH,X601799.SH,X000800.SZ,X002414.SZ,X002056.SZ,X600183.SH,X002176.SZ,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.280788919786446,0.0733937973636101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015755724020548,0.0702707115100055,0.0425355444869762,0,0,0,0,0,0,0.0324001049151416,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0109043380524419,0,0,0,0,0,-0.0225212262804948,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.115796950765069,0,0,0,0,0,0,0,0,0,0,0,0,0.0233832283769386,0,0,0,0.0932307082423505,0.0662239845289531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340279217429098,0,0,0,0,0,0,0,0.0246632562605906,0,0,0,0,8.67361737988404e-19,-0.0144455542897193,0,0,0,0,0,0
X600809.SH,0,0,0,0.023255481746811,0.421772041541684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0719861250832172,0,0,0.175275573224031,0,0,0,0,0,0,0,0,0.0635409455942581,0,0.0530526208892232,0,0.176547532953187,0,0,0,0,0,0,0,0,0,0,0,0,-0.000755661353943874,0.0299629062888762,0,0,0,0,0,0
X002415.SZ,0,0,0.16022674357818,0,0,0,0,0,0,0,0,0.0560768190277986,0,0.0765659357704291,0,0,0,0,0,0,-0.286877426481924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.580702453790081,0.0731872150805621,0,0,0,0,0,0,0.0713073983451874,0,0,-0.0610260912740837,0.0650297489935,0,0,0,0,0,0
X000568.SZ,0,0.654008845055358,0.0221503253151577,0,0,0.191185651895199,0,0,0,0,0,0,0,0,0,0,0.0637628979167753,0,0,0,0,0.000640494308498305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00901753660980534,0.0439550872421376,0,0,0,0,0,0
X002304.SZ,0.0175775235313829,0,0,0,0.17722036199281,0,-3.46944695195361e-18,0,0,0,0,0.162269669349152,0,0,0.277767811625612,0,0,0,0,0,0,0.138494828452997,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001807306458045,0,0,0.169180932801509,0,0,0,0,0,0,0,0,0,0,0,0,0.00381155914017612,-0.0458875390840518,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0302012911665166,0.269511139077754,0,0,0,0,0,0,0,0,0,0,0,0.0988923216862377,0,0,0,0,0.0595792454016904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0308036975801961,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148378492390431,0,0.413950250851292,0,0,0,0,0,0,0.00329972372721346,0,0,0,0,0,0,0,0,0,0.0306233316616456,0,0,0,0,0.106633187337564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197665965623987,0,0,0,0,0,0.141368120473827,0,0,0,0,0,0,0,0,0.105515476729203,0,0,0,0.0379753939389706,0,0,0,0,0,0,0,0,0.00696143281619077,0.0385683873784913,0.0738761969882416,0,0,0,0,0,0,-0.0141440906116781,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.105819418675444,0,0,0,0,0.0575566645808395,0,0,0,0,0,0,0.189735563721439,0,0,0.030442734836357,0.0545189420434284,0,0,0,0,0.043681026726915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0420411824503172,0,0,0,0,0,0,0
