,X600519.SH,X002415.SZ,X600104.SH,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002236.SZ,X600741.SH,X002475.SZ,X002241.SZ,X000338.SZ,X002456.SZ,X600031.SH,X000625.SZ,X601877.SH,X002008.SZ,X600487.SH,X000100.SZ,X600066.SH,X300136.SZ,X600809.SH,X300124.SZ,X002508.SZ,X300003.SZ,X600522.SH,X600089.SH,X600498.SH,X600699.SH,X600867.SH,X002294.SZ,X600271.SH,X002085.SZ,X000981.SZ,X000050.SZ,X000157.SZ,X600177.SH,X000596.SZ,X600584.SH,X600566.SH,X600118.SH,X300142.SZ,X000559.SZ,X002180.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.17586710765467,0,0,0.160088089539497,0.0985477640727037,0,0,0,0.0258543549799515,-0.0315084111179218,0,0,0,0,0,0,0,0.0699469518173798,0,0,0,0,0,0.0215282006407462,0,0,0,0.0672713772582487,0,0,0,0.0402674015815482,0,0.0491961496623713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00726274063821859,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.00852176793521442,0,0,0,0.0417961349090143,0,0,0.0485727217911087,0,0,0.0941832456557589,0,0,0,0,0.0213480289378725,0,0,0,0,0.0241068523460619,0,0.142354064520874,0,0.0506202841944418,0,0,0,0,0.0500329168402873,0,0,0,0,0,0,0,0,0.0256604490798983,0,0,0,0,0.041078620579147,0,0,0.0166251786693017,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.0652779034310288,0,0,0.304400607294937,0.0811710550898346,0.00705041496861701,0,0,0,0,0,0,0,0.0539225406421023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0472935231957974,0,0,0,0,0,0,0,0,0.00779574406746334,0,0,0,0,0,0
X000858.SZ,0.070216430931083,0,0,0,0.0344168467002698,0,0,0.0962141894306361,0,0,0,0.362101472646756,0,0,0,0,0,0,0,0,0.0391705357755487,0,0.0125444663466856,0,0,0,0.232913662603785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00330006959367541,0,0,0,0,0.08703072062005,0,0,0,-0.0137256369752883,0,0,0,0,0,0,0
X000651.SZ,0,-0.0293045005209228,0.0955369983430119,0.202213695746016,0,0,0,0,0,0,0,0,0.0655483474212882,0,0,0,-0.0557649944726413,0,0.117496667776278,0,0,0,0,0,0,0,0,0,0.0479273430206031,0,0,0,0,0,0,0,0,0,0,-0.0263264522542923,0,0,0,0,0,0,0,0,0.0721393101747772,0,0,0.00315425493301894,0,0,0,0,0,0,0
X000725.SZ,0,0.0227398254368332,0,0,0,0,0,0,0.0807965355261753,0,0,0,0,0,0,0,0,0,0,0,0.143940331510106,0,0,0,0,0.251258118091002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071888992758653,0,0,0.0534583961648158,0,0,0,0,0,0,0,0,0,0.0348054777973888,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.155883836679,0,0,0,0,0.0842629859336473,0,0,0,0,0,0,-0.0535327788171777,0,0,-0.00526716909658863,0.0373423671001874,0,0,0,0,0,0,0,0,0,0,0,-0.0704101494100272,0,0.100110927760499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201520080676987,0,0,0,0,0,0
X002304.SZ,0,0,0,0.338179087701673,0,-0.0537626080656368,0,0,0,0,0.109011709560714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000173203296141358,0,0,-0.0338595890936605,0,0,0,0,0,0.0461231762078891,0,0.099362967719231,0,0,0,0,0,0,0,0,0.0270104733364644,0.0369306499935918,-0.076584168694585,0,0,-0.0859034342765659,0.0758403252304255,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.150051448956437,-0.0271281586685179,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461773124127396,0,0,0,0,0,0,0,0,0,0,0,0,0.0598792841178072,-0.000100091472675019,0,0,0,0,0.0271551561859352,0,0,0,0.299784393445161,0,0,0,0,0,0,0,-0.0307293694126706,0.0459937410726571,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,-0.0234344509700289,0,0.0902131233726644,0,0.133287372241581,0.0736981839562414,0,0,0,0,0,0,0,0.0255371439256531,0,0,0,0.0914376219477167,0,0,0.0561153775938256,0,0.254038508234126,0,0,0,0,0,0,0,0,0,0,0,0,-0.15516887498913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
