,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X002236.SZ,X000568.SZ,X002241.SZ,X002475.SZ,X000625.SZ,X600741.SH,X000338.SZ,X600031.SH,X002456.SZ,X600066.SH,X300124.SZ,X000100.SZ,X601877.SH,X300003.SZ,X300136.SZ,X002008.SZ,X002085.SZ,X600809.SH,X600487.SH,X600271.SH,X600089.SH,X002508.SZ,X600177.SH,X600522.SH,X000157.SZ,X600118.SH,X002294.SZ,X300115.SZ,X000050.SZ,X600867.SH,X600699.SH,X600372.SH,X000559.SZ,X600498.SH,X000981.SZ,X600566.SH,X002074.SZ,X600525.SH,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.13454409626601,0,0,0.00583367378111283,0,0,0,0,0.15377875349404,0,0,0,0,0,0,0,0,0.0268331631769687,0,0,0,0,0,0,0,0,0,0,0.0420257713557921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133138422403317,-0.0177967037743943,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.104328765784382,0.0320219568470165,0,0,0,0.392058336172286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112961731975616,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0295492410061246,0.147815628937727,0,0.192059936560098,-8.67361737988404e-19,0.0195542071912346,0,0,0.0113152439323499,0,0,0,0,0,0,0,0.118964348912025,0,0,0,0.0364664173247026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283953563208265,0,0,0,0,0,0,0
X000651.SZ,0,0.0754558022361752,0,0,0.202280470366701,0,0,0,0,0.214617432304513,0,0.0688028273467248,0,0,0,0,0,0,0.0826319533494641,0,0,0,0,0,0,-0.0125928734861353,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.056441867708141,0,0,0,0,0,0,0,0,0,-0.033662191981717,0,-0.0102119342933256,0.0187920556477984,0,0,0,0,0,0
X000858.SZ,0,0,0,0.128416693865307,0,0,0,0,0,0,0,0,0.398711354432922,0,0,0,0,0,0,0,0,0,0,0,0.0295532082283859,0,0,0,0.0981117650417557,0,0,0,0.0818565973246905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089731036793495,0,0,-0.00201054359935216,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.0126807478848501,0.101272010624898,0,0,0,-0.205125595422869,0,0.0890514304663189,0,0.185780587336617,0,0,0,0,0,0,0,0,-0.091005435029998,0,0,0,0,-0.00843633269880731,0,0,0,0,0,0,-0.000783135427061247,0,0,0,0,0,0,0,0,0,0,0.209065597971563,-0.24048248841176,0,0,0.0508157307306636,0,0,0.0190391063221344,-0.0157793701500941,0,0,0,0,0,0
X000725.SZ,0,0,0.0953031933399564,0,0,0,0,0,0,0.0718593994926713,0,0,0,0,0,0,0,0.110267470336967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218485596304441,0,0,0,0.29617496120628,0.101437443430389,0,0,0.000382421270217885,0,0,0,-4.33680868994202e-19,0,-0.199531775882871,0,0,0,0,0
X002304.SZ,0,0,0,0,0.559688578370351,0,0,0,0,0,0,0,0.0918248939763732,0,0,0,0.0359928945869781,0.00526476135472705,0.0383557287847109,-0.192078746521283,0,0,0,0,0,-0.039744817611221,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231649258191805,-0.0297224396848684,0,0,0,-0.0258137073005027,0,0,0,0,-0.061738546593597,0,-0.007276858058222,0.00720451730197934,0,0,0,0,0,0
X000063.SZ,0,0,0.0941104450140017,0,0,0,0,4.12173313174469e-05,0,0,0.0897674472926672,0.073342735506368,0,0,0,0,0,0,0,0,0,0,0,0.078409376061356,0,0,0,0,0,0.10957543670601,0,0,0,0,0,0,0,0,0,0.00852992179212941,0,0,0,0,0,0,0,0,0,0,0,-0.0438994151935636,0.101213873928651,0,0,0,0,0,0
X600690.SH,0,0,0.0267889046876255,0.165205872423738,0,0,0.0698429116005028,0,0,0,0,0.100331393309653,0.183204840227146,0,0,0,0.200609589475065,0,0,0,0,0,0,0,0,0,0.032304746272932,0.000766816588677478,0,0,0,0,0,0,0,0,0,0,0,0.033688452438621,0,0,0,0,0,0,0.154251929490691,0,0,0,0,0.0086663795244684,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.0974220463706253,0,0,0,0,0,0.135080327646538,0.0212603309227447,0.0888239423338894,0,0,0.0664360677300445,0,0,0,0,0,0,0,-0.0674574534089465,0,0,0.0607031912379173,0,0,0,0,0,0,0,0,0,0.232835356995353,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128911435356989,0,0,0,0,0,0,0
X002236.SZ,0,0,0.199116358847236,0,0,0,0,0,0.109530297756544,0.0302806648762222,0,0,0,0,0.0658718540158439,0,0,0,0,0,0,0,0,0,0,0,0.0937286665745841,0,0,0,0,0,0,0,0,0,0,0,0.359815972956061,0,0,0,0,0,0,0,0,0,0,0,0,0.0144331947887078,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.456310171640213,0,0,0,0.0878884761520893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654751820109381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0128596769250962,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0.181470507740986,0,0,0,0,0,0.0952751769884507,0,0,0.167887312083153,0,0.301622358862319,0,0,0,0.0203967835658341,2.16840434497101e-19,0.130422685280181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.119409769488465,0,0,0,0,0,0,0,0.00876177808761002,-0.0247194520478856,0,0,0,0,0,0
X002475.SZ,0,0,0.10302964442213,0,-0.0485672821071767,0,0,0,0,0,0,0.276797747920531,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227320809390399,0.102487457207098,0,0,0,0,0,0,0,0,0,0,0,0,0.036926258239349,0,0,0,0,0,0,0,0,0,0,0,0.00618698126439184,-0.0563045549869037,0,0,0,0,0,0
X000625.SZ,0,0,0,0.0369685140272104,0,0,0,0,0,0,0,0.0978479665086946,0,0,0,0,0,0.0666948806637765,0.0766512587770374,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115483515375177,0,0,0,0,0,0,0.135452599710248,0,0,0.0589149637047535,0,0,0,0,0,0,0,0,0.000852301699591268,0,0,0,0,0,0,0
X600741.SH,0,0.623977775703714,0,0,0,0,0,0,0,0,0.071293766156108,0,0,0,0,0,0,0,-0.0322985674704018,0,0,0,0,-0.016378467525061,0,0.0788677065653184,0.0650070166331481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00684576373413115,0,-0.0136679350300364,0,0,0.0231817746567922,0,0,0,0,0,0
