,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X002475.SZ,X600741.SH,X000596.SZ,X600809.SH,X000661.SZ,X601877.SH,X000157.SZ,X600703.SH,X000100.SZ,X600271.SH,X002236.SZ,X300142.SZ,X002007.SZ,X300003.SZ,X300124.SZ,X002008.SZ,X002506.SZ,X002179.SZ,X600498.SH,X600177.SH,X000625.SZ,X600867.SH,X600487.SH,X000977.SZ,X600183.SH,X000066.SZ,X002371.SZ,X600776.SH,X600066.SH,X300146.SZ,X600522.SH,X000050.SZ,X002129.SZ,X600089.SH,X600118.SH,X002049.SZ,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0769752198495558,0.0613996023119241,0,0,0,0,0,0,0.158521840963682,0,0,0,0.0309062556482647,0,0,0,0,0,0,0.012919620486102,0,0,0.0967086271458433,0.0710296220037591,0,0,0,0,0,0,0,0,0.0495349882230803,0,0,0,0,0,0,0.00132091810394125,0,0,0,0.0453561891023481,0,0,0,0,0,0,-0.0196100318794072,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.271361561776561,0.0497210541799937,0,0.0596318343715379,0.44277672060033,0,0,0,0,0,0,0.0766731140299469,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0574166943099057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00452181322783003,0,0
X000651.SZ,0,0.185816610019924,0,0,0,0,0,0.0901473537061962,0,0,0,0,0,0.179737800681753,0.0419653345187858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398511569750064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0292460284538488,0,0,0,0,-0.00894593882302175,0,0
X600104.SH,0,0,0.144705762589683,0,0,0,0,0,0,0.0256826835578765,0,0,0.0273287220375286,0.0266149001271019,0.0946980474292945,0,0,0,0,0.0143481582567223,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187104105678929,0,0,0,0,0.0349133516350714,0,0,0.0452767352716746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0060437813638578,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240785314648567,0,0,0,0.108610950469405,0,0,0,0,0,0,0.0573217729629614,0,0,0,0,0,0,0,0,0.0853710105058037,0,0,0,0,0,0,0,0,0.0685120494093466,0,0,0,0,0,0.0524240545636217,0,0,-0.0277419100184613,0,0,0,0,0.0114750044495967,0,0
X002415.SZ,0,0,0.00411141622864417,0.0648988670891374,0,0,0,0,0,0,0,0.0607610471998936,0,0.221212560171942,0.0684680985011494,0,0,0,0,0,-0.00780370648959126,0,0,0.520504935312333,-0.0364766559166997,0,0,0,0,0,0,0,0,0,0,0.144451346662797,-0.10853119481192,0,0,0,0,0,0,0,-0.0173507023754875,0,0,0,0,0,0,0,0,0,0,0,-0.00280913079279497,0,0
X002304.SZ,0,0.333528643622161,0.0280196821070524,0,0,0,0,0,0,0,0,0,0,0.0718729851656759,0,0.116731614154048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0561839107718663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0160219603100819,0,0,0,0,0.0378682074873895,0,0
X000063.SZ,0,0,0.125235726034111,0,0,0,0,0,0,0.0676025435560913,0,0,0,0.120986477588416,0,0,0,0,0,0,0.0697423393967259,0,0,0,0,0,0,0,0,0.072129043315915,0,0,0,0,0.0274597766541062,0,0,0.139763439262306,0,0,0.216682292375386,0,0,0,0,0,0,0,0,0,0,0,-0.0517903808895826,0,0,0,0.0046073378427706,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10347348147987,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0837161222606363,0.112790009325648,0,0,0.0138202638778685,0.0145201967756656,0,0,0,0.203283975816731,0.0555547951533565,0,0.116076583962903,0.0451151572838716,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.278049125759849,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157574523018622,0,0,0,0,0.0550861315673629,0,0,0.0600939840606712,0.0770025466999925,0,0,0,0,0,0,0,0,0.0608687817319706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600031.SH,0,0.072267200097628,0.142063585533189,0,0,0,1.0842021724855e-19,0,0,0.0179797179235669,0,0,0.218357358348163,0,0,0.127389937335938,0.060434348835222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00689279816866655,0,0,0,0,0.0407144386650818,0,0
X600690.SH,0,0,0,0,0,0.217471619336277,0,-0.0179871533945284,0,0,0.0671767725656916,0,0.0481282341258456,0,0,0.124195264034344,0,0,0,0.0418079486605354,0,0,0,0.0153158541201634,0,0,0,0,0.167148377223733,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0201036306109344,0,0,0,0,0,0,0,0,0.017698232936122,0,0
X000338.SZ,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0287405959772959,0.412776318708129,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188357726894107,0,0,0,0,0,0,0,0,0.0477905981400861,0,0,0,0,0,0,0.0481641739426148,0.186799740709937,0,0,0,0,0,0,0,0,0,-0.0327832165942893,0,0,0,0,0,0,0
X002475.SZ,0,0.0715571166608034,0.0697150410302554,0,0,0.26049344480363,0,0.0886971330368315,0,0,0,0,0,0,0.115738318094896,0,0,0,0,0,0.218342499081674,0,0,0,0,0,0,0,0.10599836512545,0,0,0,0,0,0,0.0117757177379574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0092070927481805,0,0
X600741.SH,0,0,0.117945783370246,0.118357646326244,0,0,0,0,0,0,0,0,0,0.223210360476986,0,0,0,0,0,0,0.0222381271876701,0,0,0,0,0,0,0,0.252995462744496,0,0,0,0,4.33680868994202e-19,0.0753805963909083,0.00224079903127833,0,0,0,0,0,0,0,0,0,0,0.0313585141462386,0,0,0,0,0,0.0365051213208357,0,0,0,0.0369010265539389,0,0
X000596.SZ,0,2.71050543121376e-20,0,0,0,0,0,0,0,0.342841041166542,0,0,0,0,0,0,0.316926949107235,0.010846735421081,0,0,0,0,0,0.0674621459938399,0.0574623071309551,0,0,0,0,0,0,0,0,0,0,0,0.163763955090402,0,0.00655257957714505,0,0,0,0,0,0,0,0,0,0,0,0,-0.0232982236336171,0,0,0,0,0,0,0
X600809.SH,0,0.286758650371319,0,0,0,0,0.0205668148502445,0,0,0.0119612031570663,0,0,0,0,0,0.173916512785861,0,0,0,0,0.0269775263458466,0,0,0,0.0943281300918857,0,0,0,0,0,0,0,0,0,0,0,0.0744171253597779,0,0,0,0,0,0,0,0,0.0859536402713195,0,0,0,0,0,-0.0410463120700795,0,0,0,0,0,0,0
X000661.SZ,0,0,0.096842368228298,0,0.21241709518189,0,0,0,0,0,0.0766568616960776,0,0,0,0,0.237848069722031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150270889236858,0,0,0,0,0,0,-0.0949044562254078,0,0,0,0,0,0,0,0,0,0.018279008126515,-0.00485698676972994,0,0,0,0.00639033144989297,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0304980695369501,0.145538716736754,0.0246842337962922,0,0,0,0,0,0,0,0,0,0.0933435765872784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247842992596309,0,0,0,0,0,0,-0.00751147709146822,0,0,0,0,0.000653346943216693,0,0
X000157.SZ,0,0,0.0315165027846673,0,0,0,0,0,0,0,0,0,0.264445164373529,0,0.0866432040800768,0.0737780006056941,0,0.0241042547714272,0,0,0,0.0900451716697338,0,0,0,0,0,0,0.000910808849870857,0,0,0,0,0.00298714958987375,0.0239334675743038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00612448916967524,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,-0.0977587995111655,0,0,0,0,0,0,0.317032027849877,0.0890831248725491,0,0,0,0,0,0,-0.06325014846462,0.165469392491958,0,0,0,0,0,0,0.0872429843364082,0,0,0,0.0526331023108578,0,0.138545150267293,0,0,0,0,0,0,0,0,0,0,0,0,0.0567785055544517,0,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.061870331795114,0,0,0,0,0,0,0,0,0,0,0.017473576396505,0,0,0,0,0,0,0,0,0,0,0.170130129731048,0,0,0,0.0982777278908519,0,0,0,0,0,0,0.0465635218748377,0,0.166275056081814,0,0,0,0,-0.030271466260963,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0.0450893340843012,0,0,0,0,0.0214206281588331,0,0.00880394380703311,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100139649899693,0,0,0,0,0,0,0,0,0,0,0,0.0381972305783078,0,0,0,0.0496466668624599,0.180872180396957,0,0.1694061935038,0,0,0,-0.013667532089544,8.67361737988404e-19,0,0,0,0.0278076654304438,0,0
X002236.SZ,0,0,0,0,0,0.564124989218575,0,0.0538828761352824,0,0.111219577946233,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0314652197329499,0,0,0,0,0,0,0,0,0.0387168841257451,0,0,0,0,0.0413400769395027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0301563718554376,-0.0419069935413755,0,0,0,0,0,0
X300142.SZ,0,0,0,0,0,0,0,0,0,0.112515695047912,0,0,0.0987582390982917,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341347784127198,0,0,0.0864612728270115,0,0,0.0175378037955836,0,0,0,0,0,0,0,0.0129968366261142,0,0,0,0,0,0,0,-0.00211858437445383,0,0
X002007.SZ,0,0,0,0,0.63040302146166,0,0,0,0,0,0,0,0,0,0,0,0.133235100003055,0.0435619126575975,0.110654997563363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0384128651271743,0,0,0,0,0,0,0.131011256597072,0,0,0,0,0,-0.00640015075829709,0,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0,0.0324871685258197,0,0.0335219162814263,0,0,0,0.0261403721849256,0,0,0,0,0,0,0,0,0,0,0.0284409741702632,0.0676389845142776,0,0,0,0,0,0,0,0,0.144315109496225,0,0.0201264966933683,0,0,0.048421618159513,0.0651554714944202,0,0.0030003496731092,0,0,0,0,0,0,0,0,0.0242931143790829,0,0,0,0,0,0,0
X300124.SZ,0,0.0563988601452273,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120571980672386,0,0,0,0,0,0,0,0.127165540528607,0,0,0,0,0,0,0,0,0,0,0,0,0.0176365231348951,0,0,0,0.00845978978289834,0,0,0,0,0,0,0,0,0,0,-0.0408256012080513,0,0,0,0,-0.00915884436551111,0,0
X002008.SZ,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0839791067346895,0.146303998247864,0.195103466855766,0,0,0,0,0,0,0,0,0,0.0274957856425697,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0863387152787846,0.0504760573244109,0,0,0,0,0,0,0,0,0,0,0,0,-0.00870059621369871,0,0,0,0,0,0,0
X002506.SZ,0,0,0.384594275204359,0,0,0,0,0.125986939790193,0,0,0,0,0,0,0,0,0,0.0186252873108254,0,0,0.0825843585413686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0523154921956751,0,0,0,0,0,0,0,0,0,0,-0.110455000729363,0.110684715838367,0,0,0,0,0,0
