,X600519.SH,X000858.SZ,X002415.SZ,X600690.SH,X600809.SH,X600276.SH,X002475.SZ,X000568.SZ,X003816.SZ,X000651.SZ,X002371.SZ,X600104.SH,X000725.SZ,X300124.SZ,X002304.SZ,X000338.SZ,X000625.SZ,X000063.SZ,X600031.SH,X000596.SZ,X300014.SZ,X002179.SZ,X000100.SZ,X600089.SH,X000157.SZ,X002463.SZ,X600703.SH,X600372.SH,X002241.SZ,X002028.SZ,X600066.SH,X002236.SZ,X000921.SZ,X000977.SZ,X600584.SH,X600522.SH,X002049.SZ,X600741.SH,X600183.SH,X601877.SH,X000661.SZ,X002129.SZ,X002223.SZ,X000800.SZ,X002180.SZ,X600487.SH,X600060.SH,X002156.SZ,X601799.SH,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.116846007088945,0,0,0.270235735440196,0,0,0,0,0,0,0.0388766735390651,0,0,0,0,0,0,-0.00799498981377418,0,0,0,0,0,0,0,0,0.00855975026728626,0,0,0.0135908646045923,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115861161671261,0,0,0,0,-0.00238047846544098,-0.0428794733472048,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.00834534833603686,0.460696645630308,0,0,0,0,0,0,0.12072953466799,0,0,0,0,0,0.00987679232024026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385935134667606,0,0.0357950561447892,0,0,-0.022506048994585,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0550647378512945,0,0.0221282025541271,-0.0742295121657515,0,0,0,0,0,0.0391293298137637,0,0,0,0.0650960414394693,0,0.0996863568849153,0,0,0,0,0,0,0,0,0,0,0.104251862412348,0,0.0162176727577683,0.0553257319323931,0,0.0849904220919691,0,0.0569507948177259,0,0,0,0.0281365318804001,0,0,0,0.0266810235319766,0,0,0,0,0.0174404452271784,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0.0918346219916767,0,0,0,0,0,0,0,0,0,0,0,0,0.0162413224513693,0,0,0,0,0,0,0,0,0,0.258286811337192,0,0,0,0,0,0,0,0,0,0,0,-0.142278678776052,0,0,0,0,0,0,0.0368228766078136,0.0186146722172289,0,0,0,0.154490919222528,0,0
X600809.SH,0,0,0,0,0,0,-2.16840434497101e-19,0.294228730969992,-0.0168843910009526,0,0,0,0,0.00903039127764584,0,0,0,0,0,0.0793157410130106,0.0476327131985614,0,0,0,-0.0960741327395093,0,0,0.0170426456413698,0,0,0.0456935570279362,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147029215031357,0,0,-2.71050543121376e-20,0,0,-0.0296900536665676,-0.0138384073376954,0.0266749020234888,0,0,0,0,0,0
X600276.SH,0,0,0,-0.0799594000628792,0,0,0,0,0,0,0.17845506801849,0,0,0,0,0,0,0,0,0,0.145856310593656,0,0,0,0,0,0,0,0,0.111422097316395,0,0,0,0,0,0,0,0,0.000534910296450657,0,0,0.0452687503297583,0,0,0.0228932475674203,0,0,-0.0581010919092606,0.347876257451446,-0.0127121792026095,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116772360780615,0,0,0,0,0.0617512024692337,0,0,0.342004914262099,0,0,0,0,0,0,0,0.0523565439290979,0,0.0252064158391449,0,0,0.0106789676592476,0,0,0,0,0,0.0795224833510958,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.956388797889762,0,0,0,0,-0.0334680714035669,0,0,0,0,0,0,0,0,0,0,0,0,0.175306698102342,-1.73472347597681e-18,0,0,0,0,-0.0747767771009236,0,0,0,0,0,0,0,-0.0275378703870481,0,0,0,0,-0.0278385989805873,0,0,-0.0472509493928081,0,0,-0.0206980023288917,-0.119084369734176,0,0,0,0.104983622607142,0,0,-0.0174446231828188,0,0,0,-0.0237072348736465,0,0
X003816.SZ,0,0,0,0,0,-0.0210845409204597,0,-0.0861778546469392,0,0,0,0,0,0,-0.04970721477395,0.123016112409058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0846384483671066,0.0990935291646735,0,0,0,-0.0356524064204822,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0936527345456689,0,0,0,0.036446634719205,0,0,0,0,0,0,0,0,-0.155504333888892,0,0,0.00431108815602762,0,0,0,0.0139125482608038,0.0413440054019066,0,0,0,0,0,0,0,0.129617831525512,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255403006852828,0,0,0,0,-2.16840434497101e-19,-0.033654733369915,0.053841138888083,0,0,-0.0149740902498912,0,0
