,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600809.SH,X600741.SH,X000661.SZ,X600703.SH,X002241.SZ,X300003.SZ,X000596.SZ,X002236.SZ,X002007.SZ,X600183.SH,X601877.SH,X300142.SZ,X000157.SZ,X000100.SZ,X000066.SZ,X002179.SZ,X300124.SZ,X000977.SZ,X000625.SZ,X300136.SZ,X600271.SH,X002463.SZ,X002008.SZ,X300014.SZ,X002456.SZ,X002371.SZ,X600177.SH,X002506.SZ,X600584.SH,X600066.SH,X002180.SZ,X002129.SZ,X600498.SH,X000050.SZ,X600867.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.127405369678879,0,0,0,0,0.0866454135134075,0,0,0,0,0.313817361481207,0,0,0,0,0,0,0.00569611486952115,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233993196066281,0,0,0,0,0,-0.0669636835458225,0,0,0,0,0,0,0,0,0,0,0,0,-0.023652818816943,0.0212581101526367,0,0,0,-0.035081472288754,0,0
X000858.SZ,0,0,0,0,0,0,0.0437658996032954,0,0,0,0,0.39760473784641,0,0,0,0.105580977340725,0,0,0,0,0.0176798687905836,0.0190150075779529,0.00441603050734109,0,4.33680868994202e-19,0,0,0,0,0.00662852894372698,0,0,0.0190472388635818,0,0,0,0,0,0,0.0481266009327112,0.00684173799058573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00726447744941198,0,0
X600276.SH,0,0.0321677202564514,0,0,0,0,0,0,0.0161400639918051,0,0,0.19204223818777,0,0,0,0,0.0780081247992621,0.156101706352457,0,0,0.00323153863306456,0,0,0,0,0,0,0,0,0.0229887274229829,0,0,0,0,0,0.0706265907799453,0,0.0596673602279031,-0.0649294996982071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155088036178742,0,0
X000651.SZ,0,0,0,0,0,0,-0.00116369919783727,0,0.145919763701319,0,0,0,0,0.132225753646116,0,0,0,0,-0.0931629914168311,0,0,0,0,0,0,0.0239616212592684,0,0,0,0,0,0,0.00834814638777434,-0.0716539613999415,0,0,-0.073208090153898,0,0,0,0,0,0,0,0,0,0.257572724092906,0,0,0,0,0,-0.0478108557204839,0,0,0,0,0,0
X002415.SZ,0,0.0206096371777656,0,0,0,0,0.00358664817239295,0,0,0.0558772503624964,0,0,0,0,0,0,0,0,0,0,0,0,0.546777431686942,0,0,0.114851293132758,0,0,0,0,0,0.0164959869634698,0,0,0,0,0,0,0,-0.0641695813057707,0,0,0,0,0,0,0,0,0,0,0,0.0152916332275157,-0.0121471132944712,0,0,0,-0.0248474843400223,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.0798193841608366,0,0,0,0,0.0555694661812542,0.15926063417048,0,0.0468844400662227,0,0,0,0,0,0,0.041915882914039,0,0,0,0,0,0,0,0,0,0,0.00353374246427608,0,0,0,0,0,0,0,0,0,0.0212636407382225,0,0,0,0,0.0138295848631255,0,0,0,0,0,0,0
X002475.SZ,0,0.230806447323267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02967103130394,0,0,0,0,0,0.0458117779075449,0,0,0,0,0.108988567932485,0,0,-0.0478924983477508,0,0.12098201854807,0,0,0.273025075452814,0,0.0489684193505481,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.00362561497702163,0,0,0,0,-0.0533024403859765,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0.161588850358617,0,0,0,0,0,0,0,0,0,0.0613355994124279,0.00771257912144582,0,0,0,0,0,0,0,0,0.151225830789498,0,0,0,0,0,0.0488864111981555,0,0,0,0,0,-0.0805846467686119,0,0,0.0751220920389468,0,0,0,0,0.105470975335469,0,0,0.0795785544941334,0,0,0,0,0.0541819300532618,0,0
X002304.SZ,0.265404004090873,0.0309479627119622,0.0164101944227713,0,0,0,0.0195726232734391,0.124721419240705,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0799954348647562,0,0,0,0.0491899466581262,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,-0.00846527561992964,0,0,0,0,0,0,0,0,0,0,0.0761594856582552,0,0,0.0229226107235071,0,0,0,0.00549449980132168,0,0
X000063.SZ,0,0,0,0,0.0864026121699969,0,0.000806682533245374,0,0,0,0,0.0315412198609132,0,0,0,0,0,0.209522919155002,0.130579575257513,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120268016357086,0,0.115914520862003,0.0411530550983447,-0.011916584187933,0,0.00104366850167327,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0776253656837498,0,0,8.67361737988404e-19,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.00767262768419417,0,0,0,0,0,0,0,0,0.00260187508608684,0.070831122456093,0,0,0,0,0,0,0,0,0.0333222120758278,0.0365722249776015,0,0,0,0,0.0337450168202212,0.0226804415933903,0,0,0,0,0,0,0,0.0809659258211885,0,0,0,0,0.148154519491641,0,0,0,0.0203605775217671,0,0,0,0,0,0
X000568.SZ,0.285249254179631,0.517125490761593,0,0,0,0,0,0,0,0.0276664782587222,0,0,0,0,0,0,0,0,0,-0.0388495132382154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00455528164120744,0,0,0,0,0,0,0.0237790310179312,0,0,0,0,0,0,8.67361737988404e-19,0.0427873596122106,0,0,0,0.0374945151315623,0,0
X600031.SH,0,0,0,0,0,0,0.150122166014146,0,0,0,0,0,0,0,0.236528679830154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0838205209940358,0,0,0,0.0130663093325685,0,0.0247283614647306,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.00302083994573085,-4.33680868994202e-19,0,0,0,-0.00784828368611769,0,0
