,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600690.SH,X600031.SH,X000338.SZ,X002475.SZ,X600741.SH,X000596.SZ,X000661.SZ,X601877.SH,X600809.SH,X600703.SH,X000100.SZ,X300003.SZ,X600271.SH,X002236.SZ,X000157.SZ,X002007.SZ,X300124.SZ,X000625.SZ,X002008.SZ,X300142.SZ,X002179.SZ,X600177.SH,X000977.SZ,X600498.SH,X002371.SZ,X600066.SH,X300146.SZ,X600487.SH,X002506.SZ,X600867.SH,X000050.SZ,X600776.SH,X002241.SZ,X600522.SH,X600183.SH,X600118.SH,X600566.SH,X600089.SH,X600372.SH,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.135409046056645,0,0,0,0,0,0.0976356375712527,0,0.0377647653082404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0805909666584214,0,0,0,0,0,0,0,0,0,0,0,0,0.110956454563591,0,0,0,0,0,0,0,0,0,-0.00697281774017993,0,0,0,-0.00513037298863202,0,0
X000858.SZ,0,0,0,0,0,0,0.198289728833697,0,0,0,0,0,0.150057651505753,0,0,0,0,0,0.371623958917705,0,0,0,0,0.0101724473486882,0,0,0,0,0,0.00835915540235552,0,0,0,0,0.0213563293675399,0,0,0,0,0,0,0,0.0115646436455791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0.254522017320879,0,0,0,0,0,0,0,0,0,0.0699786236505329,0.0380200543326514,0,0.0314425476020033,0,0,0,0,0,0,0,0,0,0,0,0,0.0384408776517073,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141486285670129,0,0,0,0,0,0,0,0,0,-0.0233548961387466,0,0,0,0,-0.0701592453525623,0,0
X600104.SH,0,0,0.104665251468831,0,0,0.0237815713053399,0,0,0,0,0,0.0837076483748474,0,0,0.0505139688689199,0,0,0,0,0,0,0,0,0,0,0,0,0.13655366493083,0.030104466332609,0,0,0,0,0,0.00616043996805935,0,0,0,0,0,0.0342850578187123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0.103003727873796,0,0,0,0.043010708800167,0,0,0,0,0.0549198962501457,0,0.0724642457520645,0.066985103482061,0,0.00366181354421807,0,0,0,0,0.0275049281901956,0,0,0,0,0,0,0,0.059130216910983,0,0,0,0,0,0,0,0,-0.132607232076486,0,0,0,0.0824242752606726,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0214606465476168,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129109919535792,0.00543674473825485,0,0,0,0,0,0,0,0,0.26363366603633,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156403303290571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.141315057104944,0.23510075993,0,0,0,0,0,0,0,0,0.0314665941704893,0,0.020983819785638,0,0.206290978023264,0,0,0.143420863439114,0,0,0,0,0,0,0.0730813136504975,0,0,0,0,0,0,0.00561811180910466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0288162339244381,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118923823087248,0,0,0,0,0,0.158443474274889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185375813961166,0,0,0,0,0.0171648616907713,0,0.179932125263843,0,0,0.120317601134431,0,0,0,0,0,0,-0.0269451189941125,-0.0344996265465228,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0.0673069213230184,0,0,0,0,0,0.126855019658294,0,0,0,0,0,0,0.255317967150137,0,0,0,0,0,0,0,0,0,0,0,0.0142303568710859,0,0,0,0,0,0,0,0.248090324623851,0,0,0,0.125087686425734,0,0,0,0,0,0,-0.0666897526081135,0,0,0,0,0.0205282852617062,0,0
X000568.SZ,0,0.315601099971822,0,0,0,0,0,0,0,0,0,0,0.190288640539086,0.0367099512469413,0.0183647676550912,0.118521862434961,0,0,0.0824104224897426,0.0544650002521129,0,0,0,0,0,0,0,0.0494595327948356,0,0,0,0,0,0,0,0.00659762514355764,0,0,0,0.0454899371269433,0,0,0,0,0,0,0,0,0,0,0,-0.0200828005883988,0,0,0,0,-0.00762808959718003,0,0
X600690.SH,0,0.0524605713610781,0,0,0,0.132714151028226,0,0,0,0,0,0,0.147701192756952,0,0.111008373794925,0.00666569471620135,0,0,0,0,0,0,0,0,0,0,0.0873671905074954,0.0495564784194655,0,0,0,0,0.0145530933495114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
