,X600104.SH,X600519.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X600031.SH,X000063.SZ,X600690.SH,X600276.SH,X000338.SZ,X000157.SZ,X600372.SH,X600741.SH,X002241.SZ,X600089.SH,X600703.SH,X600066.SH,X000100.SZ,X600271.SH,X000550.SZ,X000581.SZ,X600118.SH,X002236.SZ,X000623.SZ,X601877.SH,X000800.SZ,X000568.SZ,X002475.SZ,X600177.SH,X300124.SZ,X000869.SZ,X002294.SZ,X600582.SH,X002129.SZ,X000559.SZ,X000400.SZ,X600839.SH,X000050.SZ,X600809.SH,X002465.SZ,X002007.SZ,X002292.SZ,X000977.SZ,X002456.SZ,X600252.SH,X300003.SZ,X002038.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.128102339670924,0,0,0.117173603656689,0,0,0,0,0,0,0.407481589277975,0,0,0,0.110793411847421,0,0,0.21041548761144,0,0,0,0,0,0.0703681982890964,0,0,0,0,0,0,0,-0.185313354861616,0,0,0.0275599061487187,0,0,0,0,0,0,0,0,0,0,0,0,-0.00157119421798499,-0.0770815006963601,0,0,0,0,0
X600519.SH,0,0,0.0335046018965539,0,0,0,0.207954979676911,0.117041166857032,0,0,0.125642649410765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0957694521072351,0,0,0,0,0,0,0,0,0,-0.0288645036784763,0,0,0,-0.00975833960148885,0,0,0,0,0,0,0,-0.0209445220344339,-0.0128913658858858,-0.163284022100576,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0787768705102737,0,0,0,0,0,0,0,0,0,0,0.146838504298626,0.0352409342551849,0,0,0,0,0.0167276350692648,0,0,0.0181609070952737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0392289603309177,-0.00693004448316206,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026628335729836,0,0,0,0,0,0,0.338425009057275,0.0422209917070461,0,0,0.0657459122827103,0,0.191356393712798,0,0,0.188375922731795,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162987404520545,0,0,0,0,0,0,0,-0.0534994036879184,-0.00673978661097375,0,0,0,0,0,0
X002415.SZ,0,0,0.106580974076217,0,0,0.00922290186406718,0.00246400136504367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0882084795634698,0,0.00927823706448489,0.186024615365186,0,0,0,0,0,0,0,0,0,0,0,0,0.178117874961837,0,0,0,0.0318342353571256,0,0,0,0,0,0,0,0,-0.0262661280154568,0.0052234035761907,0,0,0,0,0,0
X000625.SZ,0.177889759757393,0,0,0.0276843846246926,0,0,0.0495461874408935,0,0,0,0,0,0,0,0,0.0511689177131945,0,0.0353205263896548,0,0,0,0.0099681864940718,0.0979366878011844,0,0,0,0.116957870569111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122309298424262,0,0,0,0,0,0,0,-0.0326421145789132,-0.0118594286317656,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250430415296314,0,0,0,0,0,0,0,0,0,-0.0318875048749435,-1.35525271560688e-20,0,0,0,0,0,0
X000858.SZ,0,0.098240459842099,0,0,0,0,0,0,0,0,0,0,0,0.0490547413305867,0,0.103090486205993,0,0,0,0,0.107739487759618,-0.0488686759835524,0,0,0,0,0,0,0,0.120828426574034,0,0,0,0,0,0,0,0,0,0,0,0.11704164695106,0,0,0,0,0,0,0,0,0,-0.00204222102314388,-0.00356873861811691,0,0,0,0,0,0
X600031.SH,0.0308767782186455,0,0,0,0,0,0,0,0,0,0,0,0,0.82380992413782,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00697171266334027,0,0,0,0,0,0,0
X000063.SZ,0.0409583671871885,0,0,0,0,0,0,0,0,0,0,0,0,0.0993241355394655,0,0,0,0,0,0,0,0,0,0,0.0539471919188902,0,0.0272834624266487,0,0,0,0,0.0483456399170213,0,0,0,0,0,0.0385383647196058,0,0.0271035350595404,0,0,0,0.0709660119774579,0,0,0,0,0.000275736256106099,0,0,0,-0.00746040383912788,0,0,0,0,0,0
