,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X000725.SZ,X002304.SZ,X600276.SH,X000625.SZ,X000063.SZ,X600703.SH,X600741.SH,X002292.SZ,X000100.SZ,X002506.SZ,X002241.SZ,X600031.SH,X600066.SH,X002236.SZ,X600118.SH,X000559.SZ,X002049.SZ,X002465.SZ,X000157.SZ,X600372.SH,X002475.SZ,X000338.SZ,X600089.SH,X000568.SZ,X300124.SZ,X600177.SH,X002294.SZ,X600867.SH,X002074.SZ,X300003.SZ,X002456.SZ,X000869.SZ,X002085.SZ,X002426.SZ,X600498.SH,X601877.SH,X002007.SZ,X002129.SZ,X300146.SZ,X000977.SZ,X000623.SZ,X000550.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.0197458170516129,0,0,0,0,0,0,0,0,0.0926745841834306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167735826887285,0,0.0364698174853762,0,0,0,0,0,0,0.0386839108077423,0,0,0,0,0,0,0,0,0.0122718222319356,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.0166395898337041,0,0,0,0,0,0,0,0,0,0,0,0.16508963584826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080728255819937,0,0,0.0389407956425934,0,0.00776655199027503,0.0703375510609865,0,0,0,0.0288474696360471,0,0,0,0,0,0,0,0,-0.0158287442446707,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.0591892132914647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334585633687731,0,0,0,0,0,0,0,0,0,0.0413245066709316,0,0.0579142668045522,0,0,0.0313510980776965,0,0,0,-0.0115773769506934,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00278091983817011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114719425324251,0.0793980148930842,0,0,0,0,0.133275672746704,0,0,0,0.0394540281236879,0,0,0,0,0,0.351709121011144,0,0,-0.0405266681765498,-0.0351761446939268,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.0106032698516648,0,0.0451971633877143,0,0.0298364520775163,0,0,0,0,0.0811197101441822,0.0822212093033882,0,0,0,0,0,0,0,0,0,0,0,0,0.0348043330673667,0,0,0,0,0,0,0,0,0.111139785940341,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.00942273749911858,0,0,0,0,0,0,0,0.0398421695328975,0,0,0,0,0,0,0,0,0,0.180642489459237,0,0,0.0417157073767907,0,0.0708372839884357,0,0,0,0.0162296724390304,0,0,0.0948208828321053,0,0.00841292274671061,0.0624650513258282,0,0,0,-0.00882055672830269,0,0,0,0,0,0
X002304.SZ,0,0.046265106766655,0.0288827570761241,0.0905587460040569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142113446795658,0,0,0,0,0,0,0,0,0.140722078678041,0,0.101271748082976,0,0,0,0.0624116561320334,0,0,0.0224092964374178,0,0.00206092299001074,0,0,0,0,0,0,0,0,0,-0.00936671777328983,0,0,0,0,0,0
X600276.SH,0,0,0.0826298144425604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145233424576985,-0.0364454728644462,-0.0133237675544856,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.0406460200739543,0,0.0487034770798883,0,0.0186675682439612,0,0,0.027796445084666,0,0,0,-0.00641448098973498,-0.00536571413296637,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0124437247374631,0,0,0,0,0,0,0.0891384760546813,0.211801115143004,0,0,0,0,0,0,0,0,0,0.163351694951033,0,0,0,0,0,0,0.00222839302496855,0,0,0,0,0.0071960089237179,0.0663974851483927,0,0.0849704875545745,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.0976233409210025,0,0,0,0,0,0,0.0873136942808092,0,0,0,0,0.13617756094654,0,0,0,0,0,0,0,0,0.117087686589444,0.188456227937409,0,0,0,0,1.73472347597681e-18,0,0,0.112565740323652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144535499969708,0,0,0,0,0.158518785771229,0,0,0,0,0,0,0,0,0.0405551562474049,0.0231669436569707,0,0,0,0,0.103496131324891,0,0.00227481481976727,0,0,0,0,0.0518641357556898,0.106906499472158,0,0.0350852181335586,0,0,0,-0.0060988290927438,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0.137764495497674,0,0,0,0,0,0,0.0423180169661119,0,0,0,0.0429913942431048,0.0635566682155147,0,0,0,0,0,0,0,0,0,0.00757953210810071,0,0.075774310587534,0,0,0.107334818450784,0,0,0,0,0,0,0,0,0,0.110538413717215,0,0,0,-0.0110935574653778,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0869770169668251,0,0,0,0,0.0793658610825751,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342573381343515,0.174072226095669,0.300568051368593,0,0,0.0731307608014855,-0.126410179908861,0,0,0,0,0,0,0,0,-0.0358914703020007,-0.125746553309409,0,0.0164912551756751,0,0,0,0
X000100.SZ,0,0,0.034736549211035,0,0,0,0,0,0.0762252930978927,0,0,0,0.0348041649577543,0,0,0,0,0,0,0,0.0171857872310334,0,0,0,0,0,0,0,0,0,0.0956525582093551,0,0,0,0,0.180609885658721,0,0,0,0,0,0,0.0696093140523464,0,0.0124629714247102,0.0321152120640068,0,0,0,-0.0586236552927561,0,0,0,0,0,0
