,X600519.SH,X600104.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000625.SZ,X002304.SZ,X000063.SZ,X000858.SZ,X600276.SH,X600690.SH,X600031.SH,X000100.SZ,X600372.SH,X000338.SZ,X600271.SH,X600118.SH,X000157.SZ,X002129.SZ,X600703.SH,X600089.SH,X600741.SH,X002241.SZ,X600177.SH,X600066.SH,X002236.SZ,X000800.SZ,X600582.SH,X002292.SZ,X601877.SH,X300124.SZ,X000581.SZ,X000623.SZ,X000869.SZ,X002475.SZ,X600839.SH,X000550.SZ,X000568.SZ,X600060.SH,X002294.SZ,X000977.SZ,X000559.SZ,X002007.SZ,X002456.SZ,X300146.SZ,X002465.SZ,X600867.SH,X000400.SZ,X000050.SZ,X600435.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0628214987828744,0,0,0,0,0,0,0,0,0,0,0,0,0.0767290880078928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364584159889909,0,0,0,0,0.0608496113659843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0598781109170853,0,0,0,0,0,0
X600104.SH,0,0,0.0812838776545972,0.0751316017254569,0,0,0,0.156011000400019,0,0,0,0,0,0,0,0,0,0,0,0,0.121639612920757,0,0,0.00182437761722123,0,0.0786074253188443,0,0,0,0,0,0,0.0158290954374558,0,0,0,0,0.0471957834566493,0,0.0344653049866392,0,0,0,0,0,0,0,0,0,0,0,0,-0.00858371586077808,0,0,0,0,0,0
X000651.SZ,0,0.149684180771321,0,0,0,0.0100502127534758,0,0.117532124342971,0,0,0.0178656831931636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0515421669308903,0,0,0,0.225575209764639,0.0397082639782239,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00398274716957071,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237094376615081,0,0,0,0,0,0,0,0,0,0,0,0.106193271379334,0.0391506145075521,0,0,0,0,0,0.0735469887928829,0,0.0651950265170781,0,0,0,0,0.0316912393181542,0,0,0,0,0,0.0623561367007883,0,0,-0.0324945555912723,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0241528488537025,0,0.0128381792793089,0,0,0,0,0,0,0,0,0,0,0,0,0.0411974811914406,0,0,0,0,0.125234188646886,0,0,0,0,0,0,0.0761181563096109,0,0,0,0.17549913703401,0,0,0,0.00331077713909581,0,0,0.0510761318215969,0,0,0.0575618836855733,0.0982598254215875,0,0,0,0.00826181138226818,0,0,0,0,0,0,0
X000625.SZ,0,0,0.0553090672873373,0,0.264422594640182,0,0,0,0,0,0.102675883929592,0,0,0,0.0423846436781386,0,-0.120250213869043,0,0,0,0.00992716617026979,0.120801708144084,0,0,0,0,0,0,0,0,0,-0.0442138549823403,0,0,0,0,0,0.0170977959212894,0,0,0,0,-0.136983107493355,0,0,0,0,0,0,0,0,0.0152746616519164,0.0367390226418712,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.117923910557226,0.30024694335811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328089617630412,-0.00954771867780406,0,0,0.162661019935008,0,-0.0204397098753195,0.0533017243737331,0.156399981887661,0,0,0,0.0665222556122774,0,0,0,0,0,-0.0195391241323054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0.00970850847890047,0.0271245267509917,0,0,0,0,0,0,0,0,0,0.131977465090295,0,0,0,0,0,0,0,0.143721333290104,0,0,0,0,0.0685557064449808,0,0,0,0,0,0,0.0652400044264177,0,0,0,0,0,0.0315994408189634,0,0,0,0,0,0,0,0,0,0,0,0,-0.000611932254348226,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0580155873053801,0,0,0.105812843954672,0.0040788473277215,0,0,0,0,0.0239247454799472,0,0,0,0,0,0,0,0.0469493569491618,0,0,0,0,0,0,0,0,0,0,0,0.0940953253319249,0,0,0.145036713359146,0,0.142444157050333,0,0,0,0,0,0,0,0,0,0,0.032873485122348,0,0,0,0.0127220656031335,0,0,0,0,0,0
X600276.SH,0.0252943854621424,0,-0.0618614139000388,0,0,0,0,0,0,0,0,0,0.00957280019567845,0,0,0,0,0,0.0175902752421695,0,0,0,0,0,0,0.0398035696275066,0,0.0549842531713963,0,-0.0423163448052714,-0.00226188152047477,0,0,0,0,0.008280728429137,0,0,0,0,0.0526996129834261,0,0,0,0,0,0,0,0,0,0,0.0119193726408525,0.0209321682644628,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0340498476624574,0,0,0.0239399557050784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372613252795701,0.0713171418112035,0,0.154043909905406,0.115967479298694,0,0,0.0744132459720313,0,0.0150870647244575,0,0,0,0,0,0,0,0,0.0823702709784508,0,-0.0209820404044758,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0999084026161183,0,0,0,0.18572663474111,0,0,0.146431487507934,0,0,0,0.0784060119400043,0,0,0,0,0,0.0171029774364561,0,0,0,0,0,0,0,0,0,0,0.00127284370469541,0,0,0,0,0,0,0,0,0,-0.0384831105658005,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0.0493823108261261,0,0,0,0.047671273785971,0,0,0,0,0,0.10847578943877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12231176958531,0,0,0.288372926840405,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133274057666915,0,0,0,0,0,0
X600372.SH,0,0,0,0.0445332081765693,0,0,0,0,0,0,0,0.0930700496654274,0,0,0,0,0,0,0,0,0.0298508663708232,0,0,0.0312478004906978,0,0,0.0406829516369182,0,0,0.0917152801899312,0,0,0,0,0,0,0,0.227403902117161,0,0,0,0,0,0,0.149654937368204,0,0,0,0,0.0289963377778875,0,-0.00595206271304582,0,0,0,0,0,0,0
X000338.SZ,0,0,0.00246052753874277,0.0130863792954568,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255386311050054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125526799177484,0,0,0,0,0,0.0143281752727714,0,0,0,0,0.0731430041982793,0,0,0,0,0,0,0,-0.00306829406329762,0.0171534331546766,0,0,0,0,0,0
X600271.SH,0,0,0,0,0.229787687916341,0,0,0,0,0,0,0,0.00768172363057939,0,0,0,0,0,-0.0384975734206537,0,0,0,0,0,0,0.190151864029724,0,0,0,0.117678796518722,0.0829963372380516,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0640938944913572,0.18473557307254,0,0,0.00870817963193501,0,0,-0.00275528822479993,0,0,0,0,0,0
X600118.SH,0,0,0,0.144781101989044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205037712072223,0,0,0.0581859377061714,0,0,0,0,0,0,0,0,0,0,0,0,-0.124243369985877,0,0,0,0,0.0824916673076635,0.322525797006705,0,-0.0340641345137816,0.0170176891825757,0,0,0,0,0,0
