,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X600690.SH,X600809.SH,X000651.SZ,X002371.SZ,X600104.SH,X003816.SZ,X000568.SZ,X000725.SZ,X300124.SZ,X000063.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X300014.SZ,X000100.SZ,X002241.SZ,X600418.SH,X002179.SZ,X002463.SZ,X000977.SZ,X600584.SH,X600089.SH,X600703.SH,X600372.SH,X000157.SZ,X002028.SZ,X000066.SZ,X600839.SH,X002049.SZ,X002236.SZ,X600522.SH,X600741.SH,X600183.SH,X002456.SZ,X600066.SH,X601877.SH,X600460.SH,X002156.SZ,X000661.SZ,X002085.SZ,X000800.SZ,X600487.SH,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.27080660946228,0,0,0,0,0.0221886990927211,0,0,0,0,0,0,0,0,0,0,0.285304609916909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000256099621254191,0,0,0,0,0,0,0,0,0,0,0,0,0.0102873637318421,0,0,0,0,0,-0.098449910360119,0,0,0,-0.0521823763408223,0,0
X000858.SZ,0.304630483216382,0,0,0,0,0,0.284388451385961,0,0,0.0369520095038388,0,0,0,0,0,0,0,0.185713927612783,0.0852150118607392,0.0810231046210716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114626279464344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00386554450654886,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,2.71050543121376e-20,0,0.0852449786868966,0,0,0,0,0,0.17088585491862,0.00896425536062672,0,0,0,0.314295364293276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00624876626112208,0,0,0,0.19650758014954,0,0,0,0,0,0,0,0,0,0,-0.0113604332964753,0,0
X002415.SZ,0,0,0.0226385999249137,0,0,0,0.109390963332323,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.0515065128316559,0.304030978620065,0,0,0,0,0,0,0,0,0,0,0,0,0.0476658096413841,-0.0132554100378947,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.113388363428241,0,0,0,0,-0.053342815464339,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0517226558094223,0,0,0,0,0,0,0.0849937778854505,0,0.42167458874304,0,0.0164476269110127,0.0603479461229921,0.0172235070134191,0,0,0,0,0,0,0,0.0411688258911339,0,0,0,0,0.087368110293263,0.00666701722405294,0,0,0,-0.0125291341503523,0,0,0,0,0,0,0,-0.082086129645681,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0569078691414688,0,0.0778994956737429,0.364635750135412,0,0,0,0,0,0,0,0.0702077720324513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00937346428327238,0,0,0,0,0,0,0.0793547611833913,0,0,0,-0.0123559510260382,0,-0.0154516487166121,0,0,0,0,0,0,0,0,0,0.0277059797438733,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0.0020044382782203,0,0.637748529090182,0,0,0,0,0,0,0,0.230104222982874,0.01416753767178,0,0,0.0202772396833632,0,0,0,0,0,0,0,0,0,0,0.00303019468922482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.341585017251657,0,0,0,0.0654106940349328,0,0,0,0,0,0,0,0.117285629977223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0091627188332139,0,0,0,0,0,0,0,0.123372397308291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000963584996070624,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418194902883828,0,0,0,0,0,0,0.0208484843136703,0,0,0,0,0.0410193761231891,0.129898280180883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131044389682835,0,0.00917070885967644,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.229614570760775,0,0.0995533398555061,0,0,0.0700084737746449,0.0844972054956875,0,0,0,0,0,0,0,0,0,0,0.055927877102842,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,-0.098557194592738,0,0,0,0,0.0293181808278797,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0.0122050767099402,0,0,0,0,0,0,0,-3.46944695195361e-18,0.450206504828281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0312331077204827,0,0,0,0,-5.58288513634752e-05,0,0,0,0,0.0719538882930317,0,0,-0.053489340805094,0,0
X000568.SZ,0,0.21935745678994,0,0,0,0,0.435555116624688,0,0,0.0072336175293811,0,0,0,0.0123080652165102,0,0,0,0.14182148044198,0,0.0536329317692224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490557462399449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0983101520346676,0,0,0,0,0,0,0.0257891684232368,0.449595136984693,0.0209661560202411,0,0,0,0,0,0,0,0,0,0,0,0.0892260270782005,0,1.73472347597681e-18,0,0,0,0.015523681258759,0,0,0.0256470042961724,-0.0336669840460568,0,0,0,0,0,0,0,0,0,0,0,0.0396325199488704,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0589950667650586,0,0,0,0,0,0.50150810626874,0,0,0,0.133343965151466,0,0,0,0,0,0,0,0,0.0538133596517538,0,0,0,0,0,0.0260468388563185,0.00355337894808513,0,0,0,0,0,0,0,0,0,0,-0.147028266425616,0,0,0,0,-0.0475888088188791,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.0634766770501042,0,0,0,0.0990369957186697,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.131417752013245,0,0,0,0,0,0,0.117940102467257,-0.0425456583049717,0.216875381821331,0.236699334030177,0,0,0.045916746501824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247828063770049,0,0
X600031.SH,0,0,0,0.0760672262717572,0,0,0,0,0,0,0,0.0774783734059163,0,0,0,0,0,0,0,0,0.147510045398837,0,0,0,0,0.0126768638196546,0,0,0,0,0,0.26741717872115,0,0,0,0,0,0,0,0,0,0.0111835649306627,0,0,0,0,-0.012000016580587,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0.168585179785707,0,0,0,0,0,0,0,0.0449183356440549,0,0,0,3.46944695195361e-18,0,0,0,0.111501046370702,0,0,0.115192103669603,0,0,0,0,0,0,0,0,0,0,0.151176369835394,0,0,0,0,0,0,0,0,0.120925530597192,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0240280089684214,0,0,0,0,0,0,0.0200697034065394,0,0
X002304.SZ,0,0.56751962228251,0,0,0,0,0,0,0,0,0,0.0150229956683509,0,-2.16840434497101e-19,0,0,0,0,0.0568140709634377,0,0,0,0,-0.0167860089801171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,-0.0841726705262841,0,0,0,0,-0.00845332799876334,0,0
X000338.SZ,0,0.118159163543831,0,0,0,0,0.169775315156594,0,0,0.0660506661350169,0.0992751775962299,0.0378056402625034,0,0,0,0,0.116458532467698,0.0038671424409709,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117986705839967,0,0.0184302433901118,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0,0.497625568289152,0,0,0,0,0.29163797861421,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,-0.107011151241396,0,0.0212521902802694,0,0,0,0.0499185462951803,0,0,-0.0201552879127393,0,0,0,0.0996920115294183,0,0,0,0,0,0,0,0,0,0,-0.0132982048986913,0,0
X300014.SZ,0,0,0,0,0.106885433403894,0,0.143919830432248,0,0,0,0,0,0,0.273602351935588,0,0,0,0,0,0,0,0.0640755188928262,0,0,0,0.0265005950384411,0.238007105764054,0,0.200826430691667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153160361426643,0,0,0,0.123420897019134,0,0.0719572882749594,0.135757850207825,0,0,0,0,0,0,-0.0136112494468735,0,0
