,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X600741.SH,X600066.SH,X002241.SZ,X002236.SZ,X000568.SZ,X600271.SH,X000100.SZ,X600031.SH,X600118.SH,X002475.SZ,X002456.SZ,X002292.SZ,X600177.SH,X000559.SZ,X000338.SZ,X600372.SH,X002007.SZ,X000157.SZ,X300003.SZ,X002074.SZ,X002506.SZ,X002180.SZ,X600867.SH,X600522.SH,X300124.SZ,X002294.SZ,X002085.SZ,X600498.SH,X600089.SH,X002426.SZ,X002508.SZ,X000050.SZ,X601877.SH,X002249.SZ,X600487.SH,X002465.SZ,X000869.SZ,X000981.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.176731609549392,0,0,0,0,0.128507830296021,0,0,0,0,0,0,0,0,0,0.231250898716334,0,0,0,0,0,0,0,0,0.0513775106530577,0,0,0.119600667865816,0,0,0,0,0.0463351335312682,0,0,0,0,0,0,0,0,0,0,0,-0.030885120383662,0,0,0,0,0,0.0417703578737456,0,0,0,0,0,0,0
X600104.SH,0.0577093110886845,0,0,0,0,0,0,0,0.532594578713266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00699957000385456,0,0,0,0,0,0,0,0,0,0.052441638294927,0,0,0,0,0,0,0,0,0,0,0,0,-0.0685377136861094,0,5.42101086242752e-20,0.0301383049026234,0,0.0613174693936433,-0.0315193529397042,0,0,0,0,0,0
X002415.SZ,0,0,0,-0.102746128247066,0,0,0,0,0,0,0,0,0,0,0,0,0.0417886510075082,0,0,0,0,0.124809302458717,0,0,0,0,0,0,0.0649484088074685,0,0,0,0,0,0,0.00320450776111315,0,0.0577107582551193,0,0.0923067842747932,0,0,0.15848550952694,0,0.031486825080729,0,0,0,0.0580879480952814,0,0,0.0123115727783188,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0.0746903720770027,0,0,0,0.0156076846091171,0,0,0.332273945774226,0,0,0,0,0,0,0,0,0,0,0,0.0825680073436563,0,0,0,0,0,0,0.00688609216102591,0,0,0,0.170174597983369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0702463645717504,0,0,0.103251799349336,0,0,0,0,0,0,0,0,-0.0584472203139202,0,0,0,0,0,0,0,0,0,0.0659699702085936,0,0.0453118132103282,0,0,0,0,0,0,0,0,0,0,0.000463180557438316,0,0,0,0,0,0,0,-0.00312553341326373,0,0,0,0,0,0
X002304.SZ,0.025803627287297,0,0,0,0.666903557519504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451148938991882,0,0,0,0,0.00138028982728428,0.0520349446476557,0,0.0319626768914297,0,0,0,0,0,0,0,0,0.0214221174347969,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0282463448772322,0,0,0,0,0.062419432243022,0,0,0,0,0,0,0.0142465974315798,0,0,0.0520867149466705,0.00977389698157931,0,0,0,0,0,0.00508893332291945,0,0,0,0,0,0,0,0,0,0.0273814922506713,0,0,0,0,0,0.0101743506665248,0,-0.0794839934420072,0,0,0,0,0,0,0
X000625.SZ,0,0.216633535156508,0,0,0,0,0,0,0,0.000513938581515144,0,0,0.0967375351038835,0.0831423075355256,0,0.0228722617292175,0,0,0,0,0.0462972706330482,0,-0.023550776904537,0,0,0,0,0,0,0,0,0,0,0,0,0.0241041979963336,0,0,0,0,0,0,0.00745434948834509,0,0,0,0.0789017318638308,0,0,0.00352232174619007,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.0202768370338516,0,0.131713205786593,0,0,0,0,0,1.73472347597681e-18,0,0.022390036865958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126886949056532,0,0,0,0,0.0120183292954774,0,0.0720580631603185,0,0,0,0,0,0,0,0.0790482159871292,0,0,-2.16840434497101e-19,0,0,0,0,0,0.069081175107246,0,0,0,0,0,0
