,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X600690.SH,X002304.SZ,X600104.SH,X000651.SZ,X300014.SZ,X600031.SH,X000725.SZ,X300124.SZ,X002241.SZ,X000063.SZ,X002371.SZ,X600703.SH,X003816.SZ,X000338.SZ,X002049.SZ,X002129.SZ,X000596.SZ,X000625.SZ,X601877.SH,X000661.SZ,X002179.SZ,X300142.SZ,X600741.SH,X000100.SZ,X002074.SZ,X600089.SH,X600460.SH,X002180.SZ,X600702.SH,X000157.SZ,X002236.SZ,X600884.SH,X000733.SZ,X000799.SZ,X002007.SZ,X002414.SZ,X601799.SH,X600779.SH,X600183.SH,X600584.SH,X002008.SZ,X600522.SH,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.653181865938253,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362055242656442,0,0,0,0,0,0,0,0.0323032055166566,0,0,0,0,0,0,0,0.0328077412260251,0,0,0,0.0482495355163811,0,0,0,-0.010313562547856,0,0,0,0,0,0,0,0,0,0,0,-0.0095600478703938,-0.0045725668418547,0,0,0,0,0,0
X000858.SZ,0.383884152813801,0,0,0.119182651527773,0,0,0,0.0540294252360513,0.0564880509148786,0,0,0,0,0,0,0,0,0,0.0460053790260795,0,0,0,0,0.0415104478237415,0,0,0,0,0,0,0,0,0,0,0,0.0235742195484061,0,0,0,0,0.0564709991685047,0,0,0,0,0,0,0,0,0,0,0.018557304444568,0,0,0,0,0.000133081816125758,0,0
X002415.SZ,0,0,0,0,0,0.12283160251231,0,0,0.23139285563903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101780883070758,0,-0.00328123650643488,0,0,0,0,0,0,0,0,0,0,0.0507096110408717,0,0,0,0,0,-0.0643620138197303,0,0,-0.00387896746572387,-1.0842021724855e-19,0,0,0,0,0,0
X600809.SH,0,0.279037092445618,0,0,0,-0.0425515340816204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.148420129447295,0,0.0527633262304158,-0.0290644510120599,0,0,0,0,0,0.0617386011825948,0,0.0975519051226204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00842292802087807,0,0,0,0,0.0282404667267963,0,0
X000568.SZ,0.0965921552046265,0,0,0,0,0,0,0,0,0,0.116126410731045,0,0,0,0,0,0,0,0,0,0,0,0,0.429863141180371,0,0,0.233743002586331,0,-0.087782026243353,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0862402878235651,0,0,0,0,0,-0.061868670994939,0,0,0.0392788042121419,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0994394864742927,0.247397899463473,0,0.0420613644115371,0,0,-0.0247680520774021,0,0,0,0,0,0.0546243602042064,0,0,0.0786675199509006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134050576699149,0,0,-0.00382225364369691,-0.0104139569847008,0,0,0,0,0,0
X600276.SH,0,0,0.0511933556478706,0,0,0.0561894150385105,0,0.157141300071505,0,0,0,-0.0396794671416944,0.00509063054886867,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246460174419022,-0.151819243525887,0.0807366006712442,0,0,0,0,0,0,0,0,0,-0.0721726578411019,0,0,0.244141943962218,0.0148847167065342,0,0,0,0,-0.0434849732902934,0.0757964285706432,0,0,-0.0269255622697869,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.0326039479462143,0,0.158651833696272,0,0.205783734556072,0,0.245946637189318,0,0,0,0,0,0,0,0,-0.0417100452233607,0,0.0347438824548897,0,0,0,0,0.0364325911758017,0,0.196690237880174,0,0,0,0,0,0.040916421866233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.027382457890402,0,0,0,0.0287490585601817,0,0
X002304.SZ,0,0,0,0,0,0,0,0.182372017968175,0,0,0,-0.0411972082917062,0,0,0,0.130049911025194,0,0.0281930211809262,0,0,0,0.0368833494482531,0.0425746528524531,0.133464214584367,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.103117677870763,0,0,0,0,0,0,0,0,-0.107387900367784,0,0,0.0217093816932942,0,0,0,0,0.000379872587239043,0,0
X600104.SH,0,0,0,0,0.030086503398695,0,0,0,0,0,0,0,0.0832697113882267,0,0.0590049927309475,0,0,0,0,0,0.0972310209056696,0,0,0,0,0,0,0,-0.0584124334478183,0,0,0.0086521430572745,0,0.0544805936598448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00589845967361881,2.16840434497101e-19,0,0,0,0,0,0
