,X600519.SH,X600104.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X000063.SZ,X000625.SZ,X600031.SH,X600690.SH,X600276.SH,X000100.SZ,X600271.SH,X600703.SH,X600118.SH,X600372.SH,X000157.SZ,X000338.SZ,X002129.SZ,X000559.SZ,X600839.SH,X002241.SZ,X600741.SH,X600089.SH,X600177.SH,X600582.SH,X600066.SH,X002292.SZ,X002236.SZ,X002456.SZ,X300124.SZ,X002475.SZ,X600060.SH,X300003.SZ,X000800.SZ,X600198.SH,X002465.SZ,X601877.SH,X000568.SZ,X600435.SH,X300146.SZ,X600166.SH,X002223.SZ,X000977.SZ,X000727.SZ,X000581.SZ,X002008.SZ,X002276.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.126931707345841,0,0,0.00907060369460493,0,0,0,0,0,0,0,0,0.0324014320454747,0,0,0,0,0.0828104099988858,0,0,0,0.0102136690006637,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0605045827816643,0,0,0,0.00544723676399915,0,0,0,0,0.0357551821965247,-8.67361737988404e-19,0,0,0.00746460944187302,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.052706500013128,0,0,0.0235193354810524,0.023118946400044,0,0,0,0,0.00230333446774149,0,0,0.0624154507556019,0,0,0,0,0.0549137498027039,0,0,0,0.00400004514102315,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162294072149022,0,0.0703194082569365,0,0,0,0,0,0,0,0.0984046238485004,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0929755475201294,0.157411625333148,0,0,0,0,0,0.0916103546287844,0,0,0,0,0.188335004593478,0,0,0,0,0,0,0,0,0,0.00766683787384149,0,0,0,0,0,0,0,0,0.0999737987521988,0,0,0,0,0,-0.00595620918104969,-0.0166973954660936,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0604498445511462,0,0,0,0,0,0,0,0.0593022772804969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478648916737747,0,0,0.0139989783646674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,-0.00471355453886742,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.0165231103624446,0,0,0,0,0,0,0,0,0.0215496311520233,0,0,0,0.208968973811537,0.0408149488203861,0,0,0,0.0086546904289428,0,0,0,0,0,0,0,0,0.155203648089452,0.042704304274556,0,0,0,0.0913824002713406,0,0,-0.0164848618535032,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0755307864224003,0,0,0.0125995003342715,0,0.0761581073585649,0,0,0,0.00921858135897356,0,0,0,0,0.0700937039078321,0,0,0,0,0,0,0,0.0289107467926628,0,0,0,0,0,0,0,0,0,0,0,0,0.106792516470622,0,0,0,0.00771891302088845,0,0,0,0,0,0,0,0,-0.00488561522581675,0,0,0,0,0,0
X002304.SZ,0.0188261720029662,0,0,0,0.0939936966255096,0,0,0,0,0,0,0,0,0,0.00363207040898502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0826730889460149,0,0,0,0,0,0,0,0,0,0.0857974910323056,0.0793728677951189,0,0,0.0583142728532663,0,0,-0.00027453098568719,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.071900017910991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0605036136507987,0,0.0253639624885609,0.173003311617665,0.173882898325072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142070872970451,0,0,0,0.0466628696734799,0,0,-0.00196541715177458,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.11590744820879,0,0,0,0,0,0,0,0,0,0,0,0.02406945229721,0,0.00817364821679304,0,0,0.0211737854237775,0,0.0535083691607692,0,0,0.0407825958265533,0,-0.0403971263164577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0125150889653033,0.034895543236791,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208352287219753,0.0977621525576712,0,0,0,0,0,0,0.0904653516193727,0,0,0,0,0,0.0036478482243391,0,0,0,0,0,0.00534538558585044,0,0,0,0,0.148069141527396,0,0,0,0,0,0,0,0,0,-0.011614716151077,0.00851964824348187,0,0,0,0,0,0
