,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600066.SH,X002241.SZ,X600271.SH,X000100.SZ,X000568.SZ,X600118.SH,X600031.SH,X002292.SZ,X002236.SZ,X002074.SZ,X000559.SZ,X002475.SZ,X600177.SH,X002506.SZ,X600372.SH,X300003.SZ,X000157.SZ,X000338.SZ,X300124.SZ,X002456.SZ,X000050.SZ,X002180.SZ,X002085.SZ,X002249.SZ,X002294.SZ,X002426.SZ,X002007.SZ,X600089.SH,X000869.SZ,X600699.SH,X600867.SH,X002465.SZ,X002049.SZ,X002508.SZ,X002179.SZ,X601877.SH,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.429945407494399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0960938284516455,0,0,0.0798030711775091,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.0101344980729686,0.0864491277158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0402429947231774,0.0565952199006415,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0249568196512867,0,0,0.0406013696804777,0,0.0250776099573713,0,0,0,0.0386358286508519,0.0117818806465301,0,0,0,0,0,0,0,0,0.11373528544453,0,-0.0598101420318295,0,0.0509590052407488,0,0,0,0,0.0653125390341678,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0068113671021146,0,0,0.122117109226168,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.131441245874324,0,0,0,0.0914061356816997,0,0,0,0,0,0.0208047172009461,0,0.048990801097607,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189135670937065,0,0,0,0,0,0,0,0,0.0367708931008715,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.235732009960146,0,0,0,0,0.0527040739827781,0,0,0,0,0.0221119164881365,0,0,0,0,0.00499999202323871,0,0,0,0,0,0.0665976034095588,0,0,0,0,0,0,0.0309116458657791,0,0,0,0,0.0529659844710944,0.0946598140564159,0,0,0,0,0,0,0,0,0.0154647123394121,0,0,2.16840434497101e-19,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.459861995702824,0,0,0,0,0,0,0,0,0,0,0,0,0.205612325391213,0.061386315586679,0,0,0,0,0,0,0,0,0.0116427274682933,0,0,0,0.170570182984376,0,0,-0.0181792950635429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187780551832146,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.180546069673915,0.0115565822291097,0,0,0,-0.020785096358252,0,0,-0.026333601334826,0.0961490560154884,0,0,0,0,0,0,0,0,0,0.00974015452945617,-0.0506086492619151,-0.0506851675184398,0,0,0,0,0,0,0,0,0,0,0.0843190976027521,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0978391266024898,0,0,0,0.120732543812215,0,0,0.151976307441882,0,0,0,0,0,0,0,0,0.0942614609640823,0.025081103790698,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0179375966308799,0.0138675023963576,0.0195501504370961,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0.107310805176435,0,0,0,0,0.0439430949704008,0,0,0,0,0,0,0,0,-0.0752577448153268,0.149365117675241,0,0.0670238760358395,-0.0122523770836929,0,0,0,0,-0.0512469421129708,0.0590865161446765,0,0,0,0,0.0172249717845661,0,0,0,0.143649120547053,0,0,0.0582271361034454,0,0,0,-0.0697682767629088,0,0.012950922401196,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.347379767401726,0,0,0,0.106420250770656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123355770502844,0.0319356152010452,0,0,0,0,0,0,0.0129299521607858,0.0356411390615082,0,0,0,0,0,0,0,0,0,0,0,0.148649135990699,0,0,0,0,0,-0.0120983962346426,0,0,0,0,0,0,0
X600690.SH,0,0,0.201784284215341,0,0,0,0,0,0.0602600229022882,0,0,0,0,0,0,0,0,0,0,0.0887397208546427,0,0,0,0,0,0,0,0,0,0,0,0,0.0368755714025977,0,0,0,0,0,0.0769070815518517,0,0,0,0,0,0,0.0217904438651292,0.0999450814969129,0,0,0,0.00809749347888671,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0446021801087148,0,0,0,0,0,0.0850555172570171,0,0,0,0,0.0764598195231403,0.050287644575377,0,0,0,0,0.093325995555045,0,0,0,-0.0307995390983184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118019338595807,0.108508476366238,0,0,0,0,0.0856739194044645,0,0,0,0,0,0,0,0,0,0,0,0.0987584259800623,0.0459437056832699,0,0,0,0,0,0,0,0,0,0,0,0.0499509286379666,0,0,0,0,0,0,0,0,0,0,0,0,0
