,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X600741.SH,X000568.SZ,X600031.SH,X002475.SZ,X002241.SZ,X002236.SZ,X600066.SH,X000338.SZ,X000100.SZ,X601877.SH,X002456.SZ,X600271.SH,X002085.SZ,X600118.SH,X300124.SZ,X000157.SZ,X002508.SZ,X600089.SH,X600522.SH,X600177.SH,X600372.SH,X300136.SZ,X002007.SZ,X300003.SZ,X600487.SH,X600699.SH,X000981.SZ,X002074.SZ,X000066.SZ,X002294.SZ,X600867.SH,X002008.SZ,X002180.SZ,X000559.SZ,X002292.SZ,X000623.SZ,X600566.SH,X600435.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0333070869375659,0,0,0,0,0,0,0,0,0,0.237683367270523,-0.116134373435027,0,0,0.0756261779248913,0,-0.00962686708765672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055286606764035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00680903735295821,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.039953397857935,0,-0.093444997584943,0,0,0,0,0,0,0,0,0,-0.066457684739486,0,0,0,0.0814432826894842,0.119024953681346,0,0,0.0269489560454243,0,0,0,0.0586281984955847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00707133279554785,-0.0069105849689279,0,0,0,0,0,0
X002415.SZ,0,0,0,0.161526023406734,0,0,0.00497714424362126,0.0109255030154119,0,0,0,0,0,0,0,0,0,0.0971505544283082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367394851305607,0,0.125542853673752,0,0,0,0,0,0,0,0,-0.0125354960379988,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0293878524163285,0.089981221271976,0,0,0,0,0,0.235154197673055,0,0,0,0.00744833501179463,0,0,0,0,0,0,-0.0964789753188859,0,0,0.0329439680159627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222973855247805,-0.0101564958410949,0,0.0112390022084876,-0.000895257287401784,0,0,0,0,0,0
X000858.SZ,0,0,0,0.138408824069016,0,0,0,0.160620344934021,0,0,0,0,0,0.250629169039423,0,0,0,0.0357621269049194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0517044655503855,0,0,0,0,0,0,0,0,0,0,-0.00191253769134125,-0.00858129546096671,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0388338408602536,-0.0234586640663494,0,0,0,0.198356519548932,0,0,0,0,0,-0.0660195015233157,0,0,0,0,0.0413640941506248,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0622571000791787,0,0,0,0,0,0,-0.0519934148546282,0,0,0,0,0,0,-0.0926096424870502,-0.00144863887066399,0.00697060153024158,0,0,0,0,0,0
X000725.SZ,0,0,0,0.203337072534594,0,0,0,0,0,0,0,0,0,0,0,-0.186803605884195,0,0,0,0,0.258416155794332,0,0,0,0,0,0,0,0,-0.0336864513001818,0,0,0,0,0,0,0.0106265259949184,0,0,0,0,0,0.0831531493704531,0,0,0,0.205981580936103,8.67361737988404e-19,-0.0314606671532479,0.0760212490535672,0,-0.0356827634291406,0.0104446163709056,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0914594856150823,0,0,0,0,0,0,0,0,0,0.328080143291877,0.162971388964,0,0,0,0,0,0.143710570875481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478505630632177,0,0,0,0,0,0,0,0.0231462863680476,0,0,0.00175207118904773,0,0,0,0,0,0,0
X000625.SZ,0,0.0749959024986204,0,0,0,0,0,0,0,0,0,0,0.265949458575273,0,0,0,0,0.173972288705593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00688820626102,-0.00247723102369585,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.100613015892566,0,0,0.124906700147123,0,0,0,0,0.0465799131132567,0.0227561747732313,0,0,0,0,0,0,0,0,0,0,-0.085138494290834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185137480191669,0,0,0,0,0,0,0,0,0,-0.0307473772951413,0,0,-0.0144073397160003,0,0,0,0,0,0
