,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X600031.SH,X000568.SZ,X600741.SH,X002475.SZ,X002241.SZ,X000338.SZ,X600066.SH,X002236.SZ,X000100.SZ,X601877.SH,X600118.SH,X600271.SH,X000157.SZ,X300124.SZ,X600372.SH,X002456.SZ,X600177.SH,X002007.SZ,X600089.SH,X600522.SH,X002085.SZ,X000066.SZ,X000981.SZ,X002508.SZ,X300003.SZ,X600867.SH,X600699.SH,X002294.SZ,X002292.SZ,X000559.SZ,X300136.SZ,X002180.SZ,X002074.SZ,X600498.SH,X600809.SH,X000623.SZ,X002426.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.137925631982302,0,0,0,0,0,0.107505725835958,0,0,0.0416498081972751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0439098917303951,0,0,0,0,0.22246493440668,0.00594780544954066,0,0,-0.00983131604113284,0.000253532064775752,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,-0.065258384423701,0,0,0,0,0,0,0.634811425022044,0,0,0,0,0,0,0,0,0,0,0,0,0.132997068643376,0,0,0,0,0,-0.0951180557597177,0,0,0,0,-0.0104000511411977,0,-0.0923416587941776,0,-0.105465983461681,0,0,0,0,0,0,-0.0355832906243314,-0.0170899388526595,0.00789222467447044,0,0,0,0,0,0
X002415.SZ,0,0,0,0.165474849827814,0,0,0,0,0,0,0,0.080862977709116,0,-0.0189164145841913,0,0,0,0.16800413224209,0,0.185572991782815,-0.0104338647568387,0,0,0,0,0,0,0,0,-0.0177729932233459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0454935868384006,0.0514448856219943,0,0,0,0,0.00295783485990333,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.250897919539404,0.0262805979651646,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388583021140581,0,0,0,0,0,0.0521676987515458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0463075955955818,0.618287287431333,0,-0.0933792409481861,0.00606489762540058,0.0139396253124864,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0828203422445286,0,0,0,0,0.125910917117549,0,0,0,0.0170536148799297,0.359697508073841,0.192349212875877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0216608587262935,-0.0539863164196908,0,0,0,0,0,-0.0521623545423244,0,0.0290685541889533,0,0,0,0,0,0,0,0.00709275970170796,0.000443158941751041,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0154427735971871,0,0,0,0,0,0.0232128855970101,0,0,0,0.312046432061484,0.243558853787372,0,0,0,0,0,0.121537254695884,0,0,0,0,0,0,0,0,0,0,0,0,0.0286347396555397,0,0,0,0,0,0,0,0,0,0,0,0,0.140027130866721,0,0,0,-0.00651982446007264,0,0,0,0,0,0,0
X600276.SH,0,-0.0722533785529828,0,0,0,0,0,0,0,0,0,0.218130154186044,0,0,0,0,0,0,-0.0549460974471669,0,0,0,0,0.0330092459831034,0,0,0,0.0434626555583307,0,0,0,0,0,0.0347092763242909,0,-0.0280374943726854,0,0,0,0,0,0,-0.0226560519972802,0,0,0,0,0,0,-0.141751072156523,0.0177448866625933,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0.161533432894222,0.0422785611633226,0,0,0,0,0,0,0,-0.0106667125482219,0,0,-0.271084453451088,0,0,0,0,0.204708981654473,0,0,0,0,0,0,-0.0103729675190972,0,0,0,0,0,0,0,0,0,0,0,0,0.207892108091221,0,0,0,0,-0.101347145666552,0,0.0688674862792094,0,0,-0.0126886305517822,0.0030451996653767,0,0,0,0,0,0
X000625.SZ,0,0,0,0.155700677403324,0.09072469238825,0,0,0,0,0,0,0,0.0490799009522716,0,0.310065312550873,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,-0.00136464178845339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0147446331787717,0.00630446395488476,0,0,0,0,0,0
X600690.SH,0,0,0,0.212231655576961,0.0496205546993255,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028246390154868,0,0,0,0.0668603240210894,0,0,-0.0190575370618379,0,0,0,0,0,0,0,0.00183262885140117,0,0,0,0,0,0,0,0,-0.075238865978388,0,0,0,0,0,0,-2.16840434497101e-19,0,-0.0026844422443544,0,0,0,0,0,0
X000063.SZ,0.0929400004365426,0,0,0.156031956597805,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425175239215332,0,0,0,0,0,0,0,0,0,0,0,0.0515893588099812,0,0,0,0,0,0,0.066079564108356,0,0,0,0,0.0942976756047345,-0.100409445793948,0,0,0,0,0.0994630195530699,0,0,0,0.00489531078546979,0,0,0,0,0,0
X600703.SH,0,0,0.150323041406539,0,0.0980525513792629,0,0,0,0,0,0,0,0.243162965951829,0,0,0,0,0,0,0.177635138007169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288507254564696,4.33680868994202e-19,0.0012846477456174,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0626724503437579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433526480785463,0,0,0,0,0,0,0,0.111727886667491,0,0,0,0,0,0,0,0,0,0,-0.112988823743483,0,0,0,0,0,-0.0290845604505374,-0.0128467310836065,0.00654320331658973,0,0,0,0,0,0
X000568.SZ,0.0415137524902512,0,0,0,0.506626583094324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0448297965218857,0,0.0233591129917575,0,0,0,0,0,0,0,0,0,0,0.159251653394669,0.189056748036712,0,-0.020132883698304,-0.00952867819443023,-0.000487919007315212,0,0,0,0,0,0
