,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002475.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600809.SH,X600741.SH,X000661.SZ,X002241.SZ,X600183.SH,X000596.SZ,X600703.SH,X002007.SZ,X300003.SZ,X300142.SZ,X000157.SZ,X002236.SZ,X601877.SH,X000100.SZ,X002463.SZ,X002179.SZ,X000066.SZ,X002008.SZ,X600271.SH,X300124.SZ,X300136.SZ,X600867.SH,X000625.SZ,X002506.SZ,X002129.SZ,X002180.SZ,X300014.SZ,X600177.SH,X000977.SZ,X600498.SH,X600066.SH,X002049.SZ,X600487.SH,X002371.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0815916043659128,0,0,0,0,0,0,0,0,0,0.423594333029995,0,0,0,0,0,0,0.0667477366536539,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177312594489777,0,0,0,0,0,0,0,0,-0.0461962467361342,0,0,0,0,0,0,0,0,0,0.00548093108856474,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0656548788667969,0,0,0,0.417224330666381,0,0,0,0.0217627637140226,0,0,0,0.0429569485947825,0,0.038008420190948,0,0,0,0,0,0,0,0,0,0.00216712785493762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000177024658493517,0,0,0,0,0.000492019390995681,0,0
X600276.SH,0,0,0,0,0,0,0,0.0899968604665645,0.093891299415938,0,0,0.196756442380834,0,0,0,0,0.043960906807279,0.00321261572843157,0,0,0.0536990798238296,0,0,0.0240878405264537,0.0355010654498224,0,0,0,0,-0.0136103572934317,0,0,0,0,0,0,0,0,0,0,0,-0.0381906964822023,0,0,0,0,0,0,0,0,0,0,-0.0191650341011201,0,0,0,0.0145426343198304,0,0
X000651.SZ,0,0,0,0,0.170436955539166,0,0,0,0,0,0,0,0,0,0,0.103728854250937,0,0,0,-0.0248875237784878,0,0,0.227999120771882,0,0,0,0,0,0,-0.0238281051741691,0,0.116007164305332,-0.0494347761752485,0,0.0355571230252225,-0.0171029964248603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00168008464015743,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0549122184601827,0,0,0,0,0,0,0,0.0638690358996254,0,0,0,0,0,0,0,0,0,0.485809682006567,0.116053703179098,0,0,0,0,0,0,0.096435631459607,-0.0203310678204767,-0.00917464615180544,0,0,0,0,0,0,0,0,0,0.00771934326392649,0,0,0,0,0.0047228583656488,0,0,0,0,-0.01385943872134,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173353086677935,0,0,-0.0289121623653258,0,0,0,0,0,0,0,0.127011904538043,0,0,0,0,0.0553229751589229,0,0,0,-0.0346918306396166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128347505768951,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00967886089980979,0,0,0,0,0.150690084489879,0,0
X002475.SZ,0,0.128635368817751,0,0,0,0,0,0,0,0.133761411985152,0,0,0,0,0,0,0.0385095959257914,0,0,0.0349806455790243,0,0,0,0,0.0954077044565559,0,0,0,0,0,0,0,0.209262443239611,0,0,0.0454392357034043,0.0274867532360033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00953269372531807,0,0,0,0,0,0,0
X002304.SZ,0,0.111626072852028,0,0,0,0,0.139411147673458,0.0703218991154841,0,0,0,0.109220720232759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124390079204376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023959421961492,0,0,0,-0.0188411066423948,0,0
X000063.SZ,0,0,0,0,0.206053685623053,0,0,0,0,0,0,0,0,0,0,0.0827662087856189,0,0,0.0594440601725178,0,0,0.243481622062234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420812280793348,0,0,0,0,0,0,0,0,0,0.0105281889029347,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,-0.00217994148444251,0,0,0,0,0,0,0,0,0,0,0,0.0504578648367387,0,0,0,0,0,0,0,0,0,0.0489977054143479,0,0,0,0,0,0,0.0842128081131364,0,0,0,0,0,-0.0196715929734162,0,0,0,0,0,0,0,0.375051544053123,0,-0.0103822409685746,0.0466737490137341,0,0,0,-0.0252554817552092,0,0
X000568.SZ,0.16460288758959,0.562561971439903,0,0,0,0,0,0,0.0680077758140037,0,0,0,0,0,0,0,0,0,-0.0668538775590309,0,0.11145834768691,-0.0598318124099121,0,0,0.141733156503317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300376544437808,0.0229812034117996,0,0,0,0,0,-0.0142853837521763,0,0,0,-0.0112068279879974,0,0,0,0,-0.00746259687998526,0,0
X600031.SH,0,0,0,0,0,0,0,0.123883499691498,0,0,0,0,0,0,0.0810728824032454,0,0.00176864551058381,0,0,0,0,0,0,0,0,0.184004983400428,0,0,0,0,0.0553926935100161,0,0,0,0,0,-0.0633937016873185,0,0,0,0,0,0,0.0943017543256208,0,0,0,0,-0.0287647511485852,0,0,0.00999990020426464,0.0147312319712158,0,0,0,-0.00418473742071086,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195912983779911,0,0,0,0,0.0130900088096705,0,0,0,0,0,0,0,0,0,0.00156766208619548,0,0,0.0433714510277086,0.145451207643823,0,0,0,0,0,-0.0623466240638805,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.00160399546114814,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.0142141488735106,0,0,0,0.0745786026858723,0,0,0,0.115400705640029,0,0,0,0.0877486760184113,0,0,0,0,0.0397395995471966,0,0,0,0,0,0.00991555628206579,0,0,0,0,0,0.0190129020335628,0,0,0.0592806896140685,0,0,0.0739004870976015,0,0.0956255307736316,0,0,0.0765358223439036,0,0,0,0.0597996474248991,0,0,0,0,0,0
X600809.SH,0,0.485319921348214,0,0,0,0,0,0.0259697141315243,0,0.0115022906533571,0,0,0,0,0,0,0,0,0,0,0.0839225384754519,0,0,0.0171671606853744,0,0,0,0,0,0,0,0.0130918673226076,0,0,0,0,0,0,0,-0.0299110530886514,0,0,0,0,0,0,0,0.0261899683427678,0,0,0,0.00194977381600596,0,0,0,0,-0.00368562160316506,0,0
X600741.SH,0,0,0,0,0,0.0756908093787741,0,0.0936931326008731,0,0,0,0,0,0,0,-0.113782437201477,0,0,0,0,0,0,0,0,0,0,0,0,0.0675604834645809,0.0714944740296032,0,0,0,0,0,0.0813563519956126,0,0,0,0,0,0.0143357605435935,0,0.035311135803849,0,0,0.0188862134593788,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0461661538308248,0,0
X000661.SZ,0,0,0.279514140285284,0,0,0,0,0,0,0.0217896964991935,0,0.102951396600443,0,0,0,0,0,0,0,0.122970894194428,0,0,0.0371755974898415,0,0,0,0,0,0,-0.0593582373622979,0.0273183842835411,-0.0385877854618151,0,0,0,0,-0.0194367939085904,0,0,0,0,0,0,0,0,0,0,0,0,-0.0293095141275763,0,0.00266883508249867,0,0,-0.213602921666636,0,-0.0400459196455789,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206801537135903,0,0.0388369787252001,0,0,0,0,0.494492395605784,0,0,0.0112097310799295,0,0,0.0723516939991204,0,0,0.136243245438382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170413010503212,0,0
X600183.SH,0,0,0,0,0,0,-0.210032212255986,0,0,0.10942122656017,0,0,0,0,0,0,0,0,0.295655063670597,0,0,0.0837670518084688,0,0,0,0,0,0,0,0.162608672651272,0,0.127678560278586,0,0,0,0,0,-0.139389628223391,0,0,0,0,0,0,0,0,0,0,0.155219218007898,0,0,0,0,0,0,0,0.0712744080817243,0,0
X000596.SZ,0,0,0,0,0,0,0,0,0.165151764971935,0,0,0.265088014274377,0,0,0,0.0797897644198043,0,0,-0.100022989258498,0.178023634179888,0,0,0,0,0,0.123574614651152,0,0,0,0,0,0,0,0,0.059707599594546,-0.0542432736685345,0.0683600375931721,-0.0686639370761379,0,0,0.0416922710816016,0,0,0,0,0,0,0,0.0637422912439245,0,0,0.00620380083123189,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0.220515222356747,0,0,-0.0381437292873653,0,0,-0.109917177510723,0,0,0.0688184155812365,0,0,0,0,0,0,0,0,0,0,0,0,0.0870882924627404,0,0,0,0,0,0,0,0,0.245256663762767,0,0,0,0,0,0.41316435810587,0,0,0.147922196997006,0,0,0,0,0,0,0.0328010887642973,0,0
X002007.SZ,0.0390658163152371,0,0,0.00555257236874257,0,0,0,0,0,0,0,0,0.0661981678096304,0,0,0,0,0.0596497897539628,0,0,0.0960618149180767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114228211452751,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,-0.00712860271094961,0,0,0,0,0.0249131355389077,0,0
X300003.SZ,0,0,0,0,0,0,0,0,0,0.0642203854232594,0,0,0,0,0.213514742576655,0.0379286714436408,0,0,0,-0.0358072446459966,0,0,0,0,0,0.0120867429648564,0,0,0,0,0.0552788841435057,0.147968935298666,0,0,0,0,0.039580477708314,0,0,0.102750136655652,0,0.0333551928735869,0,0.147591470356272,0,0,-0.166829255209243,0,0,0,0,-0.00721430709185912,0,0,0,0,0.00623538004903749,0,0
X300142.SZ,0,0,0,0,0,0,0,0.085240587451628,0,0,0,0,0,0,0,0,0.0931379249910555,0.023104964717648,0,-0.0114517662536619,0,0,0,0.016937704628734,0,0,0,0,0,0,0.0582833841595375,0,0,0,0,0,0.130981052616186,0,0,0,0.0967092512366007,0.0742410872873619,0,0.00892578564368545,0,0.0449330667890273,0,0.0719598916816222,0,0,0,0,0,0,0,0,-0.0209521884339857,0,0
