,X600104.SH,X600519.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000625.SZ,X000063.SZ,X002304.SZ,X000858.SZ,X600276.SH,X600690.SH,X600031.SH,X000100.SZ,X600372.SH,X000338.SZ,X000157.SZ,X600118.SH,X600089.SH,X600271.SH,X600703.SH,X600741.SH,X002129.SZ,X002241.SZ,X600177.SH,X600582.SH,X600066.SH,X002236.SZ,X000800.SZ,X601877.SH,X300124.SZ,X000581.SZ,X600839.SH,X000623.SZ,X000568.SZ,X002292.SZ,X002475.SZ,X000550.SZ,X000977.SZ,X600060.SH,X000559.SZ,X002294.SZ,X000869.SZ,X002456.SZ,X600252.SH,X002465.SZ,X600867.SH,X300146.SZ,X000400.SZ,X300003.SZ,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0.153690953495152,0.0672564333155074,0,0,0.153482026813166,0,0,0,0,0,0,0,0,0,0,0.0904975105085541,0.0168134650643441,0.017364314753563,0,0,0,0.0100959716610362,0,0,0.0304110095064359,0,0,0,0.0234651042913073,0,0.0348958909359521,0.0753311412957736,0,0,0,0,0,0,0.0623063311827206,0,-0.0559374071866392,0,0,0,0.00480156753645528,0.045140536599543,0,0,0,-0.00807531686378983,-0.0204671092572036,0,0,0,0,0,0
X600519.SH,0,0,0,0.196530175481103,0,-0.0466769327052332,0,0.0653262225390614,0,0,0,0,0,0.127408079973596,0.07884915063018,0,0,0,0,0,0,0,0,-0.0219618712308181,0,0,-0.0417861213830829,0,0,0,0,0,0.0051591535408706,0,0,0,0,0,0,0,0,0.0677064844029177,0,0,0,0,-0.111391204186612,0,-0.0177366483074858,0,0,0,0.018880643001239,0,0,0,0,0,0
X000651.SZ,0,0.0682940084710783,0,0,0,0,0.0746820152412081,0,0,0,0.0604388893614008,0,0,0,0.0337363508911663,0,0,0,0,0,0,0.0333774809935155,0,0,0,0,0,0,0,0,0,0,0.0982773939930454,0.0397700510041694,0.00152204386229229,0,0.15700033823253,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0.0561682119379316,0,0,0,0.0135415656598485,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571386405281221,0.036543079455716,0,0.0445427396456063,0,0,0,0,0,0,0,0,0,0.0230145866984357,0,0,0.205697666437249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123018982304719,0.136901282033176,0,0,-0.00996469391699379,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089505707198898,0,0.0206050537395141,0.0841797804989484,0,0,0,0,0,0,0,0,0.140422422099258,0,0,0,0,0,0.0906226025895777,0,0,0,0.128352592149823,0,0,0,0,0,0.0513363778861626,0,0,0,0,0.0344862158172967,0,0,0,0.00211728135823256,-0.0216303124902248,0,0,0,0,0,0
X000625.SZ,0,0,0.0333740962750391,0,0.249149990190911,0,0,0,0,0,0,0,0,0,0.14745658275577,0,0,0,-0.144324007862996,0,0.0179955586338413,0,0,0,-0.0860785396518969,0,0,0,0.0230944166619538,0,0,0,0,0,0,0,0,-0.0387932460537254,0,0,0,0,0,0,0,0,0,0,-0.000486321264324008,0,0,0.0197209873115135,0.00464981314149873,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0347754531809224,0.163085455928008,0,0,0,0,0.028123551734255,0,0,0,0.0311296203186614,0,0,0,0,0.0232214817642071,-2.16840434497101e-19,0,0,0,0.021859096795603,0.10888220744316,0,0,0,0,0,0.00956450671505986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.114840685674945,0,0.265328183912043,0,0,0.00434849796763182,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0985899798815897,0.0252389019294994,0,0.0603806380620119,0,0,0,0.0458218184519672,0.15262722187545,0,0,0,0,0,0,0,0.0468242366020011,0,0,0,0,0,0,0,0,0,-0.00796536524195578,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0682126223708141,0,0,0,0.091597179093295,0,0,0.0298945713126634,0.030333555511241,0.0445094988181431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109201231297578,0.0740119051124889,0.108370602075812,0,0,0.0544608835397591,-0.0273258948043097,0,0,0,0.0445684920357167,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0
X600276.SH,0,0.0451006988421667,0,0,0,0,0.0137858632073754,0.0420445889321351,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046292206251443,0.0282157118440349,0,0,0.0473873446379718,0,0.0340177756156363,0,0,0,0,0,0,0,0,0,0.0114315694008613,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248854645766306,0.0365196664731013,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311862630617749,0,0,0,0,0,0,0,0,0,0,0,0.0401291891551385,0.118824174642171,0.0392369078599755,0,0,0.211250494662255,0,0,0.101954717810413,0,0,0,0,0,0,0,0,0,0,0,0,-0.0161311680932021,0.00196849696285375,0,0,0,0,0,0
X600031.SH,0.0484799605338462,0,0,0,0,0,0,0,0,0,0,0,0,0.153377756583774,0,0.21533613495048,0,0.151078430836286,0,0,0,0,0,0,0,0,0,0.0111729154240088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03595876048461,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0.1055612437468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168688880977871,0,0,0,0.0369444213674592,0.0282551347572109,0,0,0,0.140483154542537,0,0.279205023617346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
