,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600066.SH,X002241.SZ,X600271.SH,X000100.SZ,X000568.SZ,X600031.SH,X600118.SH,X002506.SZ,X002292.SZ,X002074.SZ,X002236.SZ,X000559.SZ,X002475.SZ,X600177.SH,X000157.SZ,X600372.SH,X300003.SZ,X000338.SZ,X300124.SZ,X002426.SZ,X002085.SZ,X002456.SZ,X002249.SZ,X000050.SZ,X600699.SH,X002007.SZ,X002294.SZ,X600867.SH,X600089.SH,X000869.SZ,X002465.SZ,X002508.SZ,X002179.SZ,X002049.SZ,X002180.SZ,X601877.SH,X000596.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0599998823726097,0.0278134804766679,0.0910590911049842,0,0,0,0,0,-0.0175247827976984,0,0,0,0,0,0,0,0.0378079660612025,0,0.230356809856705,0,-0.0783058299351226,0,0,0,0,0,0,0.0474629545972253,0,0,0,-0.03458879945501,0.00416841298839529,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0660189798542051,0,0,0.142757371322867,0,0.0897270691665952,0,0.0144719178465639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0651423814709593,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,-0.0106034173523083,0,0.160531659039862,0,-0.0285324162424233,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0887879416540985,0,0,0,0.0695666110227626,0,0,0,0,0,0.0260772998032201,-1.73472347597681e-18,0.0284545600911275,0,0,0.0419447400972465,0,0,0,0,0,0,0,0,0,0.174147805140075,0,0,0,0,0,0,0,0,0,0,0.059424453947216,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.178951869552255,0,0,0,0.193360594327373,0,0,0,0,0,0,0,0,0.00642215217565483,0.0751479719122473,0,0.0810064883042456,0,0,0.0547735201542774,0,-0.0196369552929699,0,0,0,0,0,0,0,0,0,0.0351795613575104,0,0,0,0.00390275887612799,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,-0.0375683584168804,0,0.16085102043188,0,0.0190678815977459,0,0,0,0,0,0,0
X002304.SZ,0.157213343350348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590820505052607,0,0,0,0,0,0,0,0,0,0,0.0529903987184746,0,0,0,0,0,0,0,0,0,0.0557458355627785,0,0,0,0,0,0,0.0504266529615601,0.0501972040188698,0,0,0.29957367912088,0,0.0293517689898317,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.159340035321945,0,0,0,0,0,-0.0232231678105489,0,0,0.112873859389033,-0.0252214218289726,0,0,0,0,0,0,0,0,0.00920586533292964,-0.0227430466100677,0.020840019397547,0,-0.0481055245208819,-0.0193225089879222,0,0,0,0,0,0,0,0,0.0945911738476918,-0.0512635642918119,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249315109602291,0,0.162225985801348,0,0,0,0,0.111905637638278,0.00280522871964719,0,0.140006732524347,0,0,0,0,0,0,0,0,0,0.0458958604764578,0,0.0411511999920195,0,0,0,0,0,0,0.0233552325138059,0.0363303481325659,0,0,0,0,0,0,0.00357003975715011,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0.156718585227764,0,0,0.0246362521293531,0,0.0268223801614444,0,0,0,0,0,0.100355145089305,0,0,0,-0.0227366500000984,0.11954110067437,0,0,-0.0429896181993595,0,0,-0.0742271296853539,0,0,0,0,0.028736119694644,0.0590591585573281,0,0,0,0,0,0,0,0,0.0841568419268656,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.245254819429998,0,0,0,0.0877117523602374,0,0.0838677057156704,0,0,0,0,0.0480383284253846,0,0,0,0,0,0,0,0,0.107193837070868,0,0,0,0,0,0,0,0.0235151933534594,0,0,0,0.0374494070031461,0,0,0,0,0,0,0,0,0,0.0878738230398368,0,0,0.0260070958318238,0,-0.0185232698408885,0,0,0,0,0,0,0
X600690.SH,0,0,0.139699056333979,0,0,0,0,0,0.0513858542260095,0,0,0,0,0,0,0,0,0,0,0,0.0213032309912359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0824149282180979,0,0.0459305827350948,0,0,0,0.0399818885583268,0,0.041535086374709,0.0853221196968788,0,0,0,0.0826058373925902,0,0,0,0,0,0,0,0,0
X600703.SH,-0.0431988296813622,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0846016821160021,0,0.122324139079355,0,0,0,0,0.13143781920703,-0.0347010701305011,0,0,0.0497067586481475,0,0.0492934533208275,0,0.0330336644241246,-0.0409414967109187,0,-0.0285964816986259,0,0,0,0.0738563527612718,0,0,0,-0.0120498419677315,0,0,0,0,0,0,0,0,0,0,0
X600741.SH,0,0,0,0.0384244581347471,0,0,0,0,0,0,0,0,0,0,0.101356352844387,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0149311936818605,0.218129572602186,0.094893404366703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264320066553464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355362449299386,0,0.0236343776264522,0,0,0,0,0,0,0.0520331544523033,0,0,0.0781699945018717,-0.0894865824873499,0,0,0,0,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0.0602163857813391,0,0,0,0,0,0,0,0,0,0,0,0.0807073164548108,0,0,0,0.0922529904078409,0,0,0.0698926835695003,0,0,0,0,0,0,0,0.150030899230609,0,0.0608988315333498,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.00523133497444686,0.061637138941574,0,0,0,0,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253235627598861,0,0,0,0,0,0.0756593027345621,0,0,0,0,0,0,0,0.063863675739037,0,0,0,0.115421568260946,0.106145114456853,0,0,0,0,0,0,-0.0239002031389761,0,0.0524459809549077,0,0,0,0,0,0,0.059197651399249,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0.123074751595109,0,0,0,0,0,0,0.0127184519396334,0,0,0,0,0,0,0.0731713150467281,0.00489222748818015,0,0,0,0,0,0.010383924860997,0.0201941167418535,0,0,0,0,0.129497547973588,0,0,0.00700945923445421,0.0634360216780605,0,0,0,0,0.0743662993363768,0,0.00871479998894098,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.063321236355378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334645791611257,0,0,0.126926094073006,0,0,0,0,0,0,0,0,-0.0336875673176115,-0.147503284467505,0.193058065579018,0.0399726349736589,0.0688643497724206,0,0.113465982629457,0,0.0364988483867109,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0719934193391783,0,0,0,0.0286127852305074,0.113355439764573,0.0482016089699787,0,0,0,0,0,0,0.0863119316613526,0,0,0,0.029215841475511,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150263906433027,0,0,0.0205301909017804,0,0,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134903660239119,0,0,0.0264467888455699,0,0,0,0.0313694886059193,0,0,0,0,0,0.195808640371812,0,0,0.0122829124897912,0,0,0,0,0,0.0510226425700524,0,0,0.12557015123173,0,0,0.00190660059462288,0,0,0,0,0,0,0,0,0
