,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X002304.SZ,X600690.SH,X600104.SH,X002475.SZ,X000651.SZ,X600031.SH,X000725.SZ,X002371.SZ,X300014.SZ,X300124.SZ,X000338.SZ,X000063.SZ,X002241.SZ,X003816.SZ,X002129.SZ,X600703.SH,X000625.SZ,X002049.SZ,X601877.SH,X000596.SZ,X300142.SZ,X000100.SZ,X600089.SH,X000661.SZ,X002179.SZ,X600460.SH,X000799.SZ,X000157.SZ,X600741.SH,X002074.SZ,X002236.SZ,X600884.SH,X600702.SH,X002414.SZ,X600584.SH,X600779.SH,X601799.SH,X000800.SZ,X600183.SH,X002176.SZ,X002007.SZ,X000733.SZ,X300003.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.361660856018355,0,0,0.0726104555135467,0,0,0,0,0,0,0,0,0,0,0.086140630315803,0,0,0,0,0,0,0,0,0.0213367034502553,0,0,0,0,0.00358280517088498,0,0,0,0,0,0,0,0,0.0361672934608621,0,0,0,0,0,0,0,0,0,0,0,0,-0.00991335705123825,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.124532011450807,0.271443758952752,0,0,0,0,0,0,0,0,0.0303995156091626,0,0,0,-0.0231438993932349,0,0,0,0,0,0,0,0,0,0,0.082647878253365,0,0,0.0792491099937499,0.0617632670275503,0,0.00212402053223094,0,0,0,0,0,0.169406185940919,0,0,0,0,0,0,0,0,0,0,-0.0134178374194596,0,0,0,0.021298800333089,0,0
X002415.SZ,0,0.180415908243327,0,0,0,0,0,0,0,0.0451227363598037,0,0.00932035852498049,0,0,0,0.00177792943802534,0,0,0,0,0.0260630768895024,0.0768417729442963,0,0,0,0,0.0489114795994105,0,0,0,0,0,0,0,0,0,0.0426794041581561,0.0806830934873347,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142465537363541,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.0455952431571654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475511509387878,0,0,0,0,0,0.288844176660576,0,0,0,0,0,0,0,0,0,0,0,0,-0.00307552231378109,0,0,0,0,0,0,0
X600276.SH,0,0.353978820849103,0,-0.019806886209341,0,0,0,0,0,-0.0515733560947548,0,0,0,0,0.0948416292816516,0.223618150881373,0,0,0,0,0,0,0,-0.213763736060142,0,0,0,0,0,0.0863144602457673,-0.102347002163478,0,0.0123070487099612,0,0,0,0,0.143014469333121,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00703363562147435,-0.0252347412073337,0,0,0,0,0,0
X000568.SZ,0,0.499391411445053,0,0.112674605933354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0336497825445592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0799284875643455,0,0,0,0,0,0,0,0,0,0.000374333473829849,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.13699774154532,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0691705347370774,0,0,0,0,0,0,0,0,0.244790364367981,0,0.0198105885242808,0,0,0,0,0,0,0.0486180431517153,0,0,0,0.0190489139594305,0,0,0,0,0,-0.0160161618828284,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.18022199310295,0,0,0,0,0,0,0.00836793781426235,0,0,0.0295756411883881,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00951206552102983,0.0235769875083216,0,0,0,0.100134484726954,0,0,0,0,0,0,0,0.151910119541062,0,0,0,-0.0461314683992919,0,0,0,0,0,-0.00917123626978613,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026757910029366,0,0,0,0,0,0.132862977863735,0,0.0220293935322438,0,0.085136534898055,0,0,-0.0415967035575769,0.0333944965184055,0,0.0937297109135722,0.0688310769013183,0.0984579436900934,0,0,0.0152879170337151,0,0,0,0,0,0,0,0.00256415643336892,0,-0.053414923084005,0,0,0,-0.00566370656838061,-0.0259284861315432,0,0,0,0,0,0
X002475.SZ,0,0,0.102033708229643,0,0,0,0,0,0,0,0,0,0,0.075483629587605,0,0,0,0,0,0,0,0,0,0.0193497594496305,0,0,0,0,-0.195467300324517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0404084361075672,0,0,0,0,0,-0.0059243007915664,0,0,0,0,0,0,0
