,X600519.SH,X600104.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000063.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X600276.SH,X600690.SH,X600031.SH,X000100.SZ,X600118.SH,X600271.SH,X600372.SH,X002129.SZ,X000338.SZ,X000157.SZ,X600703.SH,X600089.SH,X002241.SZ,X002236.SZ,X600177.SH,X600741.SH,X002292.SZ,X600066.SH,X600582.SH,X600060.SH,X300124.SZ,X600435.SH,X601877.SH,X002456.SZ,X000977.SZ,X000800.SZ,X000559.SZ,X002475.SZ,X002007.SZ,X002294.SZ,X002465.SZ,X600839.SH,X000581.SZ,X600867.SH,X000623.SZ,X300003.SZ,X000568.SZ,X000869.SZ,X600498.SH,X000550.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.161679136022994,0,0,0,0,0,0,0,0,0,0.0565188712543827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575161715041236,0,0,0.0221317870342409,0,0.0645878913348554,0,0,0,0,0,0,0.00704937247525741,0,0,0,0,0,0
X600104.SH,0,0,0.156291393149716,0.097018646751627,0,0.031609820631693,0,0,0,0,0,0,0,0,0,0.0561336270950189,0,0,0,0.0170357436207382,0,0,0.0760902874262013,0,0,0.0418492512276021,0.0342073421185947,0,0,0,0,0,0,-0.00519789753837355,0,0,0,0,0,0,0,0,0,0.0190105900879048,0,0.149713631619361,0,0,0,0,0,-0.00115093576818939,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,2.16840434497101e-19,0.0561357551630003,0.0165031967951166,0,0,0,0,0,0,0,0,0,0,0,0.0333037555606072,0,0,0,0,0,0,0,0.0452497715768596,0,6.88655708707497e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440475748579415,0,0.0178670379446012,0,0,0.178310998758636,0,0,-0.00106208373765566,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248726297029721,0,0,0,0,0,0,0.119948055413066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0942121440080138,0.140813607731294,0.0771210746044899,0,0.0177357144009838,0,0,0,-0.0224820919353545,0.0037383766196869,0,0,0,0,0,0
X002415.SZ,0,0,0.0132094117926454,0,0,0,0,0,0,0,0,0,0,0,0.100706658645623,0,0,0,0.174486106389472,0,0,0,0.0103871631850094,0,0,0.0495894753502001,0,0,0,0,0,0,0.104701669820713,0,0,0,0,0,0,0,0,0,0,0.0358270797143354,0.0230252458971879,0,0,0,0,0,0,-0.00283048241499499,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0314334445395383,0,0,0,0.0683485804351058,0,0,0,0.0978786047603174,0,0,0,0.0309852385063502,0,0,0,0.168621603613968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123694944351854,0,0,0,0,0.0243585971913408,0,0,0.0419767567369213,0,0,0,0.167295323303971,0,0,0,-0.0109140780605421,0,0,0,0,0,0,0
X000625.SZ,0,0,0.204602479955581,0,0.244424707880617,0,0,0,0,0,0,0,0,-0.114325443930543,0,0,0,0,0,0,0.050976736363417,0,0,-0.0203200983216386,0.071270166920497,0,0,0,0,0,0,0,0,0,0,0,0,-0.0454521629666998,0,0,0,-0.126801527381708,0,0,0,0,0,0,0,0,0,0,0.039552006443819,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0945598921270293,0,0,0,0,0.0059755596011339,0,0,0,0.0213150620002341,0,0,0.0619534252407696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.262519792395764,0,0,0,0,0,-0.006710502374843,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.12923205583214,0,0.317619147218976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061776673091474,0,0,0,0,0,0,0,0,0.0403705879340308,0,0,0,0.0548838484892455,0,0,0,0,0,0,0,0.0428620941430609,0,0.0839236388151697,0,0,0,0,0,-0.000738498450585504,1.73472347597681e-18,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0401799828244758,0,0,0,0,0,0,0.0431938631675358,0,0,0,0,0,0,0,0,0.101890924388206,0,0,0,0,0,0.0338739697666862,0,0.0116581561152836,-0.025007507247098,-0.0220874074891177,0,0.0315932649610976,0,0,0,0,0,0,0.0366032548240363,0,0,0,0,0,0,0,0,0,0,0,0.00945847472511557,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0717190456208729,0,0.072243592790424,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083092170558382,0,0,0,0,0,0,0.00733258199883828,0.0622317463377017,0,0.00933383252082991,0,0,0,0,0.0668852734971846,0.0926789610867571,0,0,0,0,0,0,-0.00928522057289789,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0467896851238055,0.0290236601125386,0,0,0.529573774946755,0.0345953448465863,0.0414945427891683,0,0,0,0,0,0,0,0.00395966124296821,0,0.0107150904914336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0.0184333967319245,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0.129695280859457,-0.0271843400496769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339879364815706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535127091752866,0,0,-0.00401774702090983,0.0275593895093478,0,0,0,0,0,0
