,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X002415.SZ,X600690.SH,X000651.SZ,X600809.SH,X002371.SZ,X600104.SH,X000063.SZ,X003816.SZ,X000568.SZ,X000725.SZ,X300124.SZ,X600031.SH,X000338.SZ,X000625.SZ,X002304.SZ,X000100.SZ,X300014.SZ,X000596.SZ,X002241.SZ,X600418.SH,X002179.SZ,X002463.SZ,X600584.SH,X000977.SZ,X600183.SH,X000157.SZ,X600066.SH,X600089.SH,X002028.SZ,X600703.SH,X600372.SH,X600741.SH,X002049.SZ,X002236.SZ,X601877.SH,X600522.SH,X000066.SZ,X000921.SZ,X002156.SZ,X600460.SH,X600839.SH,X002281.SZ,X000988.SZ,X002456.SZ,X000800.SZ,X000661.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.0436115052115634,0,0,0.0353353955404356,0,0.165940219708495,0,0,0,0,0,0,0,0,0.223075936246005,0,0,0,0,0.0736364733942201,0,0,0,0,0,0,0,0,0,0,0,0,0.0430954700204925,-0.0244763832462315,-0.00245023569075987,0,0,0,-0.0322007133295585,0,-0.023393214495459,0,0,0,0.00420380021459325,4.33680868994202e-19,0,0,0,0,0,0
X000858.SZ,0,0,0.0975619771121426,0,0,0,0,0,0,0,0,0,0.424732391836935,0,0,0,0,0,0,0,0,0.129999377667425,0,0,0,0,-8.67361737988404e-19,0,0.019885209305355,0,0,0,0.0249875261137993,0,0,0,0,0,0,0,0,0,0.0062933638389908,0,0,0,0,-0.023719331893916,0,0,-0.0283410627096456,-0.00615062854124425,4.33680868994202e-19,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0.0662093821666021,0,0.0513683034133368,0,0,0,0,0,0,0,0.0929641943042694,0,0,0.00779869501083979,0,0.0964814111271528,0,0,0.0889736332591944,0,0.0935345285907406,0,0,0.0729056880405937,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00839295514236092,0,0,0.00594113589711739,0,0,0,-0.0283775514538454,0.0143515810458005,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.075549991798292,0,0,0,0,0,0,0,0,0,0.0828269668736735,0,0,0,0.168993475181548,0,0,0,0,0,0,0,0,0.179909017527501,0,0,0,0,0,0,0,0,0,0.0304136993369286,0,0,0,0,0,0,0,0,0,0,0.0191012738484379,-0.00292662863594836,0,0,0,-0.118850154890482,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0765805200786328,0,0,0.130256029943116,0,0,0,0.0221303913303855,0,0,0,0,0,0.0312128116656695,0,0,0,0,0,0.0776741689739666,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128868650164504,0,0,0,0,0,0,0,0,0,0,0.00357299952722056,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.0476020375310823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241752061781864,0,0,0,0.020565409735896,0,0,0,0,0,0,0,0,0.255162026987552,0,0,0.0319151621333207,0,0,0,0,0,0,0,0.00549611451423403,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.145510651091187,0,0,0,0.0117461618156776,0.0183909433508625,0,0,0,0,0,0,0,0,0,0,0,0,-0.0517868942863476,0,0,0,0,0,0,0.278270126535684,0,0,0,0,0.0211586713360119,0,0,0,0,-0.0231683982226517,0,0,0,0,0,0.0679755213907677,-0.0160083338167423,0,0,0,0.0205185669513603,0.00320127507937493,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.549891878175,0,0,0,0,0,0,0,0,0.244433607669282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0171216123971128,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,-0.0385082632605277,0,0,0,0,0.371684385713958,0,0,0,0,0,0,0,0,0,0,0.018395652751913,0,0.103435598468458,0,0,0,0,0,0,0,0,0,0,0,0,0.0169183321990791,0,0.103484078250412,0,0,0.00722393177772357,0.0533017792232585,0,0,0,0,-0.00110260579011538,-0.00594494954869385,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256871528314524,0,0,0,0,0,0,0,0,0,0,0,1.19949650439921,0,0,0,0,-0.149621613926113,-0.191967081865211,0,0,0.187890617776312,0,0,0,0,0,0,0.037720349559381,0,0,0,0,0,0,0
