,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X600703.SH,X000568.SZ,X002475.SZ,X600741.SH,X000338.SZ,X000063.SZ,X600031.SH,X300003.SZ,X002236.SZ,X600809.SH,X002008.SZ,X600271.SH,X601877.SH,X600867.SH,X002456.SZ,X000596.SZ,X300124.SZ,X600487.SH,X000100.SZ,X600066.SH,X000625.SZ,X600566.SH,X002294.SZ,X300136.SZ,X000977.SZ,X000661.SZ,X002179.SZ,X002180.SZ,X002241.SZ,X600498.SH,X000157.SZ,X000981.SZ,X000050.SZ,X002007.SZ,X300142.SZ,X002049.SZ,X600522.SH,X000869.SZ,X002508.SZ,X600779.SH,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.217694239951541,0.1888750733273,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519884600707151,0.014334130492719,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0404160330244829,0,0,0,0,0.0408718257507746,0,0.0271654476512984,0.0562193400548099,0,0,0,0,0.00919717291523266,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.107668154110084,0,0,0,0,0,0,0,0,0.224260742025162,0,0,0.12824148976921,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0127952188864047,-0.0438252881357811,0,0,0,0,0,0.0226210023783435,0,0,0,-0.206462512427805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346767340818351,0.033116562250253,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0334721621319945,0.00946868252887551,0,0,0,0,0.037672390429891,0,0,0,-0.106819622634403,0,0,0.165976994051109,0,0,0,0,0,0,0,0,0.144295521975695,0,0,0,0,0,0.0635928245200508,0,0,0,0,0.00212541659536182,0,0,0,0,0,0.046878717235106,0,0,0,0.0499858168061758,0,0,0.0161940599476968,0.0201000186007108,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.193041592855796,0.0681177357113957,0,0,0.206771494974215,0,0,0,0,0,0,0,0,0.0926302106256833,0.0248567137985164,0,0,0,0,0.032934255494174,0.142807416511729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123637634236517,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.508556120384005,0,0,0,0,0,0.0541564863962299,0,0.108439550707375,0,0,0,0,0,0,0,0,0,0,-0.0772104299363004,0.0172695089420251,0,0,0.0637260460049277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0690322396135945,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.131027603814867,0,-0.0248434888455836,0,-0.0402426477615584,0,0,0,0,0,0,-0.0160837168736798,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.139745306841327,0,0,0.232096329305553,0,0,0,0,0,0,0,0,0,0,0.0581384944057156,0,0,0.103802195604315,0,0,0.0290306679988013,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.12332239180382,0,0,0,0,0.310175274769402,0,0,0,0,0,0,0,0,0,0.259398509334278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02083472354814,0.0224766573445895,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0.0747158455121873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.141035068146054,0,0,0.0500931164687536,0,0,0,0.123526046681162,0,0,0.166820073827591,0.215730151364036,0,0,0,0,0,0.0145711299285855,-0.0192460720292733,0,0,0,0.00179616258408123,0,0
X600690.SH,0,0,0,0.0952832493781397,0,0,0.0777358164946806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568276548085943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178510251378605,0.0100539727637167,0,0,0,0,0,0
X600703.SH,0,0,0,0,0.0267788704499492,0,0,0.0489938337746469,0,0,0,-0.175975590807863,0,0,0,0,0,0,0,0,0.0893095839072399,0,0,0.438397850843283,0,0,0,0,0,0,0,0,0,0.0427131205035566,0,0,0,0,0,0,0,0.0417514493902889,0,0,0,-3.46944695195361e-18,0,0,0.224049422724388,0,0,0.00424812620626162,0,0,0,0,0,0,0
