,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X002475.SZ,X600741.SH,X002236.SZ,X600031.SH,X000625.SZ,X002456.SZ,X000338.SZ,X002241.SZ,X600487.SH,X002008.SZ,X300136.SZ,X601877.SH,X600066.SH,X000100.SZ,X600522.SH,X600809.SH,X300124.SZ,X002508.SZ,X002294.SZ,X300003.SZ,X600271.SH,X600867.SH,X002085.SZ,X000981.SZ,X600089.SH,X600498.SH,X600177.SH,X600699.SH,X000157.SZ,X000661.SZ,X600584.SH,X300142.SZ,X000596.SZ,X002129.SZ,X600118.SH,X002049.SZ,X000050.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.41738423489811,0,0,0.0205071975968598,0,0,0,0,0,0,0,0,0,0,0,0,-0.0731657177038636,0,0.0192389105242224,0,0.155940202443969,0,0,0,0,0,0.0425537813761842,0,0,0,0.110067913093725,0,0,0,0,0,0.00877611371699478,0,0,0,0,0,0,0,0,0,0,0,-0.00471907813038442,0.028127846371054,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.0815108428249156,0,0.0651864765963027,0.238635954088262,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0166234145539833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162481020052807,0.0259934742799518,0,-0.0149214203846262,0.0132312726515822,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0746509822036196,0,0,0,0,0.105535625128434,0,0,0,0,0,0.103053083334298,0.218592429077858,0,0.0486680997191921,0,0,0,0,0.136166245707244,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020098455693107,0,0,0,0,0,0,0,0,-0.00853289710965743,0,0,0,0,0,0,0
X000858.SZ,0.12260480347274,0,0,0,0,0,0,0.0312856684363963,0,0,0,0.411672270218375,0,0,0,0,0,0,0,0,0.0259739884569027,0,0,0,0,0,0,0.220469318959577,0,0,0,0,0,0,0,0,0,0,0,0.0681131410890905,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0.00947958643781058,0,0,0,0,0,0
X000651.SZ,0,0,0,0.2573672164639,0,0,0,0,0.0392300145749409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0878001292301818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0831136393085638,0,0,0,0,0,0.0815712829022982,0,0.00798299384557388,-8.67361737988404e-19,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.333221261280536,0,0,0,0.065283869437063,0,0,0,0,0,0,0,0,0,0.060859707938437,0,0,0.132932686846999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0969785817783164,0,0.127369740390432,0,0,0,0,0,0,0,0.0370855648798401,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.193981047575344,0,0,0,0.0473685526227325,0.0549769629606498,0,0,0,0,0,0,-0.0738910547914512,0,0,0,0.058752907875996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00393632906119665,0,0,0,0.0677507425634412,0,0.141069803034661,0,0,0,-0.0407946345286059,0,0,0,0,0.0238918234193875,0,0,0,0,0,0
X002304.SZ,0.250585655341335,0,0,0,0,0,0,0,0,0,0,0.148783612219818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292061353986207,0,0,0,0,0,0,0.0381676650792478,0,0.0361144714242019,0,0,0,0,0,0,0,-0.017937276112369,0.041064446820563,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.322131984274003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266849615221752,0,0,0,0,0,0,0,0,0,0.0311208348713,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.143559750819852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273485657975244,0,0.0488635825901311,0,0,0,0.0826327085279171,0,0,0,0,0,0,0,0,0,0.282776123356406,0,0,0,0.137894600249447,0,0,0,0,0,0,0,0,0,-0.0337979611218852,0,0,0,0,0,0,0
