,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600066.SH,X600703.SH,X600741.SH,X600271.SH,X002241.SZ,X000100.SZ,X002292.SZ,X002236.SZ,X600031.SH,X600177.SH,X600118.SH,X002475.SZ,X000568.SZ,X000559.SZ,X002506.SZ,X600372.SH,X000157.SZ,X000338.SZ,X300003.SZ,X002074.SZ,X002456.SZ,X002085.SZ,X300124.SZ,X002007.SZ,X600867.SH,X002426.SZ,X000050.SZ,X600089.SH,X002294.SZ,X000869.SZ,X000981.SZ,X002465.SZ,X002180.SZ,X002508.SZ,X601877.SH,X600498.SH,X002179.SZ,X002008.SZ,X600699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.0895121075814934,0,0,0,0,0,0,0,0,0,0,0,-0.0326264103801606,0,0,0,0,0,0,0,0,-0.0256905321138908,0,0,0,0.0629788847796678,0,0,0,0.179080702841472,0,0,0,0,0,0,0,-0.0310391536990334,0.0555041789277669,0,0,0,0,0,0,0,-0.0963501955054034,0.0855992609688888,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.140650258132067,0,0.105191494546442,0,0,0.216618677723693,0,0,0,0,0,0,0,0,0,0,0.0217226164420089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141825868397234,0,-0.0216362869548135,-0.0352555239938336,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.146604119250195,0,0,0,0,0.0424910253706043,0,0,0,0,0,0,0,0,0.00386228374456855,0.0244344352553895,0,0,0,0.0521567352837771,0.0479569478576471,6.93889390390723e-18,0,0,0,0,0,0.0731250187100875,0,0,0,0,0,0,0.00768268796240105,0.0098972807587271,0,0.0334495826794236,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.160926925619944,0,0,0,0.00953766933422186,0,0,0,0,0,0,0,0.0596303632005076,0,0,0,0,0,0,0.00480211823949803,0.0264677317294425,0,0,0,0,0,0.00398902855140799,0,0,0,0,0,0.0546361449668736,0,0,0.18940377026909,0,0,0,0,0.0221379380716511,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0.0839575161715146,0,0,0.470332689569715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052856932980565,0,-0.0209666490729747,0.0582784985899926,0,0,0,0,0,-0.0658251070880655,0,0,0,0,0,0,0,0,0,0,-0.0833128120309981,0,0,0,0.109254656197254,0,0,0,-0.0233784406371712,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0352198090226017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0924131058041702,0,-0.032115918946029,0,0,0,0,-0.00220532066977417,0,0,0,0,0,-0.0232443552720173,0,0,0.21341285913124,0,0,0,0,-0.0547269049741878,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0686534860924589,0,0.0380064634491435,0,0,0,0,0.146820452396932,0.102633829136872,0.0364031849013037,0.0168614466262196,0.0127376734998841,0,0,0.0699493139118621,0,0.0395094794428291,0,0,0,0.0439088752290081,0,0,0,0,0,0,0,0,0,0,0.0195348138474885,0,0,-0.0038907664053131,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0.231931544609409,0,0,0,0,0,0.137279104878597,0,0,0,0,0.0910362586164551,0,0,0,0,0.093214021084125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.11737674246748,0.0163521435720726,0,0,0.158888093398769,0,0.0786787966036994,0,0,0,0,0,0,0,0,0,0.178616375802636,0.0717438851273914,0,0,0.082250732332608,0,0,0,0,0,0,0,0,0,0.0555749713741066,0,0,0.0144836846602227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00426861678437142,0,0,0,0,0,0,3.58183880898657e-05,0,0,0,0,0,0,0,0,0,0.196186588349448,0,0,0.0961239758896425,0.296407819814374,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.00238721385260113,0,0,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0.128979109806014,0,0,0,0,-0.0415694566101056,0,0,0.119978648585306,0,0,0,0.0526920687557872,0,0.0107537484726503,0,0,-0.0217822123987096,0,0,0,0,0.18290483498586,0,0,0,0,0,0,0,0,-0.158928306109792,-0.00420642929496299,0,0,0,0,0.0592567499150495,0,0,0,0,0.00294997847926589,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022426430685806,0.0308118574333435,0,0,0.0444937788543853,0,0,0,0,0,0,0,0,0,0,0,0.048100964855114,0.00898440265344769,0,0,0.0744029953370972,0,0,0,0,0,0,0,0.0459020311759646,0.0396737441195906,0.0629163366261996,0.0382863885843668,0,0,-0.00197778517408943,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0.0694161583537773,0,0,0,0,0,0,0,0,0.181108378582809,0,0,0,0,0.0666498082079803,0,0,0,0,0,0,0,0,0,0.0980171498135786,0,0,0.146816010479173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600271.SH,0,0,0,0.0631659964342518,0,0,0,0,0,0,0,0,0,0,-0.306372586601973,0,0.0887230687694412,0,0.0760321247558781,0,0,0,0,0.00980468212107886,0,0,0,0,0,0,0.0755675634867232,0,0,0,0,0.118575720008968,0,0,0,0,0.162632614913432,0,0,0,0,0,0,0,0.0253746672968296,0,-0.0146656960119795,0.184465984140726,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147518588521481,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0785677384741429,0,0.16811426700537,0.0845849318027269,0,0,0.0655422576798624,0,0,0,0,0.066784833196473,0,0,0.318708181580238,0,0,0,0,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019379477359641,0,0.0289441599263042,0,0,0.0260236110528918,0.125991463013167,0.0390503025965502,0,0,0,0,0.100851788805758,0,0.040731039263566,0.0337080780594206,0,0,0,0,0,0,0,0,0,0,0.0520333190098434,0,0.0497053291795803,0.0876498282954462,0,0,0,-0.0184663115104143,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222521150119686,0,0,0,0,0,0,0,0,0,0.093728359377283,0,0,0,0,0.166638018013452,0,0,0,0,0,0,0.107091355943059,0,0,0,0,0.477274069342292,0,0,0,0,0,0,0.0218841043891247,0,0.0184676782655913,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016000549258556,0,0,0,0,0,0,0.0414377418342845,0.0849754672903596,0,0,0,0,0,0.240405255232954,0,0,0,0,0.103981303939265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.035620208833288,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.0909267306814469,0,0,0,0,0,0,0,0,0,0,0,0.0027104454681625,0,0,0.0243326506499716,0.032629529859961,0.121509595981769,0.364489754506088,0.16358869432268,0,0,0.0169247383219548,0,0,0.0738407642586095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600177.SH,0,0,0,0,0,0,0,0,0.0624594739872123,0,0,0,0,0,0,0,0,0,0,0,0.378333596139543,0,0,0.000674061826023297,0,0,0,0,0,0.0329110135949125,-8.67361737988404e-19,0,0,0.0682427856267599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
