,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X003816.SZ,X002415.SZ,X000651.SZ,X600690.SH,X600809.SH,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X600031.SH,X000625.SZ,X000063.SZ,X002304.SZ,X000338.SZ,X300124.SZ,X000596.SZ,X000100.SZ,X002179.SZ,X002241.SZ,X300014.SZ,X600089.SH,X002463.SZ,X600372.SH,X000157.SZ,X600584.SH,X600703.SH,X002028.SZ,X600066.SH,X000977.SZ,X600418.SH,X002236.SZ,X600183.SH,X600522.SH,X600741.SH,X002049.SZ,X601877.SH,X000800.SZ,X600177.SH,X000921.SZ,X002180.SZ,X002074.SZ,X601799.SH,X002223.SZ,X000661.SZ,X600487.SH,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.210581678144895,0,0,1.0842021724855e-19,0,0,0,0.0659808708016759,0.124860295689972,0,0,0,0,0,0,0,0.03316186875603,0,0.0928622187438236,0,0,0,0,0,0,0,0,0,-0.0106424657229237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00720986816006433,0,0,0,0,-0.0392700902261872,0,0,-0.0599661094577603,0,0,0,0.0246079343511613,0,0
X000858.SZ,0.462298464654546,0,0,0.0166227598440895,0,0,0,0,0.0317483246936072,0.0759202157897266,0,0.0104844133079284,0,0.106539200560683,0,0,0,0,0,0.120411205007391,0,0,0,0,0,0,0,0,0,0,0,-0.0350392584733252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0648210006135363,0,0,0,0,0,0.0525299479728862,0,0,0,0.0275980008500449,0,0
X600276.SH,0,0,0,0,-0.00783228133414338,0.0832059429125031,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00312015269220192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0.338340494804923,0,0.00109708296214086,0,-0.0323261448723965,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0391367447815243,0.220766607785932,0,0,0.129971394753482,0,0,0.152884540142659,0,0,0.0202076493712782,0,0.0290193690168914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100417103282321,0,0,0,0,0,0
X003816.SZ,0,0,-0.14326058065378,0,0,0,0,-0.0100034942827985,-0.0554294614410409,0,0,0,0,0,0.284246301604986,0,0,0,-0.24038182900686,0,0,0,0,0,0,-0.0170582452351138,0,0,0,0,0,0,0,0,0,0,0,-0.168159867263392,0,0,0,0,-0.0833188270869733,-0.20921601221218,0,0,0,0,0,0,0,0.0523304613876347,0,-0.0335306889567814,0,0,-0.0248145370553641,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0721805559465015,0,0,0,0,0,0,0,0,0,0,0,0,0.237526698600954,0.0425208599259599,0,0,0,0,0,0,0,0,0,0,0,0.0275495301014402,0.118217920912754,0,0,0,0.0691035867567122,0,0,0,0,0,-0.10024200985848,0.0346232026807143,0,0,0.0747227074793882,0,0,0,0,0,0,0,0.0224020538710783,0,0
X000651.SZ,0,0,0,0,0,0,0,0.135086626737784,0,0.0794053618192192,0,0,0,0,0,0,0,0.0168560849417078,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350078181587227,0,0,0,0,0,0,1.35525271560688e-20,0,0,0,0.122996593171541,-0.0106646748790794,-0.0509381045152733,0,0,0,0,0,0,0,0,0,0,0,0.00094390770796758,0,0
X600690.SH,0,0,0.118801258169045,0,0,0,0.238801103152691,0,0,0,0,0,0.0408647285023899,0,0,0,0,0.0657908307262871,0,0,0,0,0,0,0,0.120102649174005,0,0,0,0,0,0,0,0,0,0,0.00820534744244965,0,0,0,0,0,0.111994851421665,0,0,0,0,0,0,0,0,0,-0.0770804702734098,0,0,0,0.00979458406683298,0,0
X600809.SH,0,0,0,0,0.0164739603194922,0,0,0.0977493491635529,0,0,0.108115368091037,0,0,0,0,0,0,0.0756156067369295,0,0.435533624861611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0153068804838664,0,0,0,-0.00600156617014108,0,0.0635067893261366,0,0,0,0,0,0.00672151685137572,0,0
X000568.SZ,0.604736347923549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258010871869877,0,0,-0.010866286177835,0,0,0,0,0.0412972107989519,0,0,0,0,0,0,0,-0.0476399064948944,0,0,0,0,0,0,0,0,0,0,0,0.0430176046497779,0,0,0,0,-0.0068982201614199,-0.0496910520651639,0,0,0.00509713314239758,0,0
