,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X600031.SH,X003816.SZ,X002304.SZ,X000725.SZ,X000661.SZ,X000568.SZ,X000338.SZ,X600690.SH,X600809.SH,X600703.SH,X002007.SZ,X002371.SZ,X600183.SH,X000596.SZ,X300003.SZ,X300142.SZ,X300014.SZ,X600741.SH,X002241.SZ,X000100.SZ,X300124.SZ,X000977.SZ,X601877.SH,X002236.SZ,X000157.SZ,X000800.SZ,X002463.SZ,X002129.SZ,X000625.SZ,X002456.SZ,X002179.SZ,X300136.SZ,X600498.SH,X600118.SH,X600584.SH,X002049.SZ,X002414.SZ,X002223.SZ,X002185.SZ,X000066.SZ,X600271.SH,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216921763020128,0,0,0,0,0,0,0,0.0525670676824501,0,0,0.0213265979667303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0782474725930468,0,0,0,0,0,0,0,0,0,0.00805885371438143,0.0150175190666405,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0263127326441952,0.0422722865196851,0,0,0,0,0,0,0.231333241601611,0,0,0.322460423629488,0,0,0,0,0.133249590537513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398797390545982,0,0,0,0,0.0213410096107753,0.017928215306506,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0508208516492547,0,0,0,0,0,0,0,0.030209037319253,0,0.0200655239106009,0,0,0.0542696353752636,0,0,0.0779124456016147,0,0,0,0.00794018342768521,0,0,0,0,0.0596497879125061,0,0,0,0,0,0,0,0,0,0.0107317239587186,0,0,0,0,0,0,0
X000651.SZ,0,0.278268474538785,0,0,0,0.0315068182509449,0,0,0.0398051413988606,0,0,0,0,0,0,0.133322378746296,0,0,0,0,0,0,0,0,0.0660451907209138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337196463214552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0357992194437835,0,0,0,0,0,0,0,0.051302998144066,0.0937751795296376,0,0,0,0,0,0,0,0,0,0.0424162113409322,0,0,0,0,0,0,0,0,0,0,0,0.0757910207037621,0,0,0,0,0,0.123361662477375,0,0,0,0.00125659154936748,0,0,0,0,0.0157185141527543,0.0198109844875194,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183487022456983,0,0.282694609708141,0.0742836854521562,0,0,0,0,0,0,0,0,0,0.0201119598172228,0,0.0704083612525631,0,0,0,0,0,0,0,0,0,0,0,0.0405385801225954,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385547922495256,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.107387445569502,0,0.0461387957515786,0.0597780287571846,0,0,0,0,0,0,0.0635731886866963,0,0,0,0,0,0,0,0.0069578240532087,0.0475819708525544,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.134693342878215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154135462352416,0,0,0,0.0580774554461459,0,0.00179355116542115,0,0,0,0,0,0,0,0,0,0.117596143824827,0,0,4.33680868994202e-19,0.183821680826815,0,0,0,0.0330837698697079,0,0,0,0,0,0,0.0192613356684684,0.0317284607295297,0,0,0,0,0,0
X600031.SH,0,0.038738974169053,0,0,0,0.0522891829361488,0,0,0,0,0,0,0.0246040822868742,0,0,0,0,0,0,0,0,0,0,0,0.0741116447298217,0,0,0,0,0,0,0,0.467896548324634,0,0,0,0,0,0,0,0,0,0,0.0166864510766734,0,0,0,0,0,0,0,0.0285840175719947,0.0247191865600118,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0.107034050654233,0,0,0,0,0,0,0,0,0,0.035053664413598,0,0,0,0,0,0,0,0,0,0,0,0.00351631974626986,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18428611756862,0,0,0,-1.0842021724855e-19,-0.0110139425208185,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215722090768994,0.0784925131219906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442188895016273,0,0,0,0,0,0,0,0,0,-0.0208813819577979,0,0,0,0,0,0.0174155620661829,0,0,0,0,0,0,0
