,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X000568.SZ,X002304.SZ,X600031.SH,X600809.SH,X000725.SZ,X000063.SZ,X000661.SZ,X003816.SZ,X600690.SH,X002241.SZ,X600703.SH,X000596.SZ,X000338.SZ,X000100.SZ,X300124.SZ,X002007.SZ,X300014.SZ,X300142.SZ,X600741.SH,X002371.SZ,X002049.SZ,X601877.SH,X002129.SZ,X000625.SZ,X000800.SZ,X002236.SZ,X000157.SZ,X300003.SZ,X002414.SZ,X600584.SH,X300136.SZ,X600183.SH,X002179.SZ,X000066.SZ,X000977.SZ,X601799.SH,X002456.SZ,X600118.SH,X002185.SZ,X002294.SZ,X002008.SZ,X000050.SZ,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.141672566832585,0,0,0.118079991890694,0,0,0,0,0,0,0,0.0487760650290645,0,0,0,0,0,0,0,0,0.0480034747406355,0,0,0.0203438898672659,0,0,0,0,0,0.000986402803463796,0,0,0,0,0,0,0,0,0,0.12090165210425,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0498359269240529,0.0446365153050642,0,0.255177691808358,0,0,0,0,0,0,0,0.137877114631729,0,0,0,0,0,0.0365531592168143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0989543299751695,0,0,0,0,0,0,0,0,0.00512861892261387,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0561485929595353,0.0721887098225248,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290769056978533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174521051372164,0,0,0,0,-0.00407926480735802,0.004878782068974,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380735055661062,0,0,0,0.0883441371996353,0,0,0,0,0,0.050602095269597,0,0,0.0246129760207716,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0393773207529109,0.149349171224905,0.0574759507583521,0,0,0,0,0.0101730447397562,-0.00629388316230896,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0711901397643284,0,0,0,0,0,0,0,0,0,0,0,0.193951339397168,0.00493191328204932,0,0,0,0,0,0,0,0,0,0,0.087558113749376,0,0,0,0,0.149669553831716,0,0,0,0,0,0,0,0,0.0885615331891604,0,0,0,0,0,0,0,0,0,0,0.0149546946211581,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.128408427540948,0,0,0,0,0,0,0.123991804481049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109280220431348,0.00696827188186863,0,0,0,0,0,0,0,0,0,0,0,0,0.00151701649131143,0,0,0.17525427886079,0,0.0510440509787806,0,-0.0348313018842486,-0.0108768321632126,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108055737519861,0,0,0,-0.00274553636773337,0,0,0.0359182413971165,0,0,0,0,0.0995823935462634,0.082381754478943,0,0,0,0,0,0.144973266661705,0,0.0161229291337974,0,0,0,0,0.0454159469816354,0,0,0,0,0,0,0.0122340927260273,0,0,0,0,0,0
X000568.SZ,0,0.483983655513146,0,0,0,0,0,0,0.165472621775833,0,0.0461630765443263,0,0,0,0,0,0,0,0.0406164630137077,0,0,0,0.0502879522039845,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0609016687717883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00151026931532145,0.010965715444109,0,0,0,0,0,0
X002304.SZ,0,0.146347842555923,0,0,0,0,0,0.319629964614038,0,0,0.121403217299275,0,0,0,0,0,0,0,0.088367973228647,0,0,0,0,0,0,0,0,0,0,0.0203435895450762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112048192879658,-1.73472347597681e-18,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.0226870222778055,0,0,0,0,0,0,0,0,0,0.117102842633863,0.199158744034174,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190406115217998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00843253576504691,0.0238760220088902,0,0,0,0,0,0
