,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000651.SZ,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X002475.SZ,X600703.SH,X000338.SZ,X000568.SZ,X300003.SZ,X600741.SH,X600271.SH,X601877.SH,X300124.SZ,X002236.SZ,X002008.SZ,X600487.SH,X002007.SZ,X000100.SZ,X600498.SH,X002456.SZ,X600566.SH,X002179.SZ,X000661.SZ,X000625.SZ,X300146.SZ,X600867.SH,X000157.SZ,X600809.SH,X000596.SZ,X300142.SZ,X002180.SZ,X600177.SH,X002294.SZ,X300136.SZ,X600089.SH,X600372.SH,X000977.SZ,X600066.SH,X002506.SZ,X002241.SZ,X600522.SH,X000050.SZ,X000981.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.827515899830563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0663493585851963,0.0233736660513952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211675264542366,-3.16884279545254e-05,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.259748524643637,0,0,0,0,0,0,0,0,0,0,0.127256115160137,0,0,0.212807424764668,0,0,0,0,0,0,0,0,0,0,0.0746879411697862,0,-0.0646345701611824,0,0.0158657929501594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00504421582546183,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0219161324768676,0,0,0,0,0,0.0259741248414596,0,0,0,0,0,0,0,0,0,0,0.654555230805815,0,0,0,0,0.0913049422774685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0175200708252866,0.0545892742481501,0,0,0,0,0,0
X600276.SH,0,0,0.097820747493886,0,0,0,0,0,0,0.0341495086921601,0,0.016628119927921,0,0,0.0195142155880591,0.389472772144665,0,0,0,0,0.0268615484464595,0,0,0,0,0,0,0.0482999202869634,0,0,0,0,0.0425342751905968,0,0.0256592872925567,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073258944443371,0,0,0,0.0130782383298593,0,0,0,0,0,0
X000651.SZ,0.171615927130447,0,0.0316561982551579,0,0,0.127955674135465,0,0,0,0,0,0.010484154830163,0,0,0.104944018098318,0.0995707857006542,0,0,0,0,0,0,0,0,0,0.00452617386261719,0,0,0,0,0,0,0.0789430799996235,0,0,0,0.0302078320753629,0,0,0.0366567609099479,0,0,0,0,0.0399630136459697,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.0834050745825747,0,0,0,0,0,0.181634947513857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383791399056958,0.184170331689696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015306191951711,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332651998060363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00388359479880238,0.0405244169545415,0,0.374755315146959,0.262201786955201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406926041328734,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.23314507397167,0,0,0.0555270069445115,0.195368333990843,0,0,0,0.111733090753698,0,0,0,0,0,0,0.132820871738541,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00596747032456353,-0.0370574569794594,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.236720879918569,0.0158181770981077,0,0,-0.0288491186283641,0,0,0,0,0,0,0,0,0,0.107501008247533,0,0,0,0,0,-0.021677911262451,0,0,0,0,0,0,0.0401474992425443,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.270434147702436,0.200752711735623,0,0,0,0,0,0,-0.0261117137993436,0,0,0,0,0,0,0
X000063.SZ,0,0,0.0942531541866845,0,0,0,0,0,0,0,0,0.218705375321323,0,0,0,0,0,0,0,0,0,0,0.26148441298352,0,0.122249008391354,0.273704836763201,0.181009164260153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.123173698820277,0,0,0,0,0,0,-0.00540410515924692,-0.0336588223398722,0,0,0,0,0,0
