,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X600690.SH,X000568.SZ,X000651.SZ,X003816.SZ,X002475.SZ,X600104.SH,X000625.SZ,X002371.SZ,X300124.SZ,X000725.SZ,X000338.SZ,X002304.SZ,X000596.SZ,X000063.SZ,X600031.SH,X000100.SZ,X000157.SZ,X300014.SZ,X002179.SZ,X600089.SH,X600372.SH,X002463.SZ,X600703.SH,X600741.SH,X002236.SZ,X600066.SH,X000977.SZ,X002241.SZ,X002049.SZ,X002028.SZ,X000921.SZ,X000661.SZ,X600522.SH,X600584.SH,X601877.SH,X002129.SZ,X000800.SZ,X601799.SH,X600566.SH,X002223.SZ,X600183.SH,X600060.SH,X002007.SZ,X600177.SH,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.227323314410074,0.0794233144970227,0,0.171018965394472,0,0,0.106946997164995,0,0.0108976044163747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585388072467944,0,0,0,0,0,-0.0601015891298081,0.0625422659327982,0,0,0,0,0,0,0.00583155570224107,0,0,0,0.0451577955535087,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.282700692662733,0,0,0,0,0,0,0,0,0,0,0.0741257183745228,0,0,0,0,0.0442492023127015,0,0,0,0,0,0,0,0,0,0,0.0468212127763989,0,0,0,0,0.0672758503364709,0,0.0461067860336296,0,0,0,0,0.0301050256799995,0,0,0,0,0,-0.044237150618691,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.114120870351335,0,0,0,0,0.0172005597735097,0,0,0,0,0,0,0,0,0.0262423074332234,0,0,0.0827767868542421,-0.0807921051043288,0,0,0,0,0.0833188142201894,0,0,0,0.0494936149366933,0,0,0,0,0.0597366440374451,0,0,0.088761922359262,0,0,0,0.0393763269853046,0,0,0,0,0,-0.0134229300051273,-9.72437210938809e-05,0,0,0,0,0,0
X600809.SH,0.513100200696133,0,0,0,0,0,0,0,0,0.0056324056084312,0,0,0,0,0,0,0.0959378359811657,0.209464010357834,0,0,0,-0.0205427498148718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015302262593353,0,0,0,0.0684522351189756,0,0,0,-0.0203625356454391,0,0.00114146951008984,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.118713135242371,0,0,0,0,0,0,0,0,0.044555230766631,0,0.0257140934538103,0.0217513678500992,0,0,0,0,0,0,0,0.0363234075120448,0,0,0,0,0,0,0.0134765874623449,0,0.0440096971407725,0,0.132650687158541,0,0,0,0,0,0,0.188959868285327,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.0772560689811727,0,0,0,0,0,0,0,0,0.0116252813445228,0,0,0,0,0,0,0.0700126574604399,0,0,-0.0484708411017157,0,0,-0.00574211095306719,0,0,0,0,0,0.162349691607883,0,0,0,0,0,0,0,0,0,0,0.0403648261642745,0,0,0,0,0,0,-0.061777733095993,0,0,0,0,0
X000568.SZ,0,0.932985179316826,0,0.125282280689144,0,0,0,0,0,-0.0140390984766509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121162615861928,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13640921890498,0,0,0,0,0,0,0,0,0,0,0.0194669492054012,0.00216957629161358,0,0,0,0,0,0
X000651.SZ,0,0,0,0,-0.061429052829431,0.152977093150361,0.0814284200091709,0,0.106439390121476,0,0,-0.0870098075029759,0,0.171989665715505,0,0.0843117177213645,0,0.0397668597905819,0,0,0.0666372177407726,0,0,0,0.0630714925597818,0,0,0,0,-0.0736018365860057,0,0,0,0,0,0.129903010571355,-0.00650804576899965,0,0,-0.0155864906927232,0,0,0,0,0,0.0183301269011593,0,0,0,-0.0863328379657408,0,0.0195242487304676,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,-0.225182310041083,0,0,0,0,0,0,0,0,0,0,0,0.169931451273923,0,0,3.46944695195361e-18,0.054280098552472,0,0,0,0,0,0,-0.105329160784641,0,0,0,0,0,0.12242082587798,0,0,0,0,0,0,0,0.335891385433164,0,0,0.0872894407403749,0,0,0,0,-0.0143605420678391,-0.0958791194091133,0,0,0,0,0,0
X002475.SZ,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.00295320372424521,0,0,0,-0.0382354135190173,0,0,0,0,0,-0.156660994528466,0,0.334386099792036,0,0,-0.0707247359653542,0,0,0,-0.0158737478241261,0,0.491585472122192,0,0,0,0,0,0,0,0,0,0.0618685195802516,0,0,0.0635914978663368,0,0,0,0.124162363033352,0,-0.00571879913204643,0,-0.058486418463276,-0.247815976958184,0,0,0,0
X600104.SH,0,0,0,0.0453251480146932,0,0,0,0,0.0169572168132827,0,0,0.0485438314002733,0.0216683446428564,0,0,0,0,0,0,0,0,0,0.0313744420801744,0,0,0,0,0,0,0,0.0460001032329361,0,0,0.0350316275638621,0,0,0,0,0.0212100235531888,0,0,0,0,0,0,0,0,0,0,0,0,-0.0139858826972017,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312625449720331,0,0,0,0,0,0,0,0.0346451940400099,0,0,0,0,0,0,0.0384776604111343,0,0,0,0.292480731022028,0,0,0,0.250510238924825,0,0,0,0,0,0,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142005304187956,0,0,0,0,0,0,0,0,0,0,0.051566376851756,0,0,0,0,0,0,0,0,0.00465536924577157,0,0.246226654851163,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,8.67361737988404e-19,0.0253517016787336,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0.00392794049733169,0,-0.0319110519245932,0,0,0,0.101007881966349,0,0,0,0,0,0,0,0,0.115692006114621,0,0.0673626811412743,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0.18753590420606,0,0.0474567737564555,0,0,0,-0.0204006824738443,0,0,0,0,0,0,0
