,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X002241.SZ,X600066.SH,X600271.SH,X000100.SZ,X000568.SZ,X600031.SH,X002292.SZ,X002236.SZ,X600118.SH,X002074.SZ,X002475.SZ,X000559.SZ,X600177.SH,X002506.SZ,X000157.SZ,X600372.SH,X000338.SZ,X300003.SZ,X002085.SZ,X300124.SZ,X002456.SZ,X002426.SZ,X002249.SZ,X000050.SZ,X002007.SZ,X600699.SH,X600867.SH,X002294.SZ,X002508.SZ,X600089.SH,X002465.SZ,X000869.SZ,X002179.SZ,X002180.SZ,X002049.SZ,X000596.SZ,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142636045211808,0,0,0.0895853768723972,0.0841176254194816,0,0,-0.0482242096504055,0,0,0,0,0,0,0,0,0,0.00251518033436358,0.0824770118292417,0,0,0,0,0,0,0,0,0.0533894318303301,0,0,0.0739645929476359,0,-0.033945066568829,-8.67361737988404e-19,0,0,0,0,0,0
X600104.SH,0,0,0,0,2.16840434497101e-19,0,0,0.0987816100708751,0,0.184435055699801,0.0154058179636376,0.0693387488523467,0.0315406785209573,0,0,0,0,0,-0.0559614662427237,0,0,-0.00548030330964075,0,0,0,-0.0598494746242583,0,0,0,0,0,0,0,0,0.0379558722277007,0.0524034380705594,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172282981489086,0,-0.00194665071583145,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0896826729402813,0,0,0,0,0,0.0204469598605321,0,0,0.0468962302084085,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.188264670166198,0.0178279972654829,0,0,0,0,0,0,0,0,0,0,0.0242477599561542,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.0349952445822375,0,0,0,0.174596011115509,0,0,0,0,0,0,0,0,0,0.035669643516441,0,0.0660352758221653,0,0,0,0,-0.000840993530931811,0,0,0,0,0,0,0,0,0,0,0,0.0171956763702996,0,0.0514961889950972,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.231366734828714,0,0,0.0247410471122194,0,0,0,0,0,0,0
X002304.SZ,0.133063114695042,0,0,0,0,0,0,0,0,0,0,0,0.0108323577364903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0652848732240643,0,0,0,0,0,0,0,0,0.0337606559979116,0,0,0,0,0,0,0,0.0577631048289225,0,0.0276131608717451,0.328498510042061,0,0,0.0291797863069789,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161603545158464,0,0,0,0,0,0,-0.0271837937981553,0.112141364306954,0,0,0,-0.0272093375559195,0,0,0,0,0,0,0.0222763526362242,0,0,-0.0438927651647229,0,-0.0156176808510485,0,0,0,0,0,0,0,-0.0518096068515526,0.0775579453330927,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0192859088327282,0,0,0,0,0,0.0894485471555919,0,0,0.00825800578037731,0,0.126828996931151,0,0.0905192461015368,0,0,0,0,0,0,0.111222254184552,0,0,0.04520071821273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0.147012398239556,0,0,0,0,0,0,0,0.0906467286029142,0,0,0.0912443417686246,0,0,0,0,0,0,0,0,0,0,0.103174530513376,-0.115103921558353,0,0.163547097209371,0,-0.0137676815162364,0,0,0,0,-0.0411919999310541,0.0849084350061385,0,0.0797017944048792,0,0,0,0,0,0,0,0,0,0,0.0730260841447408,0.0224054940096621,-0.10664975109947,0,0.00959887537721365,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.287984447218729,0,0,0,0.0833895686725564,0,0.0941701322685414,0,0,0,0,0.0261634553554636,0,0,0,0,0,0,0,0,0.0841477418519769,0,0,0,0,0,0,0,0,0,0.0335490136023793,0,0.0477750053765087,0,0,0,0,0,0,0,0,0,0,0.082527293051523,0,0,0,-0.00994416555798184,0,0,0,0,0,0,0
X600690.SH,0,0,0.0384924457178172,0,0,0,0,0,0,0,0,0,0.0705197528867515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909081095530586,0,0,0,0,0.0356698528894387,0,0,0.042469203034056,0.0903107601972455,0,0,0.113454380343837,0,0,0,0,0,0,0,0,0,0
