,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X600690.SH,X000568.SZ,X002304.SZ,X000651.SZ,X600031.SH,X002475.SZ,X600104.SH,X000725.SZ,X300124.SZ,X300014.SZ,X000338.SZ,X002241.SZ,X002371.SZ,X002129.SZ,X000063.SZ,X000625.SZ,X600703.SH,X003816.SZ,X002049.SZ,X601877.SH,X000596.SZ,X300142.SZ,X000100.SZ,X002179.SZ,X600089.SH,X000661.SZ,X000157.SZ,X600741.SH,X600460.SH,X002074.SZ,X000799.SZ,X002236.SZ,X600702.SH,X002414.SZ,X600779.SH,X600584.SH,X002007.SZ,X601799.SH,X000800.SZ,X000733.SZ,X600183.SH,X600884.SH,X300003.SZ,X002008.SZ,X002176.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.202614675841126,0,0.0486171235502151,0,0.0836020300016332,0.194190317532894,0,0,0,0,0,0,0.0432738058223366,0,0,0,0,0.0485031262433523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021643199585879,0,0,0,0.0362106109467847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00584254246354813,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.117062976217154,0,0.19153783041954,0,0,0.0890219770420049,0,0,0,0,0,0,0,0,0.0199698229437806,0,0,0,0,0,0,0,0,0,0,0,0.113863360919597,0.0200028669423104,0,0,0.00920976423273307,0.126186874816085,0,0,0,0.168586880426373,0,0,0,0,0,0,0,0,0,0,0,0,-0.00099138231053191,0,0,0,0,0,0
X002415.SZ,0,0.0749658347567164,0,0,0,0,0,0,0,0,0.0607544387347367,0,0,0,0.0478870961191398,0,0,0,0,0,0,0,0,0,0,0,0.0367105963508144,0,0,0,0,0,0,0,0,0,0,0,0,0.0185503206262885,0,0,0.00433350171108422,0,0,0,0.0841447982781286,0,0,0,0,0.0131832667772714,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.00288299955039224,0.219270886966741,0,0,0,0,0,1.0842021724855e-19,0,0,0,-0.0279959703024103,0,0,-0.0401779262498217,0,0,0,0,0,0,0,0,0,0,0,0,-0.0376921133578757,0,0.392915346431104,0,0.196494535537598,0,0.0957389948736521,-0.0146598803875565,0,0,0,0.0501027939837528,0,0,0,0,0,0,-0.0514390385252703,0.0691527768584054,0,0,0,-0.0432977793111081,0,0
X600276.SH,0,0.384241046601456,0,-0.0766124410248208,0,0,0,0,0,0,-0.107355393795645,0,0,0.302716740779307,0.157374394430326,0,0,0,0,0,0,0,0,-0.330279459284233,0,0,0,0,0,-0.0131843530576601,0.0441264121547253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0476783443812134,0.0347502375032003,0,-0.0865287715288301,0,0,0.0111073476064286,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.1273750400886,0,0.0994448544904394,0,0,0,0,0,0,0,0.031057018324153,0,0,0,0,0,0,0,0,0,0,0,-0.0359278695298085,0,0,0,0.168134474661222,0.236066207225087,0,-0.0243747714149706,0,0,0,0.042861920574172,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,-0.0320924953054807,0,-0.0172264992065084,0,0,0,0,0,0,0
X000568.SZ,0,0.271752454442238,0,0.128472639025323,0,0,0,0.0478883790943435,0,0,0,0,0,0,0,0,0,-0.0755375902684579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245815077538466,0,0,0,0.139065955301382,0,0,0,0,0,0,0,0,0,0,0,0,0.00886570730005685,0,0,0,0,0,0
X002304.SZ,0,0,0,0.246404707013322,0,0,0.3620972303529,0,0,0.0223085674798419,0,0,0,0,0,0,0,0,0,0,0,0.0769702727247067,0,0,0.0361042644060718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109810331235551,0,0,0,0,0,0,0,0.0173592544626023,0,-0.0793891223647259,0.0167618264634691,0,0,0,0,0,0
X000651.SZ,0,0,0,0.000564061026860546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155347518491672,0,0,0,0,0,0,0,0,0,0,0,0.0733317982928845,0,0,0,0,0,0,0,0,0,0,0,0,-0.0308264617326953,0,0,0,0,0,0,0,0.0239515585525031,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.104475384852119,0,0,0.0852089264308429,0,0,0,-0.134749183514187,0,0,0,0.199971596710065,0,0,0,0,0,0,0,0,0,0.525780071727389,0,0,0,0,0,0.069471692076155,0,0,0,0,0,0,0.0550595958870056,0,-8.67361737988404e-19,0,0,0,0,0.01830322593868,0.050265900907097,0,0,0,0.175763878747026,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197948504726821,0.198807441747949,0,0,0,0,0,0.103306102999054,-0.0820598024636176,0,0,0,0,-0.139572166214275,0,0,0,0.00195328591709095,0,0,0,0,0,0,0,0,0.064862924425837,0,0,0,0,0,-0.0257429572243082,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108376696159951,0,0,0,0,0.118958434911756,0,0,0,0,0,0.101388582864246,0,0.0505206303901272,0,0,0,0.0813058075432565,0,0,0.0528334766588541,0,0,0,0,0,0,0,0,-0.0901599185215468,0,0,0,0,0,0,0,-0.0402884183965672,0,0,0,0,0,0
