,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X002415.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000725.SZ,X002475.SZ,X600690.SH,X000338.SZ,X000568.SZ,X600031.SH,X600741.SH,X601877.SH,X600703.SH,X000596.SZ,X000100.SZ,X600271.SH,X000661.SZ,X002236.SZ,X600809.SH,X300003.SZ,X300124.SZ,X000625.SZ,X002008.SZ,X300142.SZ,X600487.SH,X002007.SZ,X000157.SZ,X002456.SZ,X600498.SH,X002506.SZ,X000977.SZ,X600066.SH,X600776.SH,X002241.SZ,X000050.SZ,X600522.SH,X600177.SH,X002179.SZ,X600867.SH,X600089.SH,X600566.SH,X002129.SZ,X002371.SZ,X002180.SZ,X300136.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.203725436336882,0,0,0,0.0115061196493737,0,0,0,0,0,0,0,0,0,0,0,0.0615759564675371,0,0,-5.42101086242752e-20,0,0.0471781163186951,0,0,0,0,0,0.0259767791713026,0,0,0,0.0550615123852149,0,0,0,-0.023326330118669,0,0,0,0,0,0,0,0,0.0221963037554026,-0.0368435896219355,0,0,0,0,0.00798609740179997,-5.42101086242752e-20,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.358806402302558,0,0,0,0.0546373886726313,0.154284982818047,0,0,0,0,0,0.0179417373998087,0,0,0,0,0.154732252074175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0502905067822472,0,0,0,0,0,0,0,0.0257036757856015,0,0,0,0,0,-0.0235018058717291,0,0,0,0,-0.00666138266386202,0,0
X000651.SZ,0,0.151438190010748,0,0.00673684609658023,0,0,0.0779395684510287,0,0,0,0.119149604598134,0,0,0.119840205903943,0,0,0,0,0,0,0.0165272139379836,0,0.0290902325862405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164169833938575,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0114563714946184,0,0,0,0,-0.0185954323652567,0,0
X600104.SH,0,0,0.0895730618142341,0,0.0180820068232111,0,0,0,0,0,0,0.102291783035923,0,0,0.144729268639003,0,0,0,0,0,0,0,0,0,0,0.101832940315275,0,0,0,0,0,0,0,0,0.0310127975320868,0.04385968440589,-0.0022631946090411,0.0601964826497465,0,0,0,0,0,0,0,0,0,0,0.0566883211123681,0,0,0,-0.026543399491733,0,0,0,0.00304519062916622,0,0
X002415.SZ,0,0,0.0421332092126305,0,0,0,0,0.0560981780106943,0,0.0819363881023851,0,0,0,0.0348459892293808,0.0594337761101619,0,0,0,0,0,0,0.279595908342943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00591228811867772,0,0,0,0,0,-0.0165516242246912,0,0,0,0,0,0,0
X600276.SH,0,0,0.143850796096188,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0.0152124438044069,0,0.0604529774691992,0.0759054266886829,0,0,0.131123262181072,0,0,0.153362370313227,0,0,0,0.0894181432973047,0,0,0,0,0,0,0,0,0.0118203911989692,0,0,0,0,0,0,0,0,0,0,0,0,0.0810643828401,0,0,0,0,0,0,-0.00998011774431333,0,0
X002304.SZ,0,0.106363730953588,0.0185750377958243,0,0,0,0,0,0,0,0,0,0.117478138895935,0,0,0,0,0.137537886737457,0,0,0,0,0.302154801680261,0,0,0,0,0,0,0,0,0,0,0,0.0154089932656392,0,0,0,0,0,0,0,0.0235994946272219,0,0,0,0,0,0.0499915404147138,0.0259180714875844,0,0.0180629413529059,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.112695794725075,0.0302338940672637,0,0,0.0527846899694617,0,0,0,0.231184168458211,0,0.00838346242754379,0,0.0549687134473771,0,0,0,0,0.199429541847422,0,0,0,0,0,0,0.0486700984965182,0,0,-0.00160825135241217,-0.0172417468628961,0,0,0,-1.73472347597681e-18,0,0
X000725.SZ,0,0,0,0,0,0,0,0.00717097219298167,0,0.137264749802145,0,0,0,0,0,0,0,0,0.201142216829906,0.0806555498614265,0,0,0,0,0,0.0330820122210488,0,0,0,0,0,0.0559312156887189,0,0,-3.46944695195361e-18,0,0.0159451499320067,0,0.0554797535882182,0,0,0,0,0,0,0.140206818449165,0,0,0.0772535901410137,0,0,-0.0293134614386574,0,0,0,0,0.0526811258659359,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0929121673444428,0,0.000684373083032548,0,0,0.128971184573411,0,0,0,0,0,0,0,0,0.00936633149985671,0,0,0,0,0,0.0792914842098015,0,0,0,0,0,0.0558551613989138,0,0,0,0,0,0,0,0,0,0,0.315004298403264,0,0,0.0348452070661962,0,0,0,0,-0.011666537303243,0,0
X600690.SH,0,0.325390996293847,0,0,0,0,0,0,0,0,0,0.0567229087816875,0,0,0.199682167403276,0,-0.043696770459189,0,0,0,0,0.0620369712803764,0,0,0,0.0337132898956189,0,0,0,0,0.0309807462629377,0.0809543055369953,0,0,0.0421637070339439,0,0,0,-0.00420495139549806,0,0,0,0,0,0,0,0,0,0,0,0,-0.00809677222931005,-0.0367455870173792,0,0,0,-1.0842021724855e-19,0,0
